Address Name	Locality Name	Locality Number	Station Number
ישעיהו ישראל 12	פתח תקווה	7900	177.6
ישעיהו ישראל 12	פתח תקווה	7900	177.7
ישעיהו ישראל 12	פתח תקווה	7900	177.8
המגינים 21	פתח תקווה	7900	185.0
פפר יוסף 20	פתח תקווה	7900	188.0
פפר יוסף 20	פתח תקווה	7900	189.0
בס זליג 17	פתח תקווה	7900	191.1
בס זליג 17	פתח תקווה	7900	191.2
בס זליג 17	פתח תקווה	7900	191.3
בס זליג 17	פתח תקווה	7900	191.4
בס זליג 17	פתח תקווה	7900	191.5
קיש 48	פתח תקווה	7900	193.1
קיש 48	פתח תקווה	7900	193.2
קיש 48	פתח תקווה	7900	193.3
קיש 48	פתח תקווה	7900	193.4
זכרון יעקב 60	פתח תקווה	7900	202.0
זכרון יעקב 52	פתח תקווה	7900	209.0
שפרינצק 17	פתח תקווה	7900	212.0
סביון 23	פתח תקווה	7900	214.0
הרב חפוטא יאיר 4	פתח תקווה	7900	219.1
הרב חפוטא יאיר 4	פתח תקווה	7900	219.2
הרב חפוטא יאיר 4	פתח תקווה	7900	219.3
הרב חפוטא יאיר 4	פתח תקווה	7900	219.4
שפירא הרמן צבי 46	פתח תקווה	7900	221.1
שפירא הרמן צבי 46	פתח תקווה	7900	221.2
שפירא הרמן צבי 46	פתח תקווה	7900	221.3
שפירא הרמן צבי 46	פתח תקווה	7900	221.4
שפירא הרמן צבי 46	פתח תקווה	7900	221.5
שפירא הרמן צבי 46	פתח תקווה	7900	221.6
שפירא הרמן צבי 46	פתח תקווה	7900	221.7
הרב קוק 33	פתח תקווה	7900	222.0
סביון 23	פתח תקווה	7900	223.0
יהלום בנימין	פתח תקווה	7900	227.1
יהלום בנימין	פתח תקווה	7900	227.2
יהלום בנימין	פתח תקווה	7900	227.3
יהלום בנימין	פתח תקווה	7900	227.4
יהלום בנימין	פתח תקווה	7900	227.5
הרב מימון 4	פתח תקווה	7900	229.1
הרב מימון 4	פתח תקווה	7900	229.2
הרב מימון 4	פתח תקווה	7900	229.3
הרב מימון 4	פתח תקווה	7900	229.4
הרב מימון 4	פתח תקווה	7900	229.5
הרב מימון 4	פתח תקווה	7900	229.6
האחים בכר 3	פתח תקווה	7900	234.1
מרדכי בצ'איב	פתח תקווה	7900	234.2
מרדכי בצ'איב	פתח תקווה	7900	234.3
מרדכי בצ'איב	פתח תקווה	7900	234.4
מרדכי בצ'איב	פתח תקווה	7900	234.5
מרדכי בצ'איב	פתח תקווה	7900	234.6
עדש שפיק 7	פתח תקווה	7900	239.1
עדש שפיק 7	פתח תקווה	7900	239.2
עדש שפיק 7	פתח תקווה	7900	239.3
עדש שפיק 7	פתח תקווה	7900	239.4
עדש שפיק 7	פתח תקווה	7900	239.5
עדש שפיק 7	פתח תקווה	7900	239.6
עדש שפיק 7	פתח תקווה	7900	239.7
שטמפפר יהושע 90	פתח תקווה	7900	240.1
שטמפפר יהושע 90	פתח תקווה	7900	240.2
שטמפפר יהושע 90	פתח תקווה	7900	240.3
רמת הגולן 4	פתח תקווה	7900	240.4
רמת הגולן 4	פתח תקווה	7900	240.5
העצמאות 50	פתח תקווה	7900	242.1
העצמאות 50	פתח תקווה	7900	242.2
העצמאות 50	פתח תקווה	7900	242.3
העצמאות 50	פתח תקווה	7900	242.4
העצמאות 50	פתח תקווה	7900	242.5
העצמאות 50	פתח תקווה	7900	242.6
זכרון יעקב 43	פתח תקווה	7900	244.1
זכרון יעקב 43	פתח תקווה	7900	244.2
זכרון יעקב 4	פתח תקווה	7900	245.1
זכרון יעקב 4	פתח תקווה	7900	245.2
זכרון יעקב 4	פתח תקווה	7900	245.3
זכרון יעקב 4	פתח תקווה	7900	245.4
זכרון יעקב 4	פתח תקווה	7900	245.5
שולזינגר 3	פתח תקווה	7900	251.0
ככר גפן	פתח תקווה	7900	253.1
ככר גפן	פתח תקווה	7900	253.2
ככר גפן	פתח תקווה	7900	253.3
הרב מוהליבר שמואל 17	פתח תקווה	7900	256.1
הרב מוהליבר שמואל 17	פתח תקווה	7900	256.2
הרב מוהליבר שמואל 17	פתח תקווה	7900	256.3
הרב מוהליבר שמואל 17	פתח תקווה	7900	256.4
הרב מוהליבר שמואל 17	פתח תקווה	7900	256.5
הרב מוהליבר שמואל 17	פתח תקווה	7900	256.6
הרב מוהליבר שמואל 17	פתח תקווה	7900	256.7
הרב מוהליבר שמואל 17	פתח תקווה	7900	256.8
זכרון יעקב 60	פתח תקווה	7900	258.0
יחיעם 11	פתח תקווה	7900	260.0
תפוצות ישראל 7	פתח תקווה	7900	261.0
שפרינצק 39	פתח תקווה	7900	265.0
בראון אריה 3	פתח תקווה	7900	269.1
בראון אריה 3	פתח תקווה	7900	269.2
בראון אריה 3	פתח תקווה	7900	269.3
בראון אריה 3	פתח תקווה	7900	269.4
בראון אריה 3	פתח תקווה	7900	269.5
הרב אונטרמן 14	פתח תקווה	7900	270.1
הרב אונטרמן 14	פתח תקווה	7900	270.2
הרב אונטרמן 14	פתח תקווה	7900	270.3
הרב אונטרמן 14	פתח תקווה	7900	270.4
הרב אונטרמן 14	פתח תקווה	7900	270.5
הרב אונטרמן 14	פתח תקווה	7900	270.6
הרב אונטרמן 14	פתח תקווה	7900	270.7
אמסטרדם 16	פתח תקווה	7900	275.1
אמסטרדם 16	פתח תקווה	7900	275.2
אמסטרדם 16	פתח תקווה	7900	275.3
אמסטרדם 16	פתח תקווה	7900	275.4
אמסטרדם 16	פתח תקווה	7900	275.5
מבצע חורב 6	פתח תקווה	7900	277.1
מבצע חורב 6	פתח תקווה	7900	277.2
מבצע חורב 6	פתח תקווה	7900	277.3
מבצע חורב 6	פתח תקווה	7900	277.4
מבצע חורב 6	פתח תקווה	7900	277.5
ראשון לציון 6	פתח תקווה	7900	282.1
ראשון לציון 6	פתח תקווה	7900	282.2
ראשון לציון 6	פתח תקווה	7900	282.3
טבצ'ניק דוד 3	פתח תקווה	7900	285.1
טבצ'ניק דוד 3	פתח תקווה	7900	285.2
טבצ'ניק דוד 3	פתח תקווה	7900	285.3
טבצ'ניק דוד 3	פתח תקווה	7900	285.4
הרב אויערבך משה 10	פתח תקווה	7900	286.1
הרב אויערבך משה 10	פתח תקווה	7900	286.2
הרב אויערבך משה 10	פתח תקווה	7900	286.3
משה שמיר 2	פתח תקווה	7900	291.1
משה שמיר 2	פתח תקווה	7900	291.2
משה שמיר 2	פתח תקווה	7900	291.3
עדש שפיק 2	פתח תקווה	7900	297.1
עדש שפיק 2	פתח תקווה	7900	297.2
עדש שפיק 2	פתח תקווה	7900	297.3
עדש שפיק 2	פתח תקווה	7900	297.4
עדש שפיק 2	פתח תקווה	7900	297.5
עדש שפיק 2	פתח תקווה	7900	297.6
עדש שפיק 2	פתח תקווה	7900	297.7
בן חור 14	פתח תקווה	7900	298.1
בן חור 14	פתח תקווה	7900	298.2
בן חור 14	פתח תקווה	7900	298.3
בן חור 14	פתח תקווה	7900	298.4
בן חור 14	פתח תקווה	7900	298.5
בן חור 14	פתח תקווה	7900	298.6
האחים בכר 3	פתח תקווה	7900	299.1
האחים בכר 3	פתח תקווה	7900	299.2
האחים בכר 3	פתח תקווה	7900	299.3
האחים בכר 3	פתח תקווה	7900	299.4
"י""ד הבנים 64"	פתח תקווה	7900	300.1
"י""ד הבנים 64"	פתח תקווה	7900	300.2
הרב משורר ישעיהו 27	פתח תקווה	7900	301.1
הרב משורר ישעיהו 27	פתח תקווה	7900	301.2
הרב משורר ישעיהו 27	פתח תקווה	7900	301.3
הרב משורר ישעיהו 27	פתח תקווה	7900	301.4
הרב משורר ישעיהו 27	פתח תקווה	7900	301.5
הרב משורר ישעיהו 27	פתח תקווה	7900	301.6
רבי יהודה הנשיא 22	פתח תקווה	7900	301.7
רבי יהודה הנשיא 22	פתח תקווה	7900	301.8
רום יעל 10	פתח תקווה	7900	305.1
רום יעל 10	פתח תקווה	7900	305.2
רום יעל 10	פתח תקווה	7900	305.3
רום יעל 10	פתח תקווה	7900	305.4
רום יעל 10	פתח תקווה	7900	305.5
רום יעל 10	פתח תקווה	7900	305.6
רום יעל 10	פתח תקווה	7900	305.7
האחים בכר 3	פתח תקווה	7900	306.0
מנחת שלמה 1	פתח תקווה	7900	309.1
מנחת שלמה 1	פתח תקווה	7900	309.2
מנחת שלמה 1	פתח תקווה	7900	309.3
מנחת שלמה 1	פתח תקווה	7900	309.4
מנחת שלמה 1	פתח תקווה	7900	309.5
מנחת שלמה 1	פתח תקווה	7900	309.6
קהילות יעקב 8	פתח תקווה	7900	309.7
קהילות יעקב 8	פתח תקווה	7900	309.8
שולזינגר 10	פתח תקווה	7900	310.1
שולזינגר 10	פתח תקווה	7900	310.2
שולזינגר 10	פתח תקווה	7900	310.3
שולזינגר 10	פתח תקווה	7900	310.4
מרדכי בצ'איב	פתח תקווה	7900	312.0
עידוד ישראל 5	פתח תקווה	7900	955.1
עידוד ישראל 5	פתח תקווה	7900	955.2
עידוד ישראל 5	פתח תקווה	7900	955.3
עידוד ישראל 5	פתח תקווה	7900	955.4
עידוד ישראל 5	פתח תקווה	7900	955.5
אבידן דוד 13	פתח תקווה	7900	960.1
אבידן דוד 13	פתח תקווה	7900	960.2
אבידן דוד 13	פתח תקווה	7900	960.3
יחיא יצחק הלוי 20	פתח תקווה	2640	1.1
יחיא יצחק הלוי 20	פתח תקווה	2640	1.2
דוד המלך 19	פתח תקווה	2640	2.0
מרבד הקסמים 10	פתח תקווה	2640	4.1
מרבד הקסמים 10	פתח תקווה	2640	4.2
שילה 21	פתח תקווה	2640	5.1
שילה 21	פתח תקווה	2640	5.2
המתמיד 23	פתח תקווה	2640	6.0
החמישה 51	פתח תקווה	2640	9.0
"הרש""ש 30"	פתח תקווה	2640	11.0
"רש""י 120"	פתח תקווה	2640	14.1
"רש""י 120"	פתח תקווה	2640	14.2
ג'ון קנדי 34	פתח תקווה	2640	15.0
דוד המלך 19	פתח תקווה	2640	16.0
עירית 29	פתח תקווה	2640	19.0
הדרור 33	פתח תקווה	2640	20.0
כרמל 59	פתח תקווה	2640	21.0
ברקן 58	פתח תקווה	2640	22.0
גזית 19	פתח תקווה	2640	23.0
דרגות 9	פתח תקווה	2640	24.0
מבצע דני 1	פתח תקווה	2640	26.0
מבצע דני 1	פתח תקווה	2640	27.0
נווה אפיקים 3	פתח תקווה	2640	29.0
קתרוס 37	פתח תקווה	2640	30.1
קתרוס 37	פתח תקווה	2640	30.2
קתרוס 37	פתח תקווה	2640	30.3
נווה אפיקים 1	פתח תקווה	2640	31.0
נווה אפיקים 3	פתח תקווה	2640	32.0
יונה 3	פתח תקווה	2640	33.0
סמדר 12	פתח תקווה	2640	35.0
שבזי 157	פתח תקווה	2640	36.1
שבזי 157	פתח תקווה	2640	36.2
שבזי 157	פתח תקווה	2640	36.3
המתמיד 23	פתח תקווה	2640	37.0
המתמיד 23	פתח תקווה	2640	39.0
ג'ון קנדי	פתח תקווה	2640	41.0
חרמון 34	פתח תקווה	2640	42.0
אילנות 56	פתח תקווה	2640	43.0
כינור 28	פתח תקווה	2640	44.1
כינור 28	פתח תקווה	2640	44.2
נווה אפיקים 3	פתח תקווה	2640	45.0
"הרש""ש 30"	פתח תקווה	2640	46.0
נווה אפיקים 1	פתח תקווה	2640	47.0
החמישה 51	פתח תקווה	2640	49.0
נווה אפיקים 3	פתח תקווה	2640	50.0
שבזי 93	פתח תקווה	2640	51.1
שבזי 93	פתח תקווה	2640	51.2
שבזי 93	פתח תקווה	2640	51.3
שבזי 93	פתח תקווה	2640	51.4
זכריה משה 7	פתח תקווה	2640	52.1
זכריה משה 7	פתח תקווה	2640	52.2
זכריה משה 7	פתח תקווה	2640	52.3
זכריה משה 7	פתח תקווה	2640	52.4
גזית 19	פתח תקווה	2640	53.0
שבזי 157	פתח תקווה	2640	54.0
שבזי 182	פתח תקווה	2640	55.1
שבזי 182	פתח תקווה	2640	55.2
שבזי 182	פתח תקווה	2640	55.3
שבזי 182	פתח תקווה	2640	55.4
שבזי 182	פתח תקווה	2640	55.5
שבזי 182	פתח תקווה	2640	55.6
שבזי 182	פתח תקווה	2640	55.7
מרים הנביאה	פתח תקווה	2640	57.0
"מהריק""א 3"	פתח תקווה	2640	63.1
"מהריק""א 3"	פתח תקווה	2640	63.2
"מהריק""א 3"	פתח תקווה	2640	63.3
"מהריק""א 3"	פתח תקווה	2640	63.4
"מהריק""א 3"	פתח תקווה	2640	63.5
יפה ירקוני 9	פתח תקווה	2640	64.1
יפה ירקוני 9	פתח תקווה	2640	64.2
יפה ירקוני 9	פתח תקווה	2640	64.3
יפה ירקוני 9	פתח תקווה	2640	64.4
יפה ירקוני 9	פתח תקווה	2640	64.5
יפה ירקוני 9	פתח תקווה	2640	64.6
יפה ירקוני 9	פתח תקווה	2640	64.7
יפה ירקוני 9	פתח תקווה	2640	64.8
שבזי 157	פתח תקווה	2640	68.0
יגאל אלון 25	פתח תקווה	2640	75.1
יגאל אלון 25	פתח תקווה	2640	75.2
יגאל אלון 25	פתח תקווה	2640	75.3
יגאל אלון 25	פתח תקווה	2640	75.4
מרים הנביאה	פתח תקווה	2640	78.0
נחשול 13	פתח תקווה	2640	950.1
נחשול 13	פתח תקווה	2640	950.2
נחשול 13	פתח תקווה	2640	950.3
דרך המבואות	פתח תקווה	616	1.1
דרך המבואות	פתח תקווה	616	1.2
אחיסמך	רמלה-לוד	804	1.0
אחיסמך	רמלה-לוד	804	2.0
אחיעזר	רמלה-לוד	797	2.1
אחיעזר	רמלה-לוד	797	2.2
אחיעזר	רמלה-לוד	797	2.3
הרב עוזיאל 13	רמלה-לוד	2530	3.0
חזון איש 1	רמלה-לוד	2530	4.0
בן יוסף שלמה 18	רמלה-לוד	2530	7.1
בן יוסף שלמה 18	רמלה-לוד	2530	7.2
בן יוסף שלמה 18	רמלה-לוד	2530	7.3
בן יוסף שלמה 18	רמלה-לוד	2530	7.4
בן יוסף שלמה 18	רמלה-לוד	2530	7.5
הגפן 7	רמלה-לוד	2530	9.1
הגפן 7	רמלה-לוד	2530	9.2
הגפן 7	רמלה-לוד	2530	9.3
חזון איש 1	רמלה-לוד	2530	11.0
הדקל	רמלה-לוד	2530	14.1
הדקל	רמלה-לוד	2530	14.2
הדקל	רמלה-לוד	2530	14.3
הדקל	רמלה-לוד	2530	14.4
הדקל	רמלה-לוד	2530	14.5
הדקל	רמלה-לוד	2530	14.6
גולדברג לאה 1	רמלה-לוד	2530	18.1
גולדברג לאה 1	רמלה-לוד	2530	18.2
גולדברג לאה 1	רמלה-לוד	2530	18.3
גולדברג לאה 1	רמלה-לוד	2530	18.4
טופז 6	רמלה-לוד	2530	22.1
טופז 6	רמלה-לוד	2530	22.2
טופז 6	רמלה-לוד	2530	22.3
שוהם	רמלה-לוד	2530	26.1
שוהם	רמלה-לוד	2530	26.2
שוהם	רמלה-לוד	2530	26.3
שוהם	רמלה-לוד	2530	26.4
שוהם	רמלה-לוד	2530	26.5
שוהם	רמלה-לוד	2530	26.6
קפלן 4	רמלה-לוד	466	2.1
קפלן 4	רמלה-לוד	466	2.2
קפלן 4	רמלה-לוד	466	2.3
בגין מנחם 40	רמלה-לוד	466	3.1
בגין מנחם 40	רמלה-לוד	466	3.2
בגין מנחם 42	רמלה-לוד	466	6.1
בגין מנחם 42	רמלה-לוד	466	6.2
הבנים 8	רמלה-לוד	466	6.3
הבנים 8	רמלה-לוד	466	7.0
בית חשמונאי	רמלה-לוד	1050	1.1
בית חשמונאי	רמלה-לוד	1050	1.2
בית חשמונאי	רמלה-לוד	1050	1.3
בית נחמיה	רמלה-לוד	784	1.0
בית עוזיאל	רמלה-לוד	301	1.0
בית עריף	רמלה-לוד	604	1.1
בית עריף	רמלה-לוד	604	1.2
בן שמן (כפר נוער) 9999	רמלה-לוד	1084	1.0
בן שמן (מושב)	רמלה-לוד	2013	1.0
גזר	רמלה-לוד	370	1.0
גינתון	רמלה-לוד	863	1.1
גינתון	רמלה-לוד	863	1.2
גמזו	רמלה-לוד	745	1.1
גמזו	רמלה-לוד	745	1.2
גנות	רמלה-לוד	836	1.0
גני הדר	רמלה-לוד	1103	1.0
"רמ""א 8"	רמלה-לוד	3823	2.1
"רמ""א 8"	רמלה-לוד	3823	2.2
"רמ""א 8"	רמלה-לוד	3823	2.3
"רמ""א 8"	רמלה-לוד	3823	3.0
הגפן	רמלה-לוד	788	1.0
הגפן	רמלה-לוד	788	2.0
הרקפת	רמלה-לוד	618	1.0
חולדה	רמלה-לוד	160	1.1
חולדה	רמלה-לוד	160	1.2
חמד	רמלה-לוד	801	1.0
הכרמל	רמלה-לוד	3770	1.1
הכרמל	רמלה-לוד	3770	1.2
הכרמל	רמלה-לוד	3770	1.3
הכרמל	רמלה-לוד	3770	1.4
יגל	רמלה-לוד	798	1.0
"יד רמב""ם"	רמלה-לוד	64	1.0
"יד רמב""ם"	רמלה-לוד	64	2.0
האלון	רמלה-לוד	759	1.0
ישרש	רמלה-לוד	828	1.1
ישרש	רמלה-לוד	828	1.2
כפר בן נון	רמלה-לוד	2010	1.0
כפר דניאל	רמלה-לוד	707	1.0
נחל מודיעין 2	רמלה-לוד	3796	1.0
נחל מודיעין 2	רמלה-לוד	3796	2.0
נחל מודיעין 2	רמלה-לוד	3796	3.0
"כפר חב""ד"	רמלה-לוד	696	1.1
"כפר חב""ד"	רמלה-לוד	696	1.2
"כפר חב""ד"	רמלה-לוד	696	1.3
"כפר חב""ד"	רמלה-לוד	696	1.4
"כפר חב""ד"	רמלה-לוד	696	1.5
"כפר חב""ד"	רמלה-לוד	696	2.0
"כפר חב""ד"	רמלה-לוד	696	6.0
"כפר חב""ד"	רמלה-לוד	696	7.0
כפר טרומן	רמלה-לוד	673	1.0
כפר רות	רמלה-לוד	1166	1.0
כפר שמואל	רמלה-לוד	743	1.0
כרמי יוסף 1	רמלה-לוד	1264	1.0
כרמי יוסף 1	רמלה-לוד	1264	2.0
כרמי יוסף 1	רמלה-לוד	1264	3.0
שדה יצחק 9	רמלה-לוד	7000	2.1
שדה יצחק 9	רמלה-לוד	7000	2.2
שדה יצחק 9	רמלה-לוד	7000	2.3
הגיא 1	רמלה-לוד	7000	5.0
הגיא 1	רמלה-לוד	7000	8.0
פלומניק יעקב 1	רמלה-לוד	7000	9.1
פלומניק יעקב 1	רמלה-לוד	7000	9.2
פלומניק יעקב 1	רמלה-לוד	7000	9.3
פלומניק יעקב 1	רמלה-לוד	7000	9.4
כצנלסון 4	רמלה-לוד	7000	11.0
שד דוד המלך 20	רמלה-לוד	7000	12.0
אלתר רחל 3	רמלה-לוד	7000	13.1
אלתר רחל 3	רמלה-לוד	7000	13.2
אלתר רחל 3	רמלה-לוד	7000	13.3
אלתר רחל 3	רמלה-לוד	7000	13.4
אלתר רחל 3	רמלה-לוד	7000	13.5
אלתר רחל 3	רמלה-לוד	7000	13.6
שד דוד המלך 20	רמלה-לוד	7000	14.0
שפירא חיים משה 33	רמלה-לוד	7000	15.1
שפירא חיים משה 33	רמלה-לוד	7000	15.2
שפירא חיים משה 33	רמלה-לוד	7000	15.3
הרב חורי חיים 27	רמלה-לוד	7000	17.0
אקסודוס 6	רמלה-לוד	7000	18.1
אקסודוס 6	רמלה-לוד	7000	18.2
אקסודוס 6	רמלה-לוד	7000	18.3
אקסודוס 6	רמלה-לוד	7000	18.4
אקסודוס 6	רמלה-לוד	7000	18.5
אקסודוס 6	רמלה-לוד	7000	18.6
"שד צה""ל 4"	רמלה-לוד	7000	23.1
"שד צה""ל 4"	רמלה-לוד	7000	23.2
"שד צה""ל 4"	רמלה-לוד	7000	23.3
"שד צה""ל 4"	רמלה-לוד	7000	23.4
שפירא חיים משה 13	רמלה-לוד	7000	24.0
שפירא חיים משה 13	רמלה-לוד	7000	28.0
קפלן 2	רמלה-לוד	7000	30.1
קפלן 2	רמלה-לוד	7000	30.2
קפלן 2	רמלה-לוד	7000	30.3
קפלן 2	רמלה-לוד	7000	30.4
קפלן 2	רמלה-לוד	7000	30.5
דיזרעאלי 11	רמלה-לוד	7000	31.1
דיזרעאלי 11	רמלה-לוד	7000	31.2
דיזרעאלי 11	רמלה-לוד	7000	31.3
אלפעל 4	רמלה-לוד	7000	34.0
פנקס דוד 5	רמלה-לוד	7000	35.0
מזרחי דוד 6	רמלה-לוד	7000	36.1
מזרחי דוד 6	רמלה-לוד	7000	36.2
מזרחי דוד 6	רמלה-לוד	7000	36.3
דיזרעאלי 13	רמלה-לוד	7000	38.0
אלפעל 4	רמלה-לוד	7000	39.0
גולן	רמלה-לוד	7000	40.0
דיזרעאלי 13	רמלה-לוד	7000	42.0
פנקס דוד 5	רמלה-לוד	7000	43.0
דיזרעאלי 13	רמלה-לוד	7000	44.0
כצנלסון 4	רמלה-לוד	7000	45.0
הרב חורי חיים 27	רמלה-לוד	7000	46.0
חטיבת הראל 10	רמלה-לוד	7000	47.0
חטיבת הראל 10	רמלה-לוד	7000	49.0
הרב חורי חיים 27	רמלה-לוד	7000	50.0
הרב חורי חיים 27	רמלה-לוד	7000	52.0
שפירא חיים משה 13	רמלה-לוד	7000	53.0
הרב חורי חיים 27	רמלה-לוד	7000	54.0
הרב חורי חיים 27	רמלה-לוד	7000	55.0
שפירא חיים משה 13	רמלה-לוד	7000	56.0
רובין אריה	רמלה-לוד	7000	58.1
רובין אריה	רמלה-לוד	7000	58.2
רובין אריה	רמלה-לוד	7000	58.3
רובין אריה	רמלה-לוד	7000	58.4
הרב חורי חיים 27	רמלה-לוד	7000	59.0
צמח צדק 1	רמלה-לוד	7000	60.0
צמח צדק 4	רמלה-לוד	7000	61.1
צמח צדק 4	רמלה-לוד	7000	61.2
גולן	רמלה-לוד	7000	62.0
גולן	רמלה-לוד	7000	63.0
רבין יצחק	רמלה-לוד	7000	66.1
רבין יצחק	רמלה-לוד	7000	66.2
רבין יצחק	רמלה-לוד	7000	66.3
דיזרעאלי 13	רמלה-לוד	7000	68.0
פנקס דוד 5	רמלה-לוד	7000	69.0
ארבע העונות 2	רמלה-לוד	7000	71.1
ארבע העונות 2	רמלה-לוד	7000	71.2
ארבע העונות 2	רמלה-לוד	7000	71.3
ארבע העונות 2	רמלה-לוד	7000	71.4
ארבע העונות 2	רמלה-לוד	7000	71.5
ארבע העונות	רמלה-לוד	7000	71.6
ארבע העונות	רמלה-לוד	7000	71.7
לובלין אהרון 2	רמלה-לוד	7000	77.1
לובלין אהרון 2	רמלה-לוד	7000	77.2
לובלין אהרון 2	רמלה-לוד	7000	77.3
לובלין אהרון 2	רמלה-לוד	7000	77.4
לובלין אהרון 2	רמלה-לוד	7000	77.5
לובלין אהרון 9	רמלה-לוד	7000	82.1
לובלין אהרון 9	רמלה-לוד	7000	82.2
לובלין אהרון 9	רמלה-לוד	7000	82.3
לובלין אהרון 9	רמלה-לוד	7000	82.4
לובלין אהרון 9	רמלה-לוד	7000	82.5
האיילון 10	רמלה-לוד	7000	86.0
האיילון 10	רמלה-לוד	7000	87.0
האיילון 10	רמלה-לוד	7000	89.0
האיילון 10	רמלה-לוד	7000	90.0
כצנלסון 4	רמלה-לוד	7000	91.0
האיילון 10	רמלה-לוד	7000	92.0
הרב אלישיב 9	רמלה-לוד	7000	952.1
הרב אלישיב 9	רמלה-לוד	7000	952.2
הרב אלישיב 9	רמלה-לוד	7000	952.3
האיילון 10	רמלה-לוד	7000	953.0
השקמה 40	רמלה-לוד	1310	1.0
השקמה 67	רמלה-לוד	1310	2.1
השקמה 67	רמלה-לוד	1310	2.2
מבוא חורון	רמלה-לוד	3709	2.1
מבוא חורון	רמלה-לוד	3709	2.2
מבוא חורון	רמלה-לוד	3709	2.3
מבוא מודיעים	רמלה-לוד	1141	1.0
תלתן 2	רמלה-לוד	1200	11.1
תלתן 2	רמלה-לוד	1200	11.2
תלתן 2	רמלה-לוד	1200	11.3
דם המכבים 9	רמלה-לוד	1200	12.1
דם המכבים 9	רמלה-לוד	1200	12.2
דם המכבים 9	רמלה-לוד	1200	12.3
דם המכבים 9	רמלה-לוד	1200	12.4
דם המכבים 9	רמלה-לוד	1200	12.5
שד יצחק רבין 32	רמלה-לוד	1200	18.1
שד יצחק רבין 32	רמלה-לוד	1200	18.2
שד יצחק רבין 32	רמלה-לוד	1200	18.3
שד יצחק רבין 32	רמלה-לוד	1200	18.4
גינת החולה 12	רמלה-לוד	1200	19.1
גינת החולה 12	רמלה-לוד	1200	19.2
גינת החולה 12	רמלה-לוד	1200	19.3
גינת החולה 12	רמלה-לוד	1200	19.4
אליהו הנביא 2	רמלה-לוד	1200	21.1
אליהו הנביא 2	רמלה-לוד	1200	21.2
אליהו הנביא 2	רמלה-לוד	1200	21.3
אליהו הנביא 2	רמלה-לוד	1200	21.4
אליהו הנביא 2	רמלה-לוד	1200	21.5
"רא""ל חיים ברלב 45"	רמלה-לוד	1200	25.1
"רא""ל חיים ברלב 45"	רמלה-לוד	1200	25.2
"רא""ל חיים ברלב 45"	רמלה-לוד	1200	25.3
חטיבת הצנחנים 1	רמלה-לוד	1200	28.1
חטיבת הצנחנים 1	רמלה-לוד	1200	28.2
חטיבת הצנחנים 1	רמלה-לוד	1200	28.3
חטיבת הצנחנים 1	רמלה-לוד	1200	28.4
חטיבת הצנחנים 1	רמלה-לוד	1200	28.5
ישעיהו הנביא 23	רמלה-לוד	1200	29.1
ישעיהו הנביא 23	רמלה-לוד	1200	29.2
ישעיהו הנביא 23	רמלה-לוד	1200	29.3
גינת איילון 34	רמלה-לוד	1200	30.1
גינת איילון 34	רמלה-לוד	1200	30.2
גינת איילון 34	רמלה-לוד	1200	30.3
גינת איילון 34	רמלה-לוד	1200	30.4
גינת איילון 34	רמלה-לוד	1200	30.5
גינת החולה 52	רמלה-לוד	1200	32.1
גינת החולה 52	רמלה-לוד	1200	32.2
גינת החולה 52	רמלה-לוד	1200	32.3
גינת החולה 52	רמלה-לוד	1200	32.4
נחל עיון 1	רמלה-לוד	1200	34.1
נחל עיון 1	רמלה-לוד	1200	34.2
נחל עיון 1	רמלה-לוד	1200	34.3
נחל עיון 1	רמלה-לוד	1200	34.4
נחל עיון 1	רמלה-לוד	1200	34.5
נחל עיון 1	רמלה-לוד	1200	34.6
יהלום 52	רמלה-לוד	1200	37.1
יהלום 52	רמלה-לוד	1200	37.2
יהלום 52	רמלה-לוד	1200	37.3
יהלום 52	רמלה-לוד	1200	37.4
שני 80	רמלה-לוד	1200	38.0
שני 80	רמלה-לוד	1200	39.0
דן 20	רמלה-לוד	1200	43.1
דן 20	רמלה-לוד	1200	43.2
ראובן 6	רמלה-לוד	1200	47.1
ראובן 6	רמלה-לוד	1200	47.2
ראובן 6	רמלה-לוד	1200	47.3
ראובן 6	רמלה-לוד	1200	47.4
עמק בית שאן 51	רמלה-לוד	1200	48.1
עמק בית שאן 51	רמלה-לוד	1200	48.2
עמק בית שאן 51	רמלה-לוד	1200	48.3
עמק בית שאן 51	רמלה-לוד	1200	48.4
אבני החושן 55	רמלה-לוד	1200	51.0
שני 80	רמלה-לוד	1200	54.0
עמק דותן 11	רמלה-לוד	1200	56.1
עמק דותן 11	רמלה-לוד	1200	56.2
עמק דותן 11	רמלה-לוד	1200	56.3
שני 80	רמלה-לוד	1200	60.0
עמק האלה 40	רמלה-לוד	1200	67.1
עמק האלה 40	רמלה-לוד	1200	67.2
עמק האלה 40	רמלה-לוד	1200	67.3
עמק האלה 40	רמלה-לוד	1200	67.4
עמק האלה 40	רמלה-לוד	1200	67.5
נחליאלי 4	רמלה-לוד	1200	71.0
שד מנחם בגין 55	רמלה-לוד	1200	77.1
שד מנחם בגין 55	רמלה-לוד	1200	77.2
שד מנחם בגין 55	רמלה-לוד	1200	77.3
חשון 30	רמלה-לוד	1200	78.1
חשון 30	רמלה-לוד	1200	78.2
חשון 30	רמלה-לוד	1200	78.3
