Bloc	Knesset	Locality	Station	Votes
Left	24	1220	1	78
Right	24	1220	1	15
Orthodox	24	1220	1	3
Arab-Israeli	24	1220	1	3
Micro	24	1220	1	8
Secular Centre	24	1220	1	43
Left	24	113	1	1
Right	24	113	1	97
Orthodox	24	113	1	74
Arab-Israeli	24	113	1	0
Micro	24	113	1	3
Secular Centre	24	113	1	5
Left	24	278	1	92
Right	24	278	1	54
Orthodox	24	278	1	0
Arab-Israeli	24	278	1	3
Micro	24	278	1	4
Secular Centre	24	278	1	123
Left	24	1157	1	24
Right	24	1157	1	42
Orthodox	24	1157	1	6
Arab-Israeli	24	1157	1	0
Micro	24	1157	1	0
Secular Centre	24	1157	1	73
Left	24	338	1	0
Right	24	338	1	21
Orthodox	24	338	1	11
Arab-Israeli	24	338	1	0
Micro	24	338	1	3
Secular Centre	24	338	1	5
Left	24	1316	1	0
Right	24	1316	1	4
Orthodox	24	1316	1	0
Arab-Israeli	24	1316	1	80
Micro	24	1316	1	0
Secular Centre	24	1316	1	0
Left	24	330	1	76
Right	24	330	1	48
Orthodox	24	330	1	4
Arab-Israeli	24	330	1	0
Micro	24	330	1	2
Secular Centre	24	330	1	75
Left	24	868	1	5
Right	24	868	1	8
Orthodox	24	868	1	0
Arab-Israeli	24	868	1	0
Micro	24	868	1	1
Secular Centre	24	868	1	9
Left	24	4002	1	57
Right	24	4002	1	68
Orthodox	24	4002	1	8
Arab-Israeli	24	4002	1	0
Micro	24	4002	1	5
Secular Centre	24	4002	1	81
Left	24	1125	1	98
Right	24	1125	1	29
Orthodox	24	1125	1	1
Arab-Israeli	24	1125	1	1
Micro	24	1125	1	6
Secular Centre	24	1125	1	96
Left	24	1253	1	23
Right	24	1253	1	126
Orthodox	24	1253	1	11
Arab-Israeli	24	1253	1	0
Micro	24	1253	1	6
Secular Centre	24	1253	1	53
Left	24	23	1	9
Right	24	23	1	50
Orthodox	24	23	1	25
Arab-Israeli	24	23	1	0
Micro	24	23	1	2
Secular Centre	24	23	1	17
Left	24	4301	1	47
Right	24	4301	1	41
Orthodox	24	4301	1	2
Arab-Israeli	24	4301	1	0
Micro	24	4301	1	9
Secular Centre	24	4301	1	75
Left	24	70	1	27
Right	24	70	1	555
Orthodox	24	70	1	84
Arab-Israeli	24	70	1	0
Micro	24	70	1	10
Secular Centre	24	70	1	134
Left	24	70	2	84
Right	24	70	2	856
Orthodox	24	70	2	187
Arab-Israeli	24	70	2	0
Micro	24	70	2	30
Secular Centre	24	70	2	268
Left	24	70	4	6
Right	24	70	4	165
Orthodox	24	70	4	40
Arab-Israeli	24	70	4	0
Micro	24	70	4	5
Secular Centre	24	70	4	27
Left	24	70	8	1
Right	24	70	8	105
Orthodox	24	70	8	20
Arab-Israeli	24	70	8	1
Micro	24	70	8	3
Secular Centre	24	70	8	18
Left	24	70	9	5
Right	24	70	9	191
Orthodox	24	70	9	31
Arab-Israeli	24	70	9	0
Micro	24	70	9	8
Secular Centre	24	70	9	32
Left	24	70	10	2
Right	24	70	10	150
Orthodox	24	70	10	33
Arab-Israeli	24	70	10	0
Micro	24	70	10	3
Secular Centre	24	70	10	28
Left	24	70	11	8
Right	24	70	11	185
Orthodox	24	70	11	28
Arab-Israeli	24	70	11	0
Micro	24	70	11	8
Secular Centre	24	70	11	26
Left	24	70	13	20
Right	24	70	13	341
Orthodox	24	70	13	98
Arab-Israeli	24	70	13	0
Micro	24	70	13	8
Secular Centre	24	70	13	43
Left	24	70	14	6
Right	24	70	14	151
Orthodox	24	70	14	32
Arab-Israeli	24	70	14	0
Micro	24	70	14	4
Secular Centre	24	70	14	26
Left	24	70	15	7
Right	24	70	15	158
Orthodox	24	70	15	58
Arab-Israeli	24	70	15	0
Micro	24	70	15	3
Secular Centre	24	70	15	22
Left	24	70	17	9
Right	24	70	17	202
Orthodox	24	70	17	32
Arab-Israeli	24	70	17	0
Micro	24	70	17	1
Secular Centre	24	70	17	31
Left	24	70	19	1
Right	24	70	19	125
Orthodox	24	70	19	37
Arab-Israeli	24	70	19	0
Micro	24	70	19	2
Secular Centre	24	70	19	26
Left	24	70	20	11
Right	24	70	20	247
Orthodox	24	70	20	60
Arab-Israeli	24	70	20	2
Micro	24	70	20	3
Secular Centre	24	70	20	34
Left	24	70	21	7
Right	24	70	21	234
Orthodox	24	70	21	50
Arab-Israeli	24	70	21	0
Micro	24	70	21	3
Secular Centre	24	70	21	36
Left	24	70	22	2
Right	24	70	22	136
Orthodox	24	70	22	64
Arab-Israeli	24	70	22	0
Micro	24	70	22	3
Secular Centre	24	70	22	14
Left	24	70	24	14
Right	24	70	24	506
Orthodox	24	70	24	944
Arab-Israeli	24	70	24	0
Micro	24	70	24	15
Secular Centre	24	70	24	95
Left	24	70	25	30
Right	24	70	25	640
Orthodox	24	70	25	660
Arab-Israeli	24	70	25	0
Micro	24	70	25	32
Secular Centre	24	70	25	117
Left	24	70	26	4
Right	24	70	26	162
Orthodox	24	70	26	116
Arab-Israeli	24	70	26	0
Micro	24	70	26	0
Secular Centre	24	70	26	28
Left	24	70	27	26
Right	24	70	27	301
Orthodox	24	70	27	85
Arab-Israeli	24	70	27	1
Micro	24	70	27	17
Secular Centre	24	70	27	80
Left	24	70	28	7
Right	24	70	28	148
Orthodox	24	70	28	37
Arab-Israeli	24	70	28	0
Micro	24	70	28	5
Secular Centre	24	70	28	23
Left	24	70	30	0
Right	24	70	30	9
Orthodox	24	70	30	504
Arab-Israeli	24	70	30	0
Micro	24	70	30	0
Secular Centre	24	70	30	2
Left	24	70	31	5
Right	24	70	31	368
Orthodox	24	70	31	667
Arab-Israeli	24	70	31	2
Micro	24	70	31	11
Secular Centre	24	70	31	53
Left	24	70	37	6
Right	24	70	37	338
Orthodox	24	70	37	1002
Arab-Israeli	24	70	37	0
Micro	24	70	37	10
Secular Centre	24	70	37	45
Left	24	70	39	3
Right	24	70	39	144
Orthodox	24	70	39	22
Arab-Israeli	24	70	39	0
Micro	24	70	39	3
Secular Centre	24	70	39	33
Left	24	70	40	0
Right	24	70	40	135
Orthodox	24	70	40	24
Arab-Israeli	24	70	40	1
Micro	24	70	40	3
Secular Centre	24	70	40	23
Left	24	70	41	4
Right	24	70	41	130
Orthodox	24	70	41	55
Arab-Israeli	24	70	41	0
Micro	24	70	41	6
Secular Centre	24	70	41	18
Left	24	70	42	1
Right	24	70	42	152
Orthodox	24	70	42	32
Arab-Israeli	24	70	42	0
Micro	24	70	42	3
Secular Centre	24	70	42	23
Left	24	70	43	5
Right	24	70	43	163
Orthodox	24	70	43	23
Arab-Israeli	24	70	43	0
Micro	24	70	43	3
Secular Centre	24	70	43	35
Left	24	70	45	28
Right	24	70	45	189
Orthodox	24	70	45	38
Arab-Israeli	24	70	45	0
Micro	24	70	45	7
Secular Centre	24	70	45	73
Left	24	70	46	2
Right	24	70	46	189
Orthodox	24	70	46	40
Arab-Israeli	24	70	46	0
Micro	24	70	46	2
Secular Centre	24	70	46	36
Left	24	70	48	6
Right	24	70	48	82
Orthodox	24	70	48	147
Arab-Israeli	24	70	48	0
Micro	24	70	48	2
Secular Centre	24	70	48	16
Left	24	70	49	4
Right	24	70	49	222
Orthodox	24	70	49	78
Arab-Israeli	24	70	49	0
Micro	24	70	49	2
Secular Centre	24	70	49	50
Left	24	70	53	43
Right	24	70	53	1265
Orthodox	24	70	53	465
Arab-Israeli	24	70	53	1
Micro	24	70	53	12
Secular Centre	24	70	53	232
Left	24	70	54	36
Right	24	70	54	1347
Orthodox	24	70	54	383
Arab-Israeli	24	70	54	1
Micro	24	70	54	24
Secular Centre	24	70	54	311
Left	24	70	55	31
Right	24	70	55	972
Orthodox	24	70	55	240
Arab-Israeli	24	70	55	0
Micro	24	70	55	14
Secular Centre	24	70	55	180
Left	24	70	58	3
Right	24	70	58	148
Orthodox	24	70	58	120
Arab-Israeli	24	70	58	0
Micro	24	70	58	5
Secular Centre	24	70	58	21
Left	24	70	59	3
Right	24	70	59	73
Orthodox	24	70	59	194
Arab-Israeli	24	70	59	0
Micro	24	70	59	4
Secular Centre	24	70	59	7
Left	24	70	61	4
Right	24	70	61	136
Orthodox	24	70	61	45
Arab-Israeli	24	70	61	0
Micro	24	70	61	1
Secular Centre	24	70	61	16
Left	24	70	62	0
Right	24	70	62	34
Orthodox	24	70	62	288
Arab-Israeli	24	70	62	0
Micro	24	70	62	3
Secular Centre	24	70	62	6
Left	24	70	63	0
Right	24	70	63	92
Orthodox	24	70	63	270
Arab-Israeli	24	70	63	0
Micro	24	70	63	1
Secular Centre	24	70	63	11
Left	24	70	66	8
Right	24	70	66	229
Orthodox	24	70	66	58
Arab-Israeli	24	70	66	0
Micro	24	70	66	9
Secular Centre	24	70	66	65
Left	24	70	68	7
Right	24	70	68	227
Orthodox	24	70	68	38
Arab-Israeli	24	70	68	2
Micro	24	70	68	5
Secular Centre	24	70	68	60
Left	24	70	71	3
Right	24	70	71	127
Orthodox	24	70	71	91
Arab-Israeli	24	70	71	0
Micro	24	70	71	2
Secular Centre	24	70	71	26
Left	24	70	72	5
Right	24	70	72	130
Orthodox	24	70	72	53
Arab-Israeli	24	70	72	2
Micro	24	70	72	7
Secular Centre	24	70	72	33
Left	24	70	73	3
Right	24	70	73	62
Orthodox	24	70	73	179
Arab-Israeli	24	70	73	0
Micro	24	70	73	0
Secular Centre	24	70	73	8
Left	24	70	74	5
Right	24	70	74	155
Orthodox	24	70	74	131
Arab-Israeli	24	70	74	0
Micro	24	70	74	2
Secular Centre	24	70	74	31
Left	24	70	80	1
Right	24	70	80	185
Orthodox	24	70	80	36
Arab-Israeli	24	70	80	0
Micro	24	70	80	0
Secular Centre	24	70	80	30
Left	24	70	81	9
Right	24	70	81	231
Orthodox	24	70	81	46
Arab-Israeli	24	70	81	0
Micro	24	70	81	6
Secular Centre	24	70	81	75
Left	24	70	82	18
Right	24	70	82	622
Orthodox	24	70	82	173
Arab-Israeli	24	70	82	1
Micro	24	70	82	20
Secular Centre	24	70	82	139
Left	24	70	88	5
Right	24	70	88	170
Orthodox	24	70	88	29
Arab-Israeli	24	70	88	0
Micro	24	70	88	3
Secular Centre	24	70	88	33
Left	24	70	89	84
Right	24	70	89	984
Orthodox	24	70	89	240
Arab-Israeli	24	70	89	0
Micro	24	70	89	31
Secular Centre	24	70	89	420
Left	24	70	90	19
Right	24	70	90	209
Orthodox	24	70	90	52
Arab-Israeli	24	70	90	1
Micro	24	70	90	9
Secular Centre	24	70	90	51
Left	24	70	91	64
Right	24	70	91	1325
Orthodox	24	70	91	336
Arab-Israeli	24	70	91	0
Micro	24	70	91	38
Secular Centre	24	70	91	410
Left	24	70	92	24
Right	24	70	92	203
Orthodox	24	70	92	48
Arab-Israeli	24	70	92	0
Micro	24	70	92	8
Secular Centre	24	70	92	84
Left	24	70	93	10
Right	24	70	93	196
Orthodox	24	70	93	66
Arab-Israeli	24	70	93	0
Micro	24	70	93	5
Secular Centre	24	70	93	54
Left	24	70	94	1
Right	24	70	94	127
Orthodox	24	70	94	116
Arab-Israeli	24	70	94	0
Micro	24	70	94	0
Secular Centre	24	70	94	16
Left	24	70	95	3
Right	24	70	95	137
Orthodox	24	70	95	126
Arab-Israeli	24	70	95	1
Micro	24	70	95	2
Secular Centre	24	70	95	18
Left	24	70	97	2
Right	24	70	97	146
Orthodox	24	70	97	71
Arab-Israeli	24	70	97	0
Micro	24	70	97	5
Secular Centre	24	70	97	21
Left	24	70	99	19
Right	24	70	99	822
Orthodox	24	70	99	165
Arab-Israeli	24	70	99	1
Micro	24	70	99	11
Secular Centre	24	70	99	198
Left	24	70	100	15
Right	24	70	100	189
Orthodox	24	70	100	19
Arab-Israeli	24	70	100	0
Micro	24	70	100	8
Secular Centre	24	70	100	67
Left	24	70	109	51
Right	24	70	109	1172
Orthodox	24	70	109	236
Arab-Israeli	24	70	109	1
Micro	24	70	109	29
Secular Centre	24	70	109	356
Left	24	70	114	55
Right	24	70	114	785
Orthodox	24	70	114	164
Arab-Israeli	24	70	114	1
Micro	24	70	114	16
Secular Centre	24	70	114	304
Left	24	70	119	57
Right	24	70	119	900
Orthodox	24	70	119	148
Arab-Israeli	24	70	119	0
Micro	24	70	119	19
Secular Centre	24	70	119	294
Left	24	70	120	70
Right	24	70	120	1135
Orthodox	24	70	120	197
Arab-Israeli	24	70	120	1
Micro	24	70	120	36
Secular Centre	24	70	120	352
Left	24	70	124	4
Right	24	70	124	213
Orthodox	24	70	124	16
Arab-Israeli	24	70	124	0
Micro	24	70	124	3
Secular Centre	24	70	124	74
Left	24	70	125	5
Right	24	70	125	247
Orthodox	24	70	125	8
Arab-Israeli	24	70	125	0
Micro	24	70	125	2
Secular Centre	24	70	125	71
Left	24	70	126	10
Right	24	70	126	206
Orthodox	24	70	126	87
Arab-Israeli	24	70	126	0
Micro	24	70	126	12
Secular Centre	24	70	126	33
Left	24	70	127	5
Right	24	70	127	186
Orthodox	24	70	127	187
Arab-Israeli	24	70	127	0
Micro	24	70	127	3
Secular Centre	24	70	127	47
Left	24	70	128	7
Right	24	70	128	261
Orthodox	24	70	128	24
Arab-Israeli	24	70	128	0
Micro	24	70	128	7
Secular Centre	24	70	128	52
Left	24	70	129	4
Right	24	70	129	111
Orthodox	24	70	129	266
Arab-Israeli	24	70	129	0
Micro	24	70	129	2
Secular Centre	24	70	129	12
Left	24	70	130	3
Right	24	70	130	184
Orthodox	24	70	130	73
Arab-Israeli	24	70	130	0
Micro	24	70	130	7
Secular Centre	24	70	130	42
Left	24	70	131	12
Right	24	70	131	253
Orthodox	24	70	131	27
Arab-Israeli	24	70	131	0
Micro	24	70	131	9
Secular Centre	24	70	131	55
Left	24	70	132	8
Right	24	70	132	275
Orthodox	24	70	132	15
Arab-Israeli	24	70	132	0
Micro	24	70	132	9
Secular Centre	24	70	132	65
Left	24	70	133	9
Right	24	70	133	211
Orthodox	24	70	133	40
Arab-Israeli	24	70	133	1
Micro	24	70	133	7
Secular Centre	24	70	133	68
Left	24	70	134	26
Right	24	70	134	984
Orthodox	24	70	134	86
Arab-Israeli	24	70	134	1
Micro	24	70	134	20
Secular Centre	24	70	134	230
Left	24	70	138	7
Right	24	70	138	249
Orthodox	24	70	138	22
Arab-Israeli	24	70	138	0
Micro	24	70	138	6
Secular Centre	24	70	138	67
Left	24	70	142	33
Right	24	70	142	763
Orthodox	24	70	142	70
Arab-Israeli	24	70	142	0
Micro	24	70	142	18
Secular Centre	24	70	142	239
Left	24	70	143	31
Right	24	70	143	1101
Orthodox	24	70	143	35
Arab-Israeli	24	70	143	0
Micro	24	70	143	24
Secular Centre	24	70	143	329
Left	24	70	147	28
Right	24	70	147	856
Orthodox	24	70	147	56
Arab-Israeli	24	70	147	2
Micro	24	70	147	18
Secular Centre	24	70	147	252
Left	24	70	150	51
Right	24	70	150	1169
Orthodox	24	70	150	121
Arab-Israeli	24	70	150	0
Micro	24	70	150	30
Secular Centre	24	70	150	371
Left	24	70	151	7
Right	24	70	151	231
Orthodox	24	70	151	9
Arab-Israeli	24	70	151	0
Micro	24	70	151	3
Secular Centre	24	70	151	65
Left	24	70	152	4
Right	24	70	152	253
Orthodox	24	70	152	60
Arab-Israeli	24	70	152	0
Micro	24	70	152	2
Secular Centre	24	70	152	70
Left	24	70	154	10
Right	24	70	154	268
Orthodox	24	70	154	40
Arab-Israeli	24	70	154	0
Micro	24	70	154	5
Secular Centre	24	70	154	73
Left	24	70	155	14
Right	24	70	155	311
Orthodox	24	70	155	58
Arab-Israeli	24	70	155	0
Micro	24	70	155	1
Secular Centre	24	70	155	68
Left	24	70	158	4
Right	24	70	158	252
Orthodox	24	70	158	25
Arab-Israeli	24	70	158	0
Micro	24	70	158	11
Secular Centre	24	70	158	66
Left	24	70	159	12
Right	24	70	159	490
Orthodox	24	70	159	126
Arab-Israeli	24	70	159	0
Micro	24	70	159	13
Secular Centre	24	70	159	114
Left	24	70	160	23
Right	24	70	160	588
Orthodox	24	70	160	222
Arab-Israeli	24	70	160	0
Micro	24	70	160	12
Secular Centre	24	70	160	155
Left	24	70	163	11
Right	24	70	163	284
Orthodox	24	70	163	60
Arab-Israeli	24	70	163	0
Micro	24	70	163	3
Secular Centre	24	70	163	80
Left	24	70	164	15
Right	24	70	164	259
Orthodox	24	70	164	39
Arab-Israeli	24	70	164	0
Micro	24	70	164	7
Secular Centre	24	70	164	62
Left	24	70	166	46
Right	24	70	166	1156
Orthodox	24	70	166	174
Arab-Israeli	24	70	166	0
Micro	24	70	166	25
Secular Centre	24	70	166	313
Left	24	70	168	7
Right	24	70	168	266
Orthodox	24	70	168	36
Arab-Israeli	24	70	168	0
Micro	24	70	168	5
Secular Centre	24	70	168	66
Left	24	70	188	10
Right	24	70	188	244
Orthodox	24	70	188	25
Arab-Israeli	24	70	188	0
Micro	24	70	188	6
Secular Centre	24	70	188	84
Left	24	70	189	7
Right	24	70	189	224
Orthodox	24	70	189	16
Arab-Israeli	24	70	189	1
Micro	24	70	189	7
Secular Centre	24	70	189	52
Left	24	70	190	9
Right	24	70	190	256
Orthodox	24	70	190	24
Arab-Israeli	24	70	190	1
Micro	24	70	190	8
Secular Centre	24	70	190	60
Left	24	70	191	8
Right	24	70	191	200
Orthodox	24	70	191	134
Arab-Israeli	24	70	191	1
Micro	24	70	191	4
Secular Centre	24	70	191	62
Left	24	70	192	5
Right	24	70	192	232
Orthodox	24	70	192	70
Arab-Israeli	24	70	192	1
Micro	24	70	192	3
Secular Centre	24	70	192	59
Left	24	70	193	1
Right	24	70	193	212
Orthodox	24	70	193	20
Arab-Israeli	24	70	193	0
Micro	24	70	193	10
Secular Centre	24	70	193	63
Left	24	70	194	9
Right	24	70	194	134
Orthodox	24	70	194	186
Arab-Israeli	24	70	194	0
Micro	24	70	194	3
Secular Centre	24	70	194	32
Left	24	70	197	6
Right	24	70	197	249
Orthodox	24	70	197	51
Arab-Israeli	24	70	197	0
Micro	24	70	197	4
Secular Centre	24	70	197	50
Left	24	70	199	67
Right	24	70	199	1195
Orthodox	24	70	199	268
Arab-Israeli	24	70	199	1
Micro	24	70	199	28
Secular Centre	24	70	199	498
Left	24	70	203	104
Right	24	70	203	1493
Orthodox	24	70	203	255
Arab-Israeli	24	70	203	1
Micro	24	70	203	30
Secular Centre	24	70	203	566
Left	24	70	207	48
Right	24	70	207	664
Orthodox	24	70	207	142
Arab-Israeli	24	70	207	2
Micro	24	70	207	20
Secular Centre	24	70	207	178
Left	24	70	211	14
Right	24	70	211	511
Orthodox	24	70	211	1533
Arab-Israeli	24	70	211	1
Micro	24	70	211	14
Secular Centre	24	70	211	90
Left	24	70	212	0
Right	24	70	212	0
Orthodox	24	70	212	450
Arab-Israeli	24	70	212	0
Micro	24	70	212	2
Secular Centre	24	70	212	0
Left	24	70	213	0
Right	24	70	213	123
Orthodox	24	70	213	43
Arab-Israeli	24	70	213	0
Micro	24	70	213	1
Secular Centre	24	70	213	22
Left	24	70	214	21
Right	24	70	214	545
Orthodox	24	70	214	119
Arab-Israeli	24	70	214	0
Micro	24	70	214	10
Secular Centre	24	70	214	120
Left	24	70	220	54
Right	24	70	220	1644
Orthodox	24	70	220	301
Arab-Israeli	24	70	220	3
Micro	24	70	220	23
Secular Centre	24	70	220	496
Left	24	70	222	9
Right	24	70	222	197
Orthodox	24	70	222	44
Arab-Israeli	24	70	222	1
Micro	24	70	222	2
Secular Centre	24	70	222	47
Left	24	70	225	13
Right	24	70	225	282
Orthodox	24	70	225	80
Arab-Israeli	24	70	225	0
Micro	24	70	225	4
Secular Centre	24	70	225	81
Left	24	70	227	39
Right	24	70	227	1537
Orthodox	24	70	227	233
Arab-Israeli	24	70	227	0
Micro	24	70	227	46
Secular Centre	24	70	227	400
Left	24	70	228	45
Right	24	70	228	1155
Orthodox	24	70	228	233
Arab-Israeli	24	70	228	1
Micro	24	70	228	35
Secular Centre	24	70	228	278
Left	24	70	231	8
Right	24	70	231	262
Orthodox	24	70	231	23
Arab-Israeli	24	70	231	0
Micro	24	70	231	8
Secular Centre	24	70	231	62
Left	24	70	234	9
Right	24	70	234	270
Orthodox	24	70	234	31
Arab-Israeli	24	70	234	0
Micro	24	70	234	6
Secular Centre	24	70	234	73
Left	24	70	236	7
Right	24	70	236	224
Orthodox	24	70	236	40
Arab-Israeli	24	70	236	0
Micro	24	70	236	4
Secular Centre	24	70	236	63
Left	24	70	237	40
Right	24	70	237	1125
Orthodox	24	70	237	248
Arab-Israeli	24	70	237	1
Micro	24	70	237	21
Secular Centre	24	70	237	282
Left	24	70	244	10
Right	24	70	244	297
Orthodox	24	70	244	56
Arab-Israeli	24	70	244	0
Micro	24	70	244	2
Secular Centre	24	70	244	54
Left	24	70	245	8
Right	24	70	245	291
Orthodox	24	70	245	72
Arab-Israeli	24	70	245	0
Micro	24	70	245	5
Secular Centre	24	70	245	78
Left	24	70	246	10
Right	24	70	246	257
Orthodox	24	70	246	1867
Arab-Israeli	24	70	246	1
Micro	24	70	246	19
Secular Centre	24	70	246	63
Left	24	70	248	2
Right	24	70	248	101
Orthodox	24	70	248	35
Arab-Israeli	24	70	248	1
Micro	24	70	248	2
Secular Centre	24	70	248	10
Left	24	70	250	6
Right	24	70	250	147
Orthodox	24	70	250	31
Arab-Israeli	24	70	250	0
Micro	24	70	250	7
Secular Centre	24	70	250	15
Left	24	70	251	14
Right	24	70	251	254
Orthodox	24	70	251	44
Arab-Israeli	24	70	251	1
Micro	24	70	251	13
Secular Centre	24	70	251	66
Left	24	70	253	0
Right	24	70	253	21
Orthodox	24	70	253	380
Arab-Israeli	24	70	253	0
Micro	24	70	253	5
Secular Centre	24	70	253	3
Left	24	70	264	16
Right	24	70	264	248
Orthodox	24	70	264	51
Arab-Israeli	24	70	264	1
Micro	24	70	264	3
Secular Centre	24	70	264	74
Left	24	70	265	1
Right	24	70	265	30
Orthodox	24	70	265	2922
Arab-Israeli	24	70	265	0
Micro	24	70	265	3
Secular Centre	24	70	265	5
Left	24	70	276	41
Right	24	70	276	1638
Orthodox	24	70	276	372
Arab-Israeli	24	70	276	3
Micro	24	70	276	30
Secular Centre	24	70	276	402
Left	24	70	277	70
Right	24	70	277	1310
Orthodox	24	70	277	266
Arab-Israeli	24	70	277	0
Micro	24	70	277	26
Secular Centre	24	70	277	332
Left	24	70	279	86
Right	24	70	279	1330
Orthodox	24	70	279	380
Arab-Israeli	24	70	279	1
Micro	24	70	279	42
Secular Centre	24	70	279	286
Left	24	70	281	84
Right	24	70	281	1957
Orthodox	24	70	281	333
Arab-Israeli	24	70	281	1
Micro	24	70	281	51
Secular Centre	24	70	281	608
Left	24	70	283	103
Right	24	70	283	1207
Orthodox	24	70	283	218
Arab-Israeli	24	70	283	1
Micro	24	70	283	42
Secular Centre	24	70	283	497
Left	24	70	285	2
Right	24	70	285	137
Orthodox	24	70	285	32
Arab-Israeli	24	70	285	2
Micro	24	70	285	2
Secular Centre	24	70	285	28
Left	24	70	286	0
Right	24	70	286	15
Orthodox	24	70	286	3438
Arab-Israeli	24	70	286	0
Micro	24	70	286	1
Secular Centre	24	70	286	2
Left	24	70	290	3
Right	24	70	290	162
Orthodox	24	70	290	121
Arab-Israeli	24	70	290	0
Micro	24	70	290	5
Secular Centre	24	70	290	30
Left	24	70	291	1
Right	24	70	291	183
Orthodox	24	70	291	124
Arab-Israeli	24	70	291	0
Micro	24	70	291	4
Secular Centre	24	70	291	34
Left	24	70	292	0
Right	24	70	292	224
Orthodox	24	70	292	31
Arab-Israeli	24	70	292	0
Micro	24	70	292	6
Secular Centre	24	70	292	68
Left	24	70	294	62
Right	24	70	294	1092
Orthodox	24	70	294	220
Arab-Israeli	24	70	294	0
Micro	24	70	294	15
Secular Centre	24	70	294	404
Left	24	70	296	4
Right	24	70	296	36
Orthodox	24	70	296	2478
Arab-Israeli	24	70	296	0
Micro	24	70	296	2
Secular Centre	24	70	296	2
Left	24	70	300	3
Right	24	70	300	94
Orthodox	24	70	300	1147
Arab-Israeli	24	70	300	1
Micro	24	70	300	1
Secular Centre	24	70	300	13
Left	24	70	301	9
Right	24	70	301	279
Orthodox	24	70	301	65
Arab-Israeli	24	70	301	0
Micro	24	70	301	6
Secular Centre	24	70	301	67
Left	24	70	306	2
Right	24	70	306	74
Orthodox	24	70	306	301
Arab-Israeli	24	70	306	0
Micro	24	70	306	0
Secular Centre	24	70	306	5
Left	24	70	953	16
Right	24	70	953	313
Orthodox	24	70	953	47
Arab-Israeli	24	70	953	0
Micro	24	70	953	8
Secular Centre	24	70	953	59
Left	24	70	954	11
Right	24	70	954	288
Orthodox	24	70	954	63
Arab-Israeli	24	70	954	0
Micro	24	70	954	5
Secular Centre	24	70	954	63
Left	24	70	990	8
Right	24	70	990	155
Orthodox	24	70	990	31
Arab-Israeli	24	70	990	0
Micro	24	70	990	7
Secular Centre	24	70	990	30
Left	24	2021	1	6
Right	24	2021	1	25
Orthodox	24	2021	1	4
Arab-Israeli	24	2021	1	0
Micro	24	2021	1	1
Secular Centre	24	2021	1	23
Left	24	7100	1	3
Right	24	7100	1	133
Orthodox	24	7100	1	33
Arab-Israeli	24	7100	1	1
Micro	24	7100	1	1
Secular Centre	24	7100	1	16
Left	24	7100	2	8
Right	24	7100	2	200
Orthodox	24	7100	2	43
Arab-Israeli	24	7100	2	0
Micro	24	7100	2	8
Secular Centre	24	7100	2	35
Left	24	7100	4	45
Right	24	7100	4	1141
Orthodox	24	7100	4	171
Arab-Israeli	24	7100	4	1
Micro	24	7100	4	22
Secular Centre	24	7100	4	230
Left	24	7100	5	60
Right	24	7100	5	1748
Orthodox	24	7100	5	425
Arab-Israeli	24	7100	5	2
Micro	24	7100	5	35
Secular Centre	24	7100	5	320
Left	24	7100	6	6
Right	24	7100	6	255
Orthodox	24	7100	6	51
Arab-Israeli	24	7100	6	0
Micro	24	7100	6	3
Secular Centre	24	7100	6	55
Left	24	7100	7	4
Right	24	7100	7	183
Orthodox	24	7100	7	64
Arab-Israeli	24	7100	7	0
Micro	24	7100	7	9
Secular Centre	24	7100	7	13
Left	24	7100	8	4
Right	24	7100	8	261
Orthodox	24	7100	8	97
Arab-Israeli	24	7100	8	0
Micro	24	7100	8	3
Secular Centre	24	7100	8	12
Left	24	7100	9	2
Right	24	7100	9	192
Orthodox	24	7100	9	82
Arab-Israeli	24	7100	9	0
Micro	24	7100	9	4
Secular Centre	24	7100	9	22
Left	24	7100	13	9
Right	24	7100	13	200
Orthodox	24	7100	13	144
Arab-Israeli	24	7100	13	0
Micro	24	7100	13	2
Secular Centre	24	7100	13	15
Left	24	7100	15	18
Right	24	7100	15	1112
Orthodox	24	7100	15	644
Arab-Israeli	24	7100	15	2
Micro	24	7100	15	28
Secular Centre	24	7100	15	98
Left	24	7100	17	2
Right	24	7100	17	166
Orthodox	24	7100	17	21
Arab-Israeli	24	7100	17	0
Micro	24	7100	17	5
Secular Centre	24	7100	17	28
Left	24	7100	18	15
Right	24	7100	18	934
Orthodox	24	7100	18	529
Arab-Israeli	24	7100	18	0
Micro	24	7100	18	14
Secular Centre	24	7100	18	109
Left	24	7100	21	6
Right	24	7100	21	242
Orthodox	24	7100	21	139
Arab-Israeli	24	7100	21	0
Micro	24	7100	21	4
Secular Centre	24	7100	21	10
Left	24	7100	22	4
Right	24	7100	22	185
Orthodox	24	7100	22	131
Arab-Israeli	24	7100	22	1
Micro	24	7100	22	8
Secular Centre	24	7100	22	15
Left	24	7100	26	5
Right	24	7100	26	454
Orthodox	24	7100	26	97
Arab-Israeli	24	7100	26	2
Micro	24	7100	26	14
Secular Centre	24	7100	26	48
Left	24	7100	27	2
Right	24	7100	27	194
Orthodox	24	7100	27	13
Arab-Israeli	24	7100	27	0
Micro	24	7100	27	2
Secular Centre	24	7100	27	15
Left	24	7100	28	3
Right	24	7100	28	125
Orthodox	24	7100	28	24
