Bloc	Knesset	Locality	Station	Votes
Secular Centre	25	4720	63	3
Left	25	4720	80	11
Micro	25	4720	80	0
Right	25	4720	80	18
Orthodox	25	4720	80	4
Arab-Israeli	25	4720	80	236
Secular Centre	25	4720	80	3
Left	25	4730	11	4
Micro	25	4730	11	3
Right	25	4730	11	13
Orthodox	25	4730	11	1
Arab-Israeli	25	4730	11	233
Secular Centre	25	4730	11	6
Left	25	4730	12	2
Micro	25	4730	12	3
Right	25	4730	12	15
Orthodox	25	4730	12	1
Arab-Israeli	25	4730	12	164
Secular Centre	25	4730	12	12
Left	25	4730	51	9
Micro	25	4730	51	2
Right	25	4730	51	30
Orthodox	25	4730	51	0
Arab-Israeli	25	4730	51	196
Secular Centre	25	4730	51	47
Left	25	4730	52	7
Micro	25	4730	52	4
Right	25	4730	52	8
Orthodox	25	4730	52	0
Arab-Israeli	25	4730	52	228
Secular Centre	25	4730	52	12
Left	25	4730	53	3
Micro	25	4730	53	3
Right	25	4730	53	33
Orthodox	25	4730	53	0
Arab-Israeli	25	4730	53	217
Secular Centre	25	4730	53	18
Left	25	4730	81	4
Micro	25	4730	81	1
Right	25	4730	81	34
Orthodox	25	4730	81	0
Arab-Israeli	25	4730	81	272
Secular Centre	25	4730	81	11
Left	25	4730	82	3
Micro	25	4730	82	5
Right	25	4730	82	54
Orthodox	25	4730	82	3
Arab-Israeli	25	4730	82	172
Secular Centre	25	4730	82	44
Left	25	4730	83	3
Micro	25	4730	83	2
Right	25	4730	83	3
Orthodox	25	4730	83	0
Arab-Israeli	25	4730	83	291
Secular Centre	25	4730	83	7
Left	25	4730	91	12
Micro	25	4730	91	2
Right	25	4730	91	22
Orthodox	25	4730	91	0
Arab-Israeli	25	4730	91	208
Secular Centre	25	4730	91	27
Left	25	4730	92	8
Micro	25	4730	92	2
Right	25	4730	92	53
Orthodox	25	4730	92	0
Arab-Israeli	25	4730	92	158
Secular Centre	25	4730	92	50
Left	25	4730	93	3
Micro	25	4730	93	2
Right	25	4730	93	42
Orthodox	25	4730	93	0
Arab-Israeli	25	4730	93	187
Secular Centre	25	4730	93	24
Left	25	4730	111	3
Micro	25	4730	111	3
Right	25	4730	111	5
Orthodox	25	4730	111	1
Arab-Israeli	25	4730	111	260
Secular Centre	25	4730	111	2
Left	25	4730	112	5
Micro	25	4730	112	0
Right	25	4730	112	37
Orthodox	25	4730	112	0
Arab-Israeli	25	4730	112	196
Secular Centre	25	4730	112	25
Left	25	4730	113	12
Micro	25	4730	113	3
Right	25	4730	113	73
Orthodox	25	4730	113	2
Arab-Israeli	25	4730	113	94
Secular Centre	25	4730	113	40
Left	25	4730	131	4
Micro	25	4730	131	3
Right	25	4730	131	45
Orthodox	25	4730	131	1
Arab-Israeli	25	4730	131	279
Secular Centre	25	4730	131	24
Left	25	4730	132	2
Micro	25	4730	132	5
Right	25	4730	132	35
Orthodox	25	4730	132	2
Arab-Israeli	25	4730	132	231
Secular Centre	25	4730	132	38
Left	25	4730	133	10
Micro	25	4730	133	6
Right	25	4730	133	88
Orthodox	25	4730	133	5
Arab-Israeli	25	4730	133	147
Secular Centre	25	4730	133	54
Left	25	4730	134	10
Micro	25	4730	134	1
Right	25	4730	134	133
Orthodox	25	4730	134	1
Arab-Israeli	25	4730	134	126
Secular Centre	25	4730	134	69
Left	25	4730	135	12
Micro	25	4730	135	4
Right	25	4730	135	40
Orthodox	25	4730	135	1
Arab-Israeli	25	4730	135	208
Secular Centre	25	4730	135	54
Left	25	9580	10	0
Micro	25	9580	10	0
Right	25	9580	10	0
Orthodox	25	9580	10	0
Arab-Israeli	25	9580	10	41
Secular Centre	25	9580	10	0
Left	25	9680	51	1
Micro	25	9680	51	1
Right	25	9680	51	1
Orthodox	25	9680	51	1
Arab-Israeli	25	9680	51	194
Secular Centre	25	9680	51	3
Left	25	9680	52	6
Micro	25	9680	52	0
Right	25	9680	52	1
Orthodox	25	9680	52	0
Arab-Israeli	25	9680	52	194
Secular Centre	25	9680	52	1
Left	25	9680	53	1
Micro	25	9680	53	3
Right	25	9680	53	1
Orthodox	25	9680	53	2
Arab-Israeli	25	9680	53	267
Secular Centre	25	9680	53	0
Left	25	9680	54	1
Micro	25	9680	54	3
Right	25	9680	54	1
Orthodox	25	9680	54	0
Arab-Israeli	25	9680	54	314
Secular Centre	25	9680	54	0
Left	25	9680	55	2
Micro	25	9680	55	3
Right	25	9680	55	6
Orthodox	25	9680	55	0
Arab-Israeli	25	9680	55	202
Secular Centre	25	9680	55	0
Left	25	13420	11	1
Micro	25	13420	11	1
Right	25	13420	11	2
Orthodox	25	13420	11	1
Arab-Israeli	25	13420	11	170
Secular Centre	25	13420	11	8
Left	25	13420	12	1
Micro	25	13420	12	1
Right	25	13420	12	0
Orthodox	25	13420	12	0
Arab-Israeli	25	13420	12	156
Secular Centre	25	13420	12	5
Left	25	9660	51	6
Micro	25	9660	51	4
Right	25	9660	51	9
Orthodox	25	9660	51	1
Arab-Israeli	25	9660	51	172
Secular Centre	25	9660	51	4
Left	25	9660	52	2
Micro	25	9660	52	1
Right	25	9660	52	7
Orthodox	25	9660	52	0
Arab-Israeli	25	9660	52	193
Secular Centre	25	9660	52	4
Left	25	9660	53	0
Micro	25	9660	53	3
Right	25	9660	53	2
Orthodox	25	9660	53	0
Arab-Israeli	25	9660	53	194
Secular Centre	25	9660	53	4
Left	25	9660	54	0
Micro	25	9660	54	0
Right	25	9660	54	2
Orthodox	25	9660	54	1
Arab-Israeli	25	9660	54	180
Secular Centre	25	9660	54	2
Left	25	9660	55	1
Micro	25	9660	55	6
Right	25	9660	55	2
Orthodox	25	9660	55	3
Arab-Israeli	25	9660	55	164
Secular Centre	25	9660	55	4
Left	25	9660	61	3
Micro	25	9660	61	3
Right	25	9660	61	1
Orthodox	25	9660	61	2
Arab-Israeli	25	9660	61	172
Secular Centre	25	9660	61	1
Left	25	9660	62	0
Micro	25	9660	62	3
Right	25	9660	62	2
Orthodox	25	9660	62	1
Arab-Israeli	25	9660	62	166
Secular Centre	25	9660	62	0
Left	25	9660	63	3
Micro	25	9660	63	3
Right	25	9660	63	4
Orthodox	25	9660	63	4
Arab-Israeli	25	9660	63	132
Secular Centre	25	9660	63	2
Left	25	9610	11	0
Micro	25	9610	11	1
Right	25	9610	11	0
Orthodox	25	9610	11	11
Arab-Israeli	25	9610	11	209
Secular Centre	25	9610	11	1
Left	25	9610	12	2
Micro	25	9610	12	4
Right	25	9610	12	2
Orthodox	25	9610	12	0
Arab-Israeli	25	9610	12	191
Secular Centre	25	9610	12	0
Left	25	9610	13	1
Micro	25	9610	13	4
Right	25	9610	13	2
Orthodox	25	9610	13	1
Arab-Israeli	25	9610	13	262
Secular Centre	25	9610	13	0
Left	25	9610	14	0
Micro	25	9610	14	3
Right	25	9610	14	1
Orthodox	25	9610	14	2
Arab-Israeli	25	9610	14	391
Secular Centre	25	9610	14	3
Left	25	9610	15	0
Micro	25	9610	15	1
Right	25	9610	15	1
Orthodox	25	9610	15	1
Arab-Israeli	25	9610	15	298
Secular Centre	25	9610	15	1
Left	25	9610	16	0
Micro	25	9610	16	1
Right	25	9610	16	1
Orthodox	25	9610	16	1
Arab-Israeli	25	9610	16	233
Secular Centre	25	9610	16	0
Left	25	9610	17	1
Micro	25	9610	17	2
Right	25	9610	17	1
Orthodox	25	9610	17	1
Arab-Israeli	25	9610	17	230
Secular Centre	25	9610	17	1
Left	25	9610	18	0
Micro	25	9610	18	0
Right	25	9610	18	3
Orthodox	25	9610	18	3
Arab-Israeli	25	9610	18	221
Secular Centre	25	9610	18	1
Left	25	13750	10	0
Micro	25	13750	10	0
Right	25	13750	10	1
Orthodox	25	13750	10	0
Arab-Israeli	25	13750	10	311
Secular Centre	25	13750	10	3
Left	25	13750	20	0
Micro	25	13750	20	2
Right	25	13750	20	3
Orthodox	25	13750	20	0
Arab-Israeli	25	13750	20	327
Secular Centre	25	13750	20	0
Left	25	6520	10	2
Micro	25	6520	10	1
Right	25	6520	10	22
Orthodox	25	6520	10	3
Arab-Israeli	25	6520	10	218
Secular Centre	25	6520	10	4
Left	25	6520	20	0
Micro	25	6520	20	0
Right	25	6520	20	6
Orthodox	25	6520	20	0
Arab-Israeli	25	6520	20	228
Secular Centre	25	6520	20	0
Left	25	6520	31	0
Micro	25	6520	31	0
Right	25	6520	31	2
Orthodox	25	6520	31	1
Arab-Israeli	25	6520	31	181
Secular Centre	25	6520	31	6
Left	25	6520	32	0
Micro	25	6520	32	2
Right	25	6520	32	3
Orthodox	25	6520	32	1
Arab-Israeli	25	6520	32	177
Secular Centre	25	6520	32	10
Left	25	12750	10	56
Micro	25	12750	10	13
Right	25	12750	10	34
Orthodox	25	12750	10	5
Arab-Israeli	25	12750	10	6
Secular Centre	25	12750	10	130
Left	25	6790	10	82
Micro	25	6790	10	15
Right	25	6790	10	76
Orthodox	25	6790	10	21
Arab-Israeli	25	6790	10	4
Secular Centre	25	6790	10	204
Left	25	11150	10	0
Micro	25	11150	10	0
Right	25	11150	10	139
Orthodox	25	11150	10	130
Arab-Israeli	25	11150	10	0
Secular Centre	25	11150	10	1
Left	25	8190	10	64
Micro	25	8190	10	3
Right	25	8190	10	56
Orthodox	25	8190	10	41
Arab-Israeli	25	8190	10	1
Secular Centre	25	8190	10	318
Left	25	1750	10	58
Micro	25	1750	10	6
Right	25	1750	10	42
Orthodox	25	1750	10	18
Arab-Israeli	25	1750	10	3
Secular Centre	25	1750	10	148
Left	25	1750	20	78
Micro	25	1750	20	15
Right	25	1750	20	74
Orthodox	25	1750	20	12
Arab-Israeli	25	1750	20	2
Secular Centre	25	1750	20	238
Left	25	20520	10	3
Micro	25	20520	10	1
Right	25	20520	10	163
Orthodox	25	20520	10	120
Arab-Israeli	25	20520	10	0
Secular Centre	25	20520	10	40
Left	25	10700	10	58
Micro	25	10700	10	10
Right	25	10700	10	189
Orthodox	25	10700	10	82
Arab-Israeli	25	10700	10	8
Secular Centre	25	10700	10	149
Left	25	12200	10	67
Micro	25	12200	10	11
Right	25	12200	10	10
Orthodox	25	12200	10	3
Arab-Israeli	25	12200	10	3
Secular Centre	25	12200	10	56
Left	25	1820	11	34
Micro	25	1820	11	3
Right	25	1820	11	142
Orthodox	25	1820	11	54
Arab-Israeli	25	1820	11	0
Secular Centre	25	1820	11	189
Left	25	1820	12	31
Micro	25	1820	12	5
Right	25	1820	12	178
Orthodox	25	1820	12	75
Arab-Israeli	25	1820	12	0
Secular Centre	25	1820	12	149
Left	25	1820	13	23
Micro	25	1820	13	7
Right	25	1820	13	167
Orthodox	25	1820	13	92
Arab-Israeli	25	1820	13	0
Secular Centre	25	1820	13	133
Left	25	1820	20	32
Micro	25	1820	20	11
Right	25	1820	20	127
Orthodox	25	1820	20	57
Arab-Israeli	25	1820	20	0
Secular Centre	25	1820	20	189
Left	25	1820	30	69
Micro	25	1820	30	5
Right	25	1820	30	105
Orthodox	25	1820	30	16
Arab-Israeli	25	1820	30	4
Secular Centre	25	1820	30	354
Left	25	1820	50	48
Micro	25	1820	50	7
Right	25	1820	50	111
Orthodox	25	1820	50	56
Arab-Israeli	25	1820	50	2
Secular Centre	25	1820	50	216
Left	25	1820	60	63
Micro	25	1820	60	6
Right	25	1820	60	91
Orthodox	25	1820	60	26
Arab-Israeli	25	1820	60	3
Secular Centre	25	1820	60	342
Left	25	1820	91	63
Micro	25	1820	91	10
Right	25	1820	91	81
Orthodox	25	1820	91	19
Arab-Israeli	25	1820	91	0
Secular Centre	25	1820	91	291
Left	25	1820	92	80
Micro	25	1820	92	4
Right	25	1820	92	77
Orthodox	25	1820	92	12
Arab-Israeli	25	1820	92	1
Secular Centre	25	1820	92	275
Left	25	1820	93	49
Micro	25	1820	93	13
Right	25	1820	93	69
Orthodox	25	1820	93	17
Arab-Israeli	25	1820	93	2
Secular Centre	25	1820	93	299
Left	25	1820	94	64
Micro	25	1820	94	4
Right	25	1820	94	62
Orthodox	25	1820	94	25
Arab-Israeli	25	1820	94	1
Secular Centre	25	1820	94	293
Left	25	1820	95	71
Micro	25	1820	95	3
Right	25	1820	95	82
Orthodox	25	1820	95	25
Arab-Israeli	25	1820	95	2
Secular Centre	25	1820	95	274
Left	25	1820	96	71
Micro	25	1820	96	5
Right	25	1820	96	63
Orthodox	25	1820	96	14
Arab-Israeli	25	1820	96	0
Secular Centre	25	1820	96	312
Left	25	1820	100	48
Micro	25	1820	100	10
Right	25	1820	100	117
Orthodox	25	1820	100	38
Arab-Israeli	25	1820	100	1
Secular Centre	25	1820	100	244
Left	25	1820	110	55
Micro	25	1820	110	5
Right	25	1820	110	82
Orthodox	25	1820	110	11
Arab-Israeli	25	1820	110	5
Secular Centre	25	1820	110	219
Left	25	1820	120	90
Micro	25	1820	120	2
Right	25	1820	120	98
Orthodox	25	1820	120	19
Arab-Israeli	25	1820	120	3
Secular Centre	25	1820	120	291
Left	25	1820	170	59
Micro	25	1820	170	4
Right	25	1820	170	58
Orthodox	25	1820	170	12
Arab-Israeli	25	1820	170	0
Secular Centre	25	1820	170	267
Left	25	10810	10	5
Micro	25	10810	10	2
Right	25	10810	10	90
Orthodox	25	10810	10	64
Arab-Israeli	25	10810	10	0
Secular Centre	25	10810	10	33
Left	25	7830	10	22
Micro	25	7830	10	7
Right	25	7830	10	187
Orthodox	25	7830	10	63
Arab-Israeli	25	7830	10	0
Secular Centre	25	7830	10	89
Left	25	4000	10	2
Micro	25	4000	10	1
Right	25	4000	10	131
Orthodox	25	4000	10	282
Arab-Israeli	25	4000	10	0
Secular Centre	25	4000	10	12
Left	25	4000	20	5
Micro	25	4000	20	1
Right	25	4000	20	161
Orthodox	25	4000	20	300
Arab-Israeli	25	4000	20	0
Secular Centre	25	4000	20	9
Left	25	40110	10	2
Micro	25	40110	10	6
Right	25	40110	10	78
Orthodox	25	40110	10	213
Arab-Israeli	25	40110	10	0
Secular Centre	25	40110	10	25
Left	25	37930	41	0
Micro	25	37930	41	4
Right	25	37930	41	92
Orthodox	25	37930	41	424
Arab-Israeli	25	37930	41	0
Secular Centre	25	37930	41	5
Left	25	37930	42	0
Micro	25	37930	42	1
Right	25	37930	42	103
Orthodox	25	37930	42	409
Arab-Israeli	25	37930	42	0
Secular Centre	25	37930	42	6
Left	25	13110	10	13
Micro	25	13110	10	3
Right	25	13110	10	96
Orthodox	25	13110	10	36
Arab-Israeli	25	13110	10	1
Secular Centre	25	13110	10	47
Left	25	37590	10	2
Micro	25	37590	10	0
Right	25	37590	10	58
Orthodox	25	37590	10	113
Arab-Israeli	25	37590	10	0
Secular Centre	25	37590	10	34
Left	25	1130	10	1
Micro	25	1130	10	1
Right	25	1130	10	68
Orthodox	25	1130	10	98
Arab-Israeli	25	1130	10	0
Secular Centre	25	1130	10	8
Left	25	10680	10	61
Micro	25	10680	10	5
Right	25	10680	10	49
Orthodox	25	10680	10	11
Arab-Israeli	25	10680	10	10
Secular Centre	25	10680	10	69
Left	25	11230	10	13
Micro	25	11230	10	3
Right	25	11230	10	222
Orthodox	25	11230	10	146
Arab-Israeli	25	11230	10	0
Secular Centre	25	11230	10	59
Left	25	4460	10	58
Micro	25	4460	10	5
Right	25	4460	10	44
Orthodox	25	4460	10	13
Arab-Israeli	25	4460	10	0
Secular Centre	25	4460	10	172
Left	25	4460	20	65
Micro	25	4460	20	7
Right	25	4460	20	43
Orthodox	25	4460	20	13
Arab-Israeli	25	4460	20	3
Secular Centre	25	4460	20	191
Left	25	40100	10	12
Micro	25	40100	10	9
Right	25	40100	10	21
Orthodox	25	40100	10	7
Arab-Israeli	25	40100	10	0
Secular Centre	25	40100	10	49
Left	25	10460	10	18
Micro	25	10460	10	3
Right	25	10460	10	82
Orthodox	25	10460	10	29
Arab-Israeli	25	10460	10	3
Secular Centre	25	10460	10	65
Left	25	27100	71	3
Micro	25	27100	71	0
Right	25	27100	71	0
Orthodox	25	27100	71	0
Arab-Israeli	25	27100	71	129
Secular Centre	25	27100	71	0
Left	25	27100	72	3
Micro	25	27100	72	1
Right	25	27100	72	2
Orthodox	25	27100	72	0
Arab-Israeli	25	27100	72	113
Secular Centre	25	27100	72	0
Left	25	27100	100	11
Micro	25	27100	100	1
Right	25	27100	100	1
Orthodox	25	27100	100	1
Arab-Israeli	25	27100	100	380
Secular Centre	25	27100	100	0
Left	25	27100	110	4
Micro	25	27100	110	5
Right	25	27100	110	2
Orthodox	25	27100	110	1
Arab-Israeli	25	27100	110	260
Secular Centre	25	27100	110	0
Left	25	27100	120	3
Micro	25	27100	120	0
Right	25	27100	120	2
Orthodox	25	27100	120	3
Arab-Israeli	25	27100	120	166
Secular Centre	25	27100	120	0
Left	25	27100	140	9
Micro	25	27100	140	2
Right	25	27100	140	0
Orthodox	25	27100	140	0
Arab-Israeli	25	27100	140	208
Secular Centre	25	27100	140	0
Left	25	27100	161	2
Micro	25	27100	161	0
Right	25	27100	161	2
Orthodox	25	27100	161	0
Arab-Israeli	25	27100	161	257
Secular Centre	25	27100	161	0
Left	25	27100	162	2
Micro	25	27100	162	5
Right	25	27100	162	3
Orthodox	25	27100	162	0
Arab-Israeli	25	27100	162	261
Secular Centre	25	27100	162	1
Left	25	27100	163	5
Micro	25	27100	163	1
Right	25	27100	163	4
Orthodox	25	27100	163	1
Arab-Israeli	25	27100	163	233
Secular Centre	25	27100	163	1
Left	25	27100	164	2
Micro	25	27100	164	5
Right	25	27100	164	4
Orthodox	25	27100	164	1
Arab-Israeli	25	27100	164	249
Secular Centre	25	27100	164	0
Left	25	27100	165	2
Micro	25	27100	165	1
Right	25	27100	165	0
Orthodox	25	27100	165	3
Arab-Israeli	25	27100	165	226
Secular Centre	25	27100	165	0
Left	25	27100	181	1
Micro	25	27100	181	4
Right	25	27100	181	3
Orthodox	25	27100	181	1
Arab-Israeli	25	27100	181	174
Secular Centre	25	27100	181	0
Left	25	27100	182	0
Micro	25	27100	182	1
Right	25	27100	182	2
Orthodox	25	27100	182	0
Arab-Israeli	25	27100	182	144
Secular Centre	25	27100	182	0
Left	25	27100	183	0
Micro	25	27100	183	1
Right	25	27100	183	1
Orthodox	25	27100	183	1
Arab-Israeli	25	27100	183	168
Secular Centre	25	27100	183	0
Left	25	27100	200	0
Micro	25	27100	200	0
Right	25	27100	200	3
Orthodox	25	27100	200	0
Arab-Israeli	25	27100	200	239
Secular Centre	25	27100	200	1
Left	25	27100	221	3
Micro	25	27100	221	2
Right	25	27100	221	2
Orthodox	25	27100	221	2
Arab-Israeli	25	27100	221	257
Secular Centre	25	27100	221	0
Left	25	27100	222	3
Micro	25	27100	222	3
Right	25	27100	222	0
Orthodox	25	27100	222	1
Arab-Israeli	25	27100	222	268
Secular Centre	25	27100	222	0
Left	25	27100	231	0
Micro	25	27100	231	5
Right	25	27100	231	3
Orthodox	25	27100	231	6
Arab-Israeli	25	27100	231	261
Secular Centre	25	27100	231	0
Left	25	27100	232	2
Micro	25	27100	232	5
Right	25	27100	232	3
Orthodox	25	27100	232	2
Arab-Israeli	25	27100	232	269
Secular Centre	25	27100	232	2
Left	25	27100	233	3
Micro	25	27100	233	0
Right	25	27100	233	1
Orthodox	25	27100	233	5
Arab-Israeli	25	27100	233	246
Secular Centre	25	27100	233	0
Left	25	27100	261	5
Micro	25	27100	261	1
Right	25	27100	261	3
Orthodox	25	27100	261	1
Arab-Israeli	25	27100	261	173
Secular Centre	25	27100	261	0
Left	25	27100	262	3
Micro	25	27100	262	2
Right	25	27100	262	3
Orthodox	25	27100	262	1
Arab-Israeli	25	27100	262	175
Secular Centre	25	27100	262	1
Left	25	27100	263	3
Micro	25	27100	263	2
Right	25	27100	263	1
Orthodox	25	27100	263	0
Arab-Israeli	25	27100	263	154
Secular Centre	25	27100	263	0
Left	25	27100	270	0
Micro	25	27100	270	1
Right	25	27100	270	2
Orthodox	25	27100	270	2
Arab-Israeli	25	27100	270	179
Secular Centre	25	27100	270	1
Left	25	27100	310	3
Micro	25	27100	310	1
Right	25	27100	310	1
Orthodox	25	27100	310	1
Arab-Israeli	25	27100	310	268
Secular Centre	25	27100	310	0
Left	25	27100	321	4
Micro	25	27100	321	3
Right	25	27100	321	0
Orthodox	25	27100	321	0
Arab-Israeli	25	27100	321	228
Secular Centre	25	27100	321	0
Left	25	27100	322	3
Micro	25	27100	322	4
Right	25	27100	322	0
Orthodox	25	27100	322	0
Arab-Israeli	25	27100	322	220
Secular Centre	25	27100	322	2
Left	25	27100	323	5
Micro	25	27100	323	4
Right	25	27100	323	3
Orthodox	25	27100	323	0
Arab-Israeli	25	27100	323	271
Secular Centre	25	27100	323	0
Left	25	27100	330	2
Micro	25	27100	330	3
Right	25	27100	330	1
Orthodox	25	27100	330	1
Arab-Israeli	25	27100	330	288
Secular Centre	25	27100	330	0
Left	25	27100	341	4
Micro	25	27100	341	4
Right	25	27100	341	1
Orthodox	25	27100	341	1
Arab-Israeli	25	27100	341	212
Secular Centre	25	27100	341	0
Left	25	27100	342	3
Micro	25	27100	342	3
Right	25	27100	342	2
Orthodox	25	27100	342	0
Arab-Israeli	25	27100	342	246
Secular Centre	25	27100	342	2
Left	25	27100	370	3
Micro	25	27100	370	2
Right	25	27100	370	1
Orthodox	25	27100	370	2
Arab-Israeli	25	27100	370	178
Secular Centre	25	27100	370	0
Left	25	27100	390	1
Micro	25	27100	390	3
Right	25	27100	390	2
Orthodox	25	27100	390	2
Arab-Israeli	25	27100	390	187
Secular Centre	25	27100	390	1
Left	25	27100	420	1
Micro	25	27100	420	1
Right	25	27100	420	0
Orthodox	25	27100	420	1
Arab-Israeli	25	27100	420	268
Secular Centre	25	27100	420	1
Left	25	27100	431	5
Micro	25	27100	431	1
Right	25	27100	431	1
Orthodox	25	27100	431	2
Arab-Israeli	25	27100	431	187
Secular Centre	25	27100	431	2
Left	25	27100	432	6
Micro	25	27100	432	1
Right	25	27100	432	4
Orthodox	25	27100	432	0
Arab-Israeli	25	27100	432	197
Secular Centre	25	27100	432	0
Left	25	27100	433	3
Micro	25	27100	433	3
Right	25	27100	433	2
Orthodox	25	27100	433	0
Arab-Israeli	25	27100	433	194
Secular Centre	25	27100	433	0
Left	25	27100	434	3
Micro	25	27100	434	1
Right	25	27100	434	1
Orthodox	25	27100	434	0
Arab-Israeli	25	27100	434	252
Secular Centre	25	27100	434	0
Left	25	27100	441	2
Micro	25	27100	441	4
Right	25	27100	441	2
Orthodox	25	27100	441	5
Arab-Israeli	25	27100	441	252
Secular Centre	25	27100	441	1
Left	25	27100	442	1
Micro	25	27100	442	1
Right	25	27100	442	5
Orthodox	25	27100	442	3
Arab-Israeli	25	27100	442	281
Secular Centre	25	27100	442	2
Left	25	27100	443	2
Micro	25	27100	443	4
Right	25	27100	443	1
Orthodox	25	27100	443	2
Arab-Israeli	25	27100	443	303
Secular Centre	25	27100	443	1
Left	25	27100	444	5
Micro	25	27100	444	0
Right	25	27100	444	0
Orthodox	25	27100	444	0
Arab-Israeli	25	27100	444	287
Secular Centre	25	27100	444	1
Left	25	27100	451	1
Micro	25	27100	451	2
Right	25	27100	451	2
Orthodox	25	27100	451	3
Arab-Israeli	25	27100	451	209
Secular Centre	25	27100	451	0
Left	25	27100	452	3
Micro	25	27100	452	1
Right	25	27100	452	3
Orthodox	25	27100	452	0
Arab-Israeli	25	27100	452	191
Secular Centre	25	27100	452	0
Left	25	27100	453	3
Micro	25	27100	453	2
Right	25	27100	453	1
Orthodox	25	27100	453	1
Arab-Israeli	25	27100	453	239
Secular Centre	25	27100	453	0
Left	25	27100	454	2
Micro	25	27100	454	1
Right	25	27100	454	1
Orthodox	25	27100	454	0
Arab-Israeli	25	27100	454	212
Secular Centre	25	27100	454	0
Left	25	27100	470	5
Micro	25	27100	470	0
Right	25	27100	470	1
Orthodox	25	27100	470	0
Arab-Israeli	25	27100	470	182
Secular Centre	25	27100	470	1
Left	25	27100	490	2
Micro	25	27100	490	3
Right	25	27100	490	1
Orthodox	25	27100	490	0
Arab-Israeli	25	27100	490	255
Secular Centre	25	27100	490	0
Left	25	27100	500	3
Micro	25	27100	500	0
Right	25	27100	500	3
Orthodox	25	27100	500	2
Arab-Israeli	25	27100	500	213
Secular Centre	25	27100	500	0
Left	25	27100	511	5
Micro	25	27100	511	1
Right	25	27100	511	1
Orthodox	25	27100	511	0
Arab-Israeli	25	27100	511	214
Secular Centre	25	27100	511	0
Left	25	27100	512	2
Micro	25	27100	512	1
Right	25	27100	512	1
Orthodox	25	27100	512	1
Arab-Israeli	25	27100	512	236
Secular Centre	25	27100	512	2
Left	25	27100	513	2
Micro	25	27100	513	2
Right	25	27100	513	2
Orthodox	25	27100	513	0
Arab-Israeli	25	27100	513	203
Secular Centre	25	27100	513	0
Left	25	27100	514	0
Micro	25	27100	514	1
Right	25	27100	514	1
Orthodox	25	27100	514	1
Arab-Israeli	25	27100	514	222
Secular Centre	25	27100	514	1
Left	25	27100	515	6
Micro	25	27100	515	0
Right	25	27100	515	7
Orthodox	25	27100	515	1
Arab-Israeli	25	27100	515	211
Secular Centre	25	27100	515	0
Left	25	27100	516	5
Micro	25	27100	516	2
Right	25	27100	516	1
Orthodox	25	27100	516	2
Arab-Israeli	25	27100	516	190
Secular Centre	25	27100	516	0
Left	25	27100	520	4
Micro	25	27100	520	2
Right	25	27100	520	1
Orthodox	25	27100	520	1
Arab-Israeli	25	27100	520	210
Secular Centre	25	27100	520	0
Left	25	27100	550	0
Micro	25	27100	550	1
Right	25	27100	550	2
Orthodox	25	27100	550	2
Arab-Israeli	25	27100	550	235
Secular Centre	25	27100	550	0
Left	25	27100	561	3
Micro	25	27100	561	1
Right	25	27100	561	0
Orthodox	25	27100	561	1
Arab-Israeli	25	27100	561	198
Secular Centre	25	27100	561	0
Left	25	27100	562	5
Micro	25	27100	562	1
