Bloc	Knesset	Locality	Party	Station	Votes
Orthodox	13	11130	29	10	0
Micro	13	11130	30	10	0
Micro	13	11130	31	10	0
Arab-Israeli	13	11130	32	10	1
Micro	13	11130	33	10	0
Right	13	11130	34	10	7
Micro	13	11130	35	10	0
Micro	13	11130	36	10	0
Micro	13	11130	37	10	0
Micro	13	11130	38	10	0
Right	13	11130	39	10	22
Left	13	11130	40	10	87
Micro	13	11130	41	10	0
Micro	13	11130	42	10	1
Micro	13	11130	43	10	0
Arab-Israeli	13	11130	44	10	0
Micro	13	11130	45	10	0
Right	13	11130	46	10	9
Micro	13	11130	47	10	0
Micro	13	11130	48	10	0
Micro	13	11130	49	10	0
Orthodox	13	11130	50	10	2
Right	13	11130	51	10	1
Left	13	11140	27	10	23
Orthodox	13	11140	28	10	1
Orthodox	13	11140	29	10	0
Micro	13	11140	30	10	0
Micro	13	11140	31	10	0
Arab-Israeli	13	11140	32	10	0
Micro	13	11140	33	10	0
Right	13	11140	34	10	8
Micro	13	11140	35	10	0
Micro	13	11140	36	10	2
Micro	13	11140	37	10	0
Micro	13	11140	38	10	0
Right	13	11140	39	10	21
Left	13	11140	40	10	8
Micro	13	11140	41	10	0
Micro	13	11140	42	10	0
Micro	13	11140	43	10	0
Arab-Israeli	13	11140	44	10	0
Micro	13	11140	45	10	0
Right	13	11140	46	10	0
Micro	13	11140	47	10	0
Micro	13	11140	48	10	0
Micro	13	11140	49	10	0
Orthodox	13	11140	50	10	1
Right	13	11140	51	10	0
Left	13	11150	27	10	24
Orthodox	13	11150	28	10	7
Orthodox	13	11150	29	10	1
Micro	13	11150	30	10	0
Micro	13	11150	31	10	13
Arab-Israeli	13	11150	32	10	0
Micro	13	11150	33	10	0
Right	13	11150	34	10	0
Micro	13	11150	35	10	0
Micro	13	11150	36	10	0
Micro	13	11150	37	10	0
Micro	13	11150	38	10	0
Right	13	11150	39	10	105
Left	13	11150	40	10	0
Micro	13	11150	41	10	0
Micro	13	11150	42	10	0
Micro	13	11150	43	10	0
Arab-Israeli	13	11150	44	10	0
Micro	13	11150	45	10	1
Right	13	11150	46	10	3
Micro	13	11150	47	10	0
Micro	13	11150	48	10	0
Micro	13	11150	49	10	3
Orthodox	13	11150	50	10	36
Right	13	11150	51	10	1
Left	13	11230	27	10	11
Orthodox	13	11230	28	10	15
Orthodox	13	11230	29	10	7
Micro	13	11230	30	10	0
Micro	13	11230	31	10	1
Arab-Israeli	13	11230	32	10	0
Micro	13	11230	33	10	0
Right	13	11230	34	10	40
Micro	13	11230	35	10	0
Micro	13	11230	36	10	0
Micro	13	11230	37	10	0
Micro	13	11230	38	10	0
Right	13	11230	39	10	97
Left	13	11230	40	10	0
Micro	13	11230	41	10	0
Micro	13	11230	42	10	0
Micro	13	11230	43	10	1
Arab-Israeli	13	11230	44	10	0
Micro	13	11230	45	10	0
Right	13	11230	46	10	6
Micro	13	11230	47	10	0
Micro	13	11230	48	10	0
Micro	13	11230	49	10	1
Orthodox	13	11230	50	10	23
Right	13	11230	51	10	7
Left	13	11240	27	10	71
Orthodox	13	11240	28	10	0
Orthodox	13	11240	29	10	0
Micro	13	11240	30	10	0
Micro	13	11240	31	10	0
Arab-Israeli	13	11240	32	10	0
Micro	13	11240	33	10	0
Right	13	11240	34	10	0
Micro	13	11240	35	10	0
Micro	13	11240	36	10	0
Micro	13	11240	37	10	0
Micro	13	11240	38	10	0
Right	13	11240	39	10	12
Left	13	11240	40	10	38
Micro	13	11240	41	10	0
Micro	13	11240	42	10	0
Micro	13	11240	43	10	0
Arab-Israeli	13	11240	44	10	0
Micro	13	11240	45	10	0
Right	13	11240	46	10	36
Micro	13	11240	47	10	0
Micro	13	11240	48	10	0
Micro	13	11240	49	10	0
Orthodox	13	11240	50	10	0
Right	13	11240	51	10	1
Left	13	11250	27	10	98
Orthodox	13	11250	28	10	0
Orthodox	13	11250	29	10	0
Micro	13	11250	30	10	0
Micro	13	11250	31	10	0
Arab-Israeli	13	11250	32	10	0
Micro	13	11250	33	10	0
Right	13	11250	34	10	5
Micro	13	11250	35	10	0
Micro	13	11250	36	10	0
Micro	13	11250	37	10	0
Micro	13	11250	38	10	0
Right	13	11250	39	10	7
Left	13	11250	40	10	43
Micro	13	11250	41	10	0
Micro	13	11250	42	10	0
Micro	13	11250	43	10	0
Arab-Israeli	13	11250	44	10	0
Micro	13	11250	45	10	0
Right	13	11250	46	10	6
Micro	13	11250	47	10	0
Micro	13	11250	48	10	0
Micro	13	11250	49	10	0
Orthodox	13	11250	50	10	0
Right	13	11250	51	10	0
Left	13	11260	27	10	102
Orthodox	13	11260	28	10	0
Orthodox	13	11260	29	10	0
Micro	13	11260	30	10	0
Micro	13	11260	31	10	0
Arab-Israeli	13	11260	32	10	0
Micro	13	11260	33	10	0
Right	13	11260	34	10	1
Micro	13	11260	35	10	0
Micro	13	11260	36	10	0
Micro	13	11260	37	10	0
Micro	13	11260	38	10	0
Right	13	11260	39	10	12
Left	13	11260	40	10	47
Micro	13	11260	41	10	0
Micro	13	11260	42	10	0
Micro	13	11260	43	10	1
Arab-Israeli	13	11260	44	10	0
Micro	13	11260	45	10	0
Right	13	11260	46	10	12
Micro	13	11260	47	10	0
Micro	13	11260	48	10	0
Micro	13	11260	49	10	0
Orthodox	13	11260	50	10	0
Right	13	11260	51	10	0
Left	13	11270	27	10	31
Orthodox	13	11270	28	10	37
Orthodox	13	11270	29	10	0
Micro	13	11270	30	10	2
Micro	13	11270	31	10	0
Arab-Israeli	13	11270	32	10	0
Micro	13	11270	33	10	0
Right	13	11270	34	10	9
Micro	13	11270	35	10	0
Micro	13	11270	36	10	0
Micro	13	11270	37	10	0
Micro	13	11270	38	10	0
Right	13	11270	39	10	7
Left	13	11270	40	10	2
Micro	13	11270	41	10	0
Micro	13	11270	42	10	1
Micro	13	11270	43	10	0
Arab-Israeli	13	11270	44	10	0
Micro	13	11270	45	10	0
Right	13	11270	46	10	7
Micro	13	11270	47	10	0
Micro	13	11270	48	10	0
Micro	13	11270	49	10	0
Orthodox	13	11270	50	10	0
Right	13	11270	51	10	0
Left	13	11280	27	10	42
Orthodox	13	11280	28	10	0
Orthodox	13	11280	29	10	0
Micro	13	11280	30	10	0
Micro	13	11280	31	10	0
Arab-Israeli	13	11280	32	10	0
Micro	13	11280	33	10	0
Right	13	11280	34	10	1
Micro	13	11280	35	10	0
Micro	13	11280	36	10	0
Micro	13	11280	37	10	0
Micro	13	11280	38	10	0
Right	13	11280	39	10	11
Left	13	11280	40	10	27
Micro	13	11280	41	10	0
Micro	13	11280	42	10	0
Micro	13	11280	43	10	0
Arab-Israeli	13	11280	44	10	0
Micro	13	11280	45	10	0
Right	13	11280	46	10	19
Micro	13	11280	47	10	0
Micro	13	11280	48	10	0
Micro	13	11280	49	10	0
Orthodox	13	11280	50	10	0
Right	13	11280	51	10	1
Left	13	11290	27	10	103
Orthodox	13	11290	28	10	0
Orthodox	13	11290	29	10	0
Micro	13	11290	30	10	0
Micro	13	11290	31	10	0
Arab-Israeli	13	11290	32	10	0
Micro	13	11290	33	10	0
Right	13	11290	34	10	0
Micro	13	11290	35	10	2
Micro	13	11290	36	10	0
Micro	13	11290	37	10	0
Micro	13	11290	38	10	0
Right	13	11290	39	10	5
Left	13	11290	40	10	57
Micro	13	11290	41	10	0
Micro	13	11290	42	10	0
Micro	13	11290	43	10	2
Arab-Israeli	13	11290	44	10	0
Micro	13	11290	45	10	0
Right	13	11290	46	10	16
Micro	13	11290	47	10	0
Micro	13	11290	48	10	0
Micro	13	11290	49	10	3
Orthodox	13	11290	50	10	0
Right	13	11290	51	10	2
Left	13	11300	27	10	47
Orthodox	13	11300	28	10	0
Orthodox	13	11300	29	10	0
Micro	13	11300	30	10	1
Micro	13	11300	31	10	0
Arab-Israeli	13	11300	32	10	0
Micro	13	11300	33	10	0
Right	13	11300	34	10	1
Micro	13	11300	35	10	0
Micro	13	11300	36	10	0
Micro	13	11300	37	10	0
Micro	13	11300	38	10	0
Right	13	11300	39	10	64
Left	13	11300	40	10	7
Micro	13	11300	41	10	0
Micro	13	11300	42	10	0
Micro	13	11300	43	10	0
Arab-Israeli	13	11300	44	10	0
Micro	13	11300	45	10	0
Right	13	11300	46	10	12
Micro	13	11300	47	10	0
Micro	13	11300	48	10	0
Micro	13	11300	49	10	0
Orthodox	13	11300	50	10	5
Right	13	11300	51	10	1
Left	13	11320	27	10	42
Orthodox	13	11320	28	10	0
Orthodox	13	11320	29	10	0
Micro	13	11320	30	10	0
Micro	13	11320	31	10	0
Arab-Israeli	13	11320	32	10	0
Micro	13	11320	33	10	0
Right	13	11320	34	10	0
Micro	13	11320	35	10	0
Micro	13	11320	36	10	0
Micro	13	11320	37	10	0
Micro	13	11320	38	10	0
Right	13	11320	39	10	4
Left	13	11320	40	10	69
Micro	13	11320	41	10	0
Micro	13	11320	42	10	0
Micro	13	11320	43	10	0
Arab-Israeli	13	11320	44	10	0
Micro	13	11320	45	10	0
Right	13	11320	46	10	2
Micro	13	11320	47	10	1
Micro	13	11320	48	10	0
Micro	13	11320	49	10	0
Orthodox	13	11320	50	10	0
Right	13	11320	51	10	1
Left	13	11360	27	10	55
Orthodox	13	11360	28	10	5
Orthodox	13	11360	29	10	0
Micro	13	11360	30	10	0
Micro	13	11360	31	10	0
Arab-Israeli	13	11360	32	10	0
Micro	13	11360	33	10	0
Right	13	11360	34	10	12
Micro	13	11360	35	10	0
Micro	13	11360	36	10	0
Micro	13	11360	37	10	0
Micro	13	11360	38	10	0
Right	13	11360	39	10	221
Left	13	11360	40	10	11
Micro	13	11360	41	10	0
Micro	13	11360	42	10	0
Micro	13	11360	43	10	0
Arab-Israeli	13	11360	44	10	0
Micro	13	11360	45	10	0
Right	13	11360	46	10	11
Micro	13	11360	47	10	0
Micro	13	11360	48	10	3
Micro	13	11360	49	10	0
Orthodox	13	11360	50	10	2
Right	13	11360	51	10	0
Left	13	11370	27	10	2
Orthodox	13	11370	28	10	10
Orthodox	13	11370	29	10	202
Micro	13	11370	30	10	0
Micro	13	11370	31	10	0
Arab-Israeli	13	11370	32	10	0
Micro	13	11370	33	10	0
Right	13	11370	34	10	2
Micro	13	11370	35	10	0
Micro	13	11370	36	10	7
Micro	13	11370	37	10	0
Micro	13	11370	38	10	0
Right	13	11370	39	10	5
Left	13	11370	40	10	0
Micro	13	11370	41	10	0
Micro	13	11370	42	10	0
Micro	13	11370	43	10	0
Arab-Israeli	13	11370	44	10	0
Micro	13	11370	45	10	0
Right	13	11370	46	10	1
Micro	13	11370	47	10	0
Micro	13	11370	48	10	5
Micro	13	11370	49	10	0
Orthodox	13	11370	50	10	70
Right	13	11370	51	10	0
Left	13	11380	27	10	80
Orthodox	13	11380	28	10	0
Orthodox	13	11380	29	10	0
Micro	13	11380	30	10	0
Micro	13	11380	31	10	0
Arab-Israeli	13	11380	32	10	0
Micro	13	11380	33	10	0
Right	13	11380	34	10	0
Micro	13	11380	35	10	0
Micro	13	11380	36	10	0
Micro	13	11380	37	10	0
Micro	13	11380	38	10	0
Right	13	11380	39	10	5
Left	13	11380	40	10	80
Micro	13	11380	41	10	0
Micro	13	11380	42	10	0
Micro	13	11380	43	10	0
Arab-Israeli	13	11380	44	10	0
Micro	13	11380	45	10	0
Right	13	11380	46	10	12
Micro	13	11380	47	10	0
Micro	13	11380	48	10	0
Micro	13	11380	49	10	0
Orthodox	13	11380	50	10	0
Right	13	11380	51	10	0
Left	13	11390	27	10	237
Orthodox	13	11390	28	10	10
Orthodox	13	11390	29	10	9
Micro	13	11390	30	10	5
Micro	13	11390	31	10	0
Arab-Israeli	13	11390	32	10	1
Micro	13	11390	33	10	0
Right	13	11390	34	10	20
Micro	13	11390	35	10	0
Micro	13	11390	36	10	1
Micro	13	11390	37	10	0
Micro	13	11390	38	10	0
Right	13	11390	39	10	112
Left	13	11390	40	10	35
Micro	13	11390	41	10	0
Micro	13	11390	42	10	3
Micro	13	11390	43	10	0
Arab-Israeli	13	11390	44	10	0
Micro	13	11390	45	10	0
Right	13	11390	46	10	26
Micro	13	11390	47	10	3
Micro	13	11390	48	10	0
Micro	13	11390	49	10	2
Orthodox	13	11390	50	10	14
Right	13	11390	51	10	11
Left	13	11390	27	20	213
Orthodox	13	11390	28	20	8
Orthodox	13	11390	29	20	5
Micro	13	11390	30	20	1
Micro	13	11390	31	20	0
Arab-Israeli	13	11390	32	20	0
Micro	13	11390	33	20	0
Right	13	11390	34	20	17
Micro	13	11390	35	20	0
Micro	13	11390	36	20	0
Micro	13	11390	37	20	0
Micro	13	11390	38	20	0
Right	13	11390	39	20	88
Left	13	11390	40	20	25
Micro	13	11390	41	20	0
Micro	13	11390	42	20	0
Micro	13	11390	43	20	0
Arab-Israeli	13	11390	44	20	0
Micro	13	11390	45	20	0
Right	13	11390	46	20	29
Micro	13	11390	47	20	1
Micro	13	11390	48	20	0
Micro	13	11390	49	20	0
Orthodox	13	11390	50	20	9
Right	13	11390	51	20	7
Left	13	11390	27	30	258
Orthodox	13	11390	28	30	11
Orthodox	13	11390	29	30	4
Micro	13	11390	30	30	1
Micro	13	11390	31	30	2
Arab-Israeli	13	11390	32	30	1
Micro	13	11390	33	30	1
Right	13	11390	34	30	12
Micro	13	11390	35	30	0
Micro	13	11390	36	30	0
Micro	13	11390	37	30	0
Micro	13	11390	38	30	0
Right	13	11390	39	30	97
Left	13	11390	40	30	54
Micro	13	11390	41	30	0
Micro	13	11390	42	30	0
Micro	13	11390	43	30	0
Arab-Israeli	13	11390	44	30	0
Micro	13	11390	45	30	0
Right	13	11390	46	30	33
Micro	13	11390	47	30	1
Micro	13	11390	48	30	0
Micro	13	11390	49	30	0
Orthodox	13	11390	50	30	8
Right	13	11390	51	30	4
Left	13	11390	27	40	255
Orthodox	13	11390	28	40	5
Orthodox	13	11390	29	40	5
Micro	13	11390	30	40	6
Micro	13	11390	31	40	3
Arab-Israeli	13	11390	32	40	0
Micro	13	11390	33	40	0
Right	13	11390	34	40	9
Micro	13	11390	35	40	0
Micro	13	11390	36	40	0
Micro	13	11390	37	40	0
Micro	13	11390	38	40	0
Right	13	11390	39	40	77
Left	13	11390	40	40	63
Micro	13	11390	41	40	0
Micro	13	11390	42	40	0
Micro	13	11390	43	40	0
Arab-Israeli	13	11390	44	40	1
Micro	13	11390	45	40	0
Right	13	11390	46	40	29
Micro	13	11390	47	40	2
Micro	13	11390	48	40	0
Micro	13	11390	49	40	2
Orthodox	13	11390	50	40	8
Right	13	11390	51	40	3
Left	13	11390	27	60	306
Orthodox	13	11390	28	60	16
Orthodox	13	11390	29	60	3
Micro	13	11390	30	60	16
Micro	13	11390	31	60	1
Arab-Israeli	13	11390	32	60	1
Micro	13	11390	33	60	0
Right	13	11390	34	60	19
Micro	13	11390	35	60	2
Micro	13	11390	36	60	1
Micro	13	11390	37	60	1
Micro	13	11390	38	60	0
Right	13	11390	39	60	144
Left	13	11390	40	60	47
Micro	13	11390	41	60	0
Micro	13	11390	42	60	3
Micro	13	11390	43	60	0
Arab-Israeli	13	11390	44	60	1
Micro	13	11390	45	60	0
Right	13	11390	46	60	76
Micro	13	11390	47	60	4
Micro	13	11390	48	60	4
Micro	13	11390	49	60	4
Orthodox	13	11390	50	60	27
Right	13	11390	51	60	8
Left	13	11390	27	70	286
Orthodox	13	11390	28	70	13
Orthodox	13	11390	29	70	12
Micro	13	11390	30	70	4
Micro	13	11390	31	70	0
Arab-Israeli	13	11390	32	70	0
Micro	13	11390	33	70	0
Right	13	11390	34	70	24
Micro	13	11390	35	70	0
Micro	13	11390	36	70	1
Micro	13	11390	37	70	0
Micro	13	11390	38	70	1
Right	13	11390	39	70	141
Left	13	11390	40	70	19
Micro	13	11390	41	70	0
Micro	13	11390	42	70	1
Micro	13	11390	43	70	0
Arab-Israeli	13	11390	44	70	0
Micro	13	11390	45	70	0
Right	13	11390	46	70	29
Micro	13	11390	47	70	0
Micro	13	11390	48	70	2
Micro	13	11390	49	70	0
Orthodox	13	11390	50	70	13
Right	13	11390	51	70	5
Left	13	11390	27	80	264
Orthodox	13	11390	28	80	16
Orthodox	13	11390	29	80	13
Micro	13	11390	30	80	4
Micro	13	11390	31	80	3
Arab-Israeli	13	11390	32	80	1
Micro	13	11390	33	80	1
Right	13	11390	34	80	12
Micro	13	11390	35	80	0
Micro	13	11390	36	80	1
Micro	13	11390	37	80	0
Micro	13	11390	38	80	1
Right	13	11390	39	80	125
Left	13	11390	40	80	12
Micro	13	11390	41	80	1
Micro	13	11390	42	80	2
Micro	13	11390	43	80	0
Arab-Israeli	13	11390	44	80	0
Micro	13	11390	45	80	0
Right	13	11390	46	80	39
Micro	13	11390	47	80	6
Micro	13	11390	48	80	1
Micro	13	11390	49	80	3
Orthodox	13	11390	50	80	25
Right	13	11390	51	80	8
Left	13	11390	27	90	301
Orthodox	13	11390	28	90	23
Orthodox	13	11390	29	90	0
Micro	13	11390	30	90	1
Micro	13	11390	31	90	1
Arab-Israeli	13	11390	32	90	0
Micro	13	11390	33	90	1
Right	13	11390	34	90	11
Micro	13	11390	35	90	0
Micro	13	11390	36	90	0
Micro	13	11390	37	90	1
Micro	13	11390	38	90	0
Right	13	11390	39	90	219
Left	13	11390	40	90	109
Micro	13	11390	41	90	0
Micro	13	11390	42	90	0
Micro	13	11390	43	90	0
Arab-Israeli	13	11390	44	90	0
Micro	13	11390	45	90	0
Right	13	11390	46	90	89
Micro	13	11390	47	90	0
Micro	13	11390	48	90	5
Micro	13	11390	49	90	5
Orthodox	13	11390	50	90	4
Right	13	11390	51	90	6
Left	13	11390	27	100	237
Orthodox	13	11390	28	100	11
Orthodox	13	11390	29	100	21
Micro	13	11390	30	100	6
Micro	13	11390	31	100	2
Arab-Israeli	13	11390	32	100	0
Micro	13	11390	33	100	0
Right	13	11390	34	100	9
Micro	13	11390	35	100	2
Micro	13	11390	36	100	0
Micro	13	11390	37	100	1
Micro	13	11390	38	100	0
Right	13	11390	39	100	173
Left	13	11390	40	100	46
Micro	13	11390	41	100	0
Micro	13	11390	42	100	0
Micro	13	11390	43	100	1
Arab-Israeli	13	11390	44	100	1
Micro	13	11390	45	100	0
Right	13	11390	46	100	44
Micro	13	11390	47	100	1
Micro	13	11390	48	100	3
Micro	13	11390	49	100	0
Orthodox	13	11390	50	100	6
Right	13	11390	51	100	16
Left	13	11390	27	110	232
Orthodox	13	11390	28	110	6
Orthodox	13	11390	29	110	5
Micro	13	11390	30	110	20
Micro	13	11390	31	110	1
Arab-Israeli	13	11390	32	110	0
Micro	13	11390	33	110	1
Right	13	11390	34	110	14
Micro	13	11390	35	110	0
Micro	13	11390	36	110	0
Micro	13	11390	37	110	0
Micro	13	11390	38	110	0
Right	13	11390	39	110	83
Left	13	11390	40	110	36
Micro	13	11390	41	110	0
Micro	13	11390	42	110	0
Micro	13	11390	43	110	1
Arab-Israeli	13	11390	44	110	0
Micro	13	11390	45	110	0
Right	13	11390	46	110	33
Micro	13	11390	47	110	3
Micro	13	11390	48	110	2
Micro	13	11390	49	110	4
Orthodox	13	11390	50	110	13
Right	13	11390	51	110	2
Left	13	11390	27	120	197
Orthodox	13	11390	28	120	13
Orthodox	13	11390	29	120	8
Micro	13	11390	30	120	2
Micro	13	11390	31	120	1
Arab-Israeli	13	11390	32	120	0
Micro	13	11390	33	120	0
Right	13	11390	34	120	14
Micro	13	11390	35	120	1
Micro	13	11390	36	120	0
Micro	13	11390	37	120	1
Micro	13	11390	38	120	0
Right	13	11390	39	120	79
Left	13	11390	40	120	59
Micro	13	11390	41	120	0
Micro	13	11390	42	120	3
Micro	13	11390	43	120	2
Arab-Israeli	13	11390	44	120	2
Micro	13	11390	45	120	0
Right	13	11390	46	120	29
Micro	13	11390	47	120	1
Micro	13	11390	48	120	2
Micro	13	11390	49	120	2
Orthodox	13	11390	50	120	2
Right	13	11390	51	120	11
Left	13	11390	27	130	287
Orthodox	13	11390	28	130	13
Orthodox	13	11390	29	130	14
Micro	13	11390	30	130	4
Micro	13	11390	31	130	2
Arab-Israeli	13	11390	32	130	0
Micro	13	11390	33	130	0
Right	13	11390	34	130	25
Micro	13	11390	35	130	3
Micro	13	11390	36	130	0
Micro	13	11390	37	130	0
Micro	13	11390	38	130	2
Right	13	11390	39	130	151
Left	13	11390	40	130	69
Micro	13	11390	41	130	0
Micro	13	11390	42	130	5
Micro	13	11390	43	130	2
Arab-Israeli	13	11390	44	130	0
Micro	13	11390	45	130	0
Right	13	11390	46	130	37
Micro	13	11390	47	130	2
Micro	13	11390	48	130	1
Micro	13	11390	49	130	1
Orthodox	13	11390	50	130	9
Right	13	11390	51	130	9
Left	13	11390	27	140	339
Orthodox	13	11390	28	140	11
Orthodox	13	11390	29	140	4
Micro	13	11390	30	140	8
Micro	13	11390	31	140	0
Arab-Israeli	13	11390	32	140	0
Micro	13	11390	33	140	0
Right	13	11390	34	140	9
Micro	13	11390	35	140	0
Micro	13	11390	36	140	0
Micro	13	11390	37	140	1
Micro	13	11390	38	140	0
Right	13	11390	39	140	112
Left	13	11390	40	140	78
Micro	13	11390	41	140	3
Micro	13	11390	42	140	3
Micro	13	11390	43	140	0
Arab-Israeli	13	11390	44	140	0
Micro	13	11390	45	140	5
Right	13	11390	46	140	90
Micro	13	11390	47	140	0
Micro	13	11390	48	140	0
Micro	13	11390	49	140	5
Orthodox	13	11390	50	140	6
Right	13	11390	51	140	4
Left	13	11390	27	150	215
Orthodox	13	11390	28	150	7
Orthodox	13	11390	29	150	3
Micro	13	11390	30	150	3
Micro	13	11390	31	150	0
Arab-Israeli	13	11390	32	150	0
Micro	13	11390	33	150	0
Right	13	11390	34	150	21
Micro	13	11390	35	150	1
Micro	13	11390	36	150	1
Micro	13	11390	37	150	0
Micro	13	11390	38	150	0
Right	13	11390	39	150	83
Left	13	11390	40	150	33
Micro	13	11390	41	150	0
Micro	13	11390	42	150	0
Micro	13	11390	43	150	0
Arab-Israeli	13	11390	44	150	0
Micro	13	11390	45	150	0
Right	13	11390	46	150	25
Micro	13	11390	47	150	0
Micro	13	11390	48	150	0
Micro	13	11390	49	150	3
Orthodox	13	11390	50	150	6
Right	13	11390	51	150	12
Left	13	11390	27	160	175
Orthodox	13	11390	28	160	8
Orthodox	13	11390	29	160	6
Micro	13	11390	30	160	1
Micro	13	11390	31	160	0
Arab-Israeli	13	11390	32	160	1
Micro	13	11390	33	160	0
Right	13	11390	34	160	12
Micro	13	11390	35	160	0
Micro	13	11390	36	160	0
Micro	13	11390	37	160	0
Micro	13	11390	38	160	0
Right	13	11390	39	160	76
Left	13	11390	40	160	41
Micro	13	11390	41	160	0
Micro	13	11390	42	160	1
Micro	13	11390	43	160	2
Arab-Israeli	13	11390	44	160	0
Micro	13	11390	45	160	0
Right	13	11390	46	160	25
Micro	13	11390	47	160	2
Micro	13	11390	48	160	0
Micro	13	11390	49	160	2
Orthodox	13	11390	50	160	9
Right	13	11390	51	160	5
Left	13	11390	27	170	175
Orthodox	13	11390	28	170	6
Orthodox	13	11390	29	170	1
Micro	13	11390	30	170	3
Micro	13	11390	31	170	0
Arab-Israeli	13	11390	32	170	0
Micro	13	11390	33	170	0
Right	13	11390	34	170	7
Micro	13	11390	35	170	0
Micro	13	11390	36	170	0
Micro	13	11390	37	170	0
Micro	13	11390	38	170	0
Right	13	11390	39	170	59
Left	13	11390	40	170	52
Micro	13	11390	41	170	0
Micro	13	11390	42	170	0
Micro	13	11390	43	170	1
Arab-Israeli	13	11390	44	170	0
Micro	13	11390	45	170	0
Right	13	11390	46	170	43
Micro	13	11390	47	170	0
Micro	13	11390	48	170	0
Micro	13	11390	49	170	0
Orthodox	13	11390	50	170	3
Right	13	11390	51	170	2
Left	13	11390	27	180	194
Orthodox	13	11390	28	180	7
Orthodox	13	11390	29	180	14
Micro	13	11390	30	180	19
Micro	13	11390	31	180	0
Arab-Israeli	13	11390	32	180	0
Micro	13	11390	33	180	0
Right	13	11390	34	180	12
Micro	13	11390	35	180	0
Micro	13	11390	36	180	0
Micro	13	11390	37	180	0
Micro	13	11390	38	180	0
Right	13	11390	39	180	116
Left	13	11390	40	180	33
Micro	13	11390	41	180	0
Micro	13	11390	42	180	0
Micro	13	11390	43	180	1
Arab-Israeli	13	11390	44	180	0
Micro	13	11390	45	180	0
Right	13	11390	46	180	29
Micro	13	11390	47	180	2
Micro	13	11390	48	180	3
Micro	13	11390	49	180	0
Orthodox	13	11390	50	180	10
Right	13	11390	51	180	11
Left	13	11390	27	201	225
Orthodox	13	11390	28	201	12
Orthodox	13	11390	29	201	22
Micro	13	11390	30	201	4
Micro	13	11390	31	201	0
Arab-Israeli	13	11390	32	201	3
Micro	13	11390	33	201	0
Right	13	11390	34	201	9
Micro	13	11390	35	201	0
Micro	13	11390	36	201	0
Micro	13	11390	37	201	1
Micro	13	11390	38	201	0
Right	13	11390	39	201	77
Left	13	11390	40	201	42
Micro	13	11390	41	201	0
Micro	13	11390	42	201	1
Micro	13	11390	43	201	0
Arab-Israeli	13	11390	44	201	0
Micro	13	11390	45	201	0
Right	13	11390	46	201	35
Micro	13	11390	47	201	2
Micro	13	11390	48	201	1
Micro	13	11390	49	201	2
Orthodox	13	11390	50	201	14
Right	13	11390	51	201	11
Left	13	11390	27	202	277
Orthodox	13	11390	28	202	4
Orthodox	13	11390	29	202	11
Micro	13	11390	30	202	15
Micro	13	11390	31	202	1
Arab-Israeli	13	11390	32	202	1
Micro	13	11390	33	202	0
Right	13	11390	34	202	12
Micro	13	11390	35	202	0
Micro	13	11390	36	202	0
Micro	13	11390	37	202	2
Micro	13	11390	38	202	0
Right	13	11390	39	202	83
Left	13	11390	40	202	40
Micro	13	11390	41	202	0
Micro	13	11390	42	202	3
Micro	13	11390	43	202	2
Arab-Israeli	13	11390	44	202	0
Micro	13	11390	45	202	0
Right	13	11390	46	202	45
Micro	13	11390	47	202	4
Micro	13	11390	48	202	0
Micro	13	11390	49	202	1
Orthodox	13	11390	50	202	2
Right	13	11390	51	202	9
Left	13	11390	27	210	315
Orthodox	13	11390	28	210	10
Orthodox	13	11390	29	210	7
Micro	13	11390	30	210	11
Micro	13	11390	31	210	3
Arab-Israeli	13	11390	32	210	1
Micro	13	11390	33	210	0
Right	13	11390	34	210	28
Micro	13	11390	35	210	2
Micro	13	11390	36	210	1
Micro	13	11390	37	210	1
Micro	13	11390	38	210	1
Right	13	11390	39	210	115
Left	13	11390	40	210	55
Micro	13	11390	41	210	0
Micro	13	11390	42	210	2
Micro	13	11390	43	210	1
Arab-Israeli	13	11390	44	210	0
Micro	13	11390	45	210	0
Right	13	11390	46	210	53
Micro	13	11390	47	210	1
Micro	13	11390	48	210	4
Micro	13	11390	49	210	3
Orthodox	13	11390	50	210	10
Right	13	11390	51	210	3
Left	13	11390	27	220	203
Orthodox	13	11390	28	220	4
Orthodox	13	11390	29	220	6
Micro	13	11390	30	220	5
Micro	13	11390	31	220	0
Arab-Israeli	13	11390	32	220	0
Micro	13	11390	33	220	1
Right	13	11390	34	220	31
Micro	13	11390	35	220	0
Micro	13	11390	36	220	2
Micro	13	11390	37	220	1
Micro	13	11390	38	220	0
Right	13	11390	39	220	90
Left	13	11390	40	220	30
Micro	13	11390	41	220	0
Micro	13	11390	42	220	0
Micro	13	11390	43	220	0
Arab-Israeli	13	11390	44	220	0
Micro	13	11390	45	220	0
Right	13	11390	46	220	7
Micro	13	11390	47	220	2
Micro	13	11390	48	220	0
Micro	13	11390	49	220	0
Orthodox	13	11390	50	220	31
Right	13	11390	51	220	11
Left	13	11390	27	230	227
Orthodox	13	11390	28	230	9
Orthodox	13	11390	29	230	2
Micro	13	11390	30	230	0
Micro	13	11390	31	230	1
Arab-Israeli	13	11390	32	230	0
Micro	13	11390	33	230	0
Right	13	11390	34	230	9
Micro	13	11390	35	230	2
