Bloc	Knesset	Votes	Latitude	Longitude
Sectoral	16	7	31.8551604	34.8398889
Right	16	209	31.8551604	34.8398889
Left	16	200	31.8551604	34.8398889
Orthodox	16	27	31.8551604	34.8398889
Arab-Israeli	16	0	31.8551604	34.8398889
Micro	16	6	31.8551604	34.8398889
Secular Centre	16	98	31.8551604	34.8398889
Sectoral	16	11	31.8551604	34.8398889
Right	16	191	31.8551604	34.8398889
Left	16	104	31.8551604	34.8398889
Orthodox	16	69	31.8551604	34.8398889
Arab-Israeli	16	3	31.8551604	34.8398889
Micro	16	4	31.8551604	34.8398889
Secular Centre	16	43	31.8551604	34.8398889
Sectoral	16	9	31.8551604	34.8398889
Right	16	192	31.8551604	34.8398889
Left	16	212	31.8551604	34.8398889
Orthodox	16	21	31.8551604	34.8398889
Arab-Israeli	16	0	31.8551604	34.8398889
Micro	16	2	31.8551604	34.8398889
Secular Centre	16	139	31.8551604	34.8398889
Sectoral	16	10	31.8551604	34.8398889
Right	16	186	31.8551604	34.8398889
Left	16	196	31.8551604	34.8398889
Orthodox	16	23	31.8551604	34.8398889
Arab-Israeli	16	0	31.8551604	34.8398889
Micro	16	6	31.8551604	34.8398889
Secular Centre	16	81	31.8551604	34.8398889
Sectoral	16	8	31.8551604	34.8398889
Right	16	138	31.8551604	34.8398889
Left	16	206	33.05358	35.589013
Orthodox	16	31	33.05358	35.589013
Arab-Israeli	16	0	33.05358	35.589013
Micro	16	17	33.05358	35.589013
Secular Centre	16	78	33.05358	35.589013
Sectoral	16	0	33.05358	35.589013
Right	16	255	33.05358	35.589013
Left	16	51	31.320196	34.6193
Orthodox	16	81	31.320196	34.6193
Arab-Israeli	16	0	31.320196	34.6193
Micro	16	4	31.320196	34.6193
Secular Centre	16	2	31.320196	34.6193
Sectoral	16	2	31.320196	34.6193
Right	16	112	31.320196	34.6193
Left	16	52	31.3128412	34.6173954
Orthodox	16	110	31.3128412	34.6173954
Arab-Israeli	16	2	31.3128412	34.6173954
Micro	16	10	31.3128412	34.6173954
Secular Centre	16	8	31.3128412	34.6173954
Sectoral	16	6	31.3128412	34.6173954
Right	16	129	31.3128412	34.6173954
Left	16	49	31.3151245	34.61864
Orthodox	16	93	31.3151245	34.61864
Arab-Israeli	16	0	31.3151245	34.61864
Micro	16	5	31.3151245	34.61864
Secular Centre	16	16	31.3151245	34.61864
Sectoral	16	7	31.3151245	34.61864
Right	16	151	31.3151245	34.61864
Left	16	62	31.3128412	34.6173954
Orthodox	16	120	31.3128412	34.6173954
Arab-Israeli	16	1	31.3128412	34.6173954
Micro	16	3	31.3128412	34.6173954
Secular Centre	16	3	31.3128412	34.6173954
Sectoral	16	4	31.3128412	34.6173954
Right	16	120	31.3128412	34.6173954
Left	16	36	31.3188549	34.6173015
Orthodox	16	65	31.3188549	34.6173015
Arab-Israeli	16	1	31.3188549	34.6173015
Micro	16	7	31.3188549	34.6173015
Secular Centre	16	17	31.3188549	34.6173015
Sectoral	16	24	31.3188549	34.6173015
Right	16	117	31.3188549	34.6173015
Left	16	40	31.3120968	34.6191809
Orthodox	16	104	31.3120968	34.6191809
Arab-Israeli	16	0	31.3120968	34.6191809
Micro	16	7	31.3120968	34.6191809
Secular Centre	16	2	31.3120968	34.6191809
Sectoral	16	12	31.3120968	34.6191809
Right	16	127	31.3120968	34.6191809
Left	16	58	31.3120968	34.6191809
Orthodox	16	113	31.3120968	34.6191809
Arab-Israeli	16	3	31.3120968	34.6191809
Micro	16	11	31.3120968	34.6191809
Secular Centre	16	14	31.3120968	34.6191809
Sectoral	16	31	31.3120968	34.6191809
Right	16	204	31.3120968	34.6191809
Left	16	52	31.3120968	34.6191809
Orthodox	16	161	31.3120968	34.6191809
Arab-Israeli	16	0	31.3120968	34.6191809
Micro	16	4	31.3120968	34.6191809
Secular Centre	16	19	31.3120968	34.6191809
Sectoral	16	26	31.3120968	34.6191809
Right	16	164	31.3120968	34.6191809
Left	16	58	31.3128412	34.6173954
Orthodox	16	80	31.3128412	34.6173954
Arab-Israeli	16	1	31.3128412	34.6173954
Micro	16	6	31.3128412	34.6173954
Secular Centre	16	14	31.3128412	34.6173954
Sectoral	16	10	31.3128412	34.6173954
Right	16	149	31.3128412	34.6173954
Left	16	23	31.307378	34.624426
Orthodox	16	321	31.307378	34.624426
Arab-Israeli	16	1	31.307378	34.624426
Micro	16	2	31.307378	34.624426
Secular Centre	16	8	31.307378	34.624426
Sectoral	16	12	31.307378	34.624426
Right	16	104	31.307378	34.624426
Left	16	15	31.307378	34.624426
Orthodox	16	459	31.307378	34.624426
Arab-Israeli	16	0	31.307378	34.624426
Micro	16	5	31.307378	34.624426
Secular Centre	16	13	31.307378	34.624426
Sectoral	16	10	31.307378	34.624426
Right	16	73	31.307378	34.624426
Left	16	15	31.307378	34.624426
Orthodox	16	535	31.307378	34.624426
Arab-Israeli	16	0	31.307378	34.624426
Micro	16	2	31.307378	34.624426
Secular Centre	16	14	31.307378	34.624426
Sectoral	16	15	31.307378	34.624426
Right	16	68	31.307378	34.624426
Left	16	86	31.3086623	34.6245077
Orthodox	16	162	31.3086623	34.6245077
Arab-Israeli	16	1	31.3086623	34.6245077
Micro	16	0	31.3086623	34.6245077
Secular Centre	16	14	31.3086623	34.6245077
Sectoral	16	9	31.3086623	34.6245077
Right	16	209	31.3086623	34.6245077
Left	16	63	31.307378	34.624426
Orthodox	16	280	31.307378	34.624426
Arab-Israeli	16	1	31.307378	34.624426
Micro	16	3	31.307378	34.624426
Secular Centre	16	8	31.307378	34.624426
Sectoral	16	3	31.307378	34.624426
Right	16	143	31.307378	34.624426
Left	16	40	31.307378	34.624426
Orthodox	16	281	31.307378	34.624426
Arab-Israeli	16	1	31.307378	34.624426
Micro	16	8	31.307378	34.624426
Secular Centre	16	30	31.307378	34.624426
Sectoral	16	29	31.307378	34.624426
Right	16	126	31.307378	34.624426
Left	16	63	31.3151245	34.61864
Orthodox	16	56	31.3151245	34.61864
Arab-Israeli	16	1	31.3151245	34.61864
Micro	16	10	31.3151245	34.61864
Secular Centre	16	17	31.3151245	34.61864
Sectoral	16	97	31.3151245	34.61864
Right	16	209	31.3151245	34.61864
Left	16	57	31.3188549	34.6173015
Orthodox	16	96	31.3188549	34.6173015
Arab-Israeli	16	2	31.3188549	34.6173015
Micro	16	4	31.3188549	34.6173015
Secular Centre	16	15	31.3188549	34.6173015
Sectoral	16	34	31.3188549	34.6173015
Right	16	218	31.3188549	34.6173015
Left	16	48	31.3188549	34.6173015
Orthodox	16	107	31.3188549	34.6173015
Arab-Israeli	16	0	31.3188549	34.6173015
Micro	16	2	31.3188549	34.6173015
Secular Centre	16	12	31.3188549	34.6173015
Sectoral	16	5	31.3188549	34.6173015
Right	16	168	31.3188549	34.6173015
Left	16	65	31.312015	34.6124175
Orthodox	16	64	31.312015	34.6124175
Arab-Israeli	16	0	31.312015	34.6124175
Micro	16	4	31.312015	34.6124175
Secular Centre	16	34	31.312015	34.6124175
Sectoral	16	38	31.312015	34.6124175
Right	16	181	31.312015	34.6124175
Left	16	55	31.3010828	34.624884
Orthodox	16	42	31.3010828	34.624884
Arab-Israeli	16	1	31.3010828	34.624884
Micro	16	4	31.3010828	34.624884
Secular Centre	16	34	31.3010828	34.624884
Sectoral	16	38	31.3010828	34.624884
Right	16	208	31.3010828	34.624884
Left	16	25	31.3029879	34.6296218
Orthodox	16	36	31.3029879	34.6296218
Arab-Israeli	16	1	31.3029879	34.6296218
Micro	16	6	31.3029879	34.6296218
Secular Centre	16	25	31.3029879	34.6296218
Sectoral	16	36	31.3029879	34.6296218
Right	16	155	31.3029879	34.6296218
Left	16	58	31.3029879	34.6296218
Orthodox	16	115	31.3029879	34.6296218
Arab-Israeli	16	1	31.3029879	34.6296218
Micro	16	0	31.3029879	34.6296218
Secular Centre	16	12	31.3029879	34.6296218
Sectoral	16	14	31.3029879	34.6296218
Right	16	229	31.3029879	34.6296218
Left	16	20	31.3010828	34.624884
Orthodox	16	29	31.3010828	34.624884
Arab-Israeli	16	0	31.3010828	34.624884
Micro	16	2	31.3010828	34.624884
Secular Centre	16	43	31.3010828	34.624884
Sectoral	16	20	31.3010828	34.624884
Right	16	145	31.3010828	34.624884
Left	16	39	31.3188549	34.6173015
Orthodox	16	48	31.3188549	34.6173015
Arab-Israeli	16	2	31.3188549	34.6173015
Micro	16	7	31.3188549	34.6173015
Secular Centre	16	46	31.3188549	34.6173015
Sectoral	16	34	31.3188549	34.6173015
Right	16	197	31.3188549	34.6173015
Left	16	31	31.3120968	34.6191809
Orthodox	16	46	31.3120968	34.6191809
Arab-Israeli	16	0	31.3120968	34.6191809
Micro	16	6	31.3120968	34.6191809
Secular Centre	16	4	31.3120968	34.6191809
Sectoral	16	13	31.3120968	34.6191809
Right	16	108	31.3120968	34.6191809
Left	16	18	31.637665	34.705108
Orthodox	16	174	31.637665	34.705108
Arab-Israeli	16	0	31.637665	34.705108
Micro	16	2	31.637665	34.705108
Secular Centre	16	3	31.637665	34.705108
Sectoral	16	0	31.637665	34.705108
Right	16	85	31.637665	34.705108
Left	16	60	32.600335	35.003837
Orthodox	16	12	32.600335	35.003837
Arab-Israeli	16	0	32.600335	35.003837
Micro	16	1	32.600335	35.003837
Secular Centre	16	33	32.600335	35.003837
Sectoral	16	6	32.600335	35.003837
Right	16	60	32.600335	35.003837
Left	16	170	33.018208	35.619547
Orthodox	16	0	33.018208	35.619547
Arab-Israeli	16	0	33.018208	35.619547
Micro	16	3	33.018208	35.619547
Secular Centre	16	27	33.018208	35.619547
Sectoral	16	9	33.018208	35.619547
Right	16	6	33.018208	35.619547
Left	16	29	31.577476	34.683443
Orthodox	16	40	31.577476	34.683443
Arab-Israeli	16	0	31.577476	34.683443
Micro	16	10	31.577476	34.683443
Secular Centre	16	2	31.577476	34.683443
Sectoral	16	0	31.577476	34.683443
Right	16	122	31.577476	34.683443
Left	16	61	32.1636867	34.8428502
Orthodox	16	150	32.1636867	34.8428502
Arab-Israeli	16	0	32.1636867	34.8428502
Micro	16	4	32.1636867	34.8428502
Secular Centre	16	9	32.1636867	34.8428502
Sectoral	16	6	32.1636867	34.8428502
Right	16	169	32.1636867	34.8428502
Left	16	56	32.1636867	34.8428502
Orthodox	16	179	32.1636867	34.8428502
Arab-Israeli	16	1	32.1636867	34.8428502
Micro	16	5	32.1636867	34.8428502
Secular Centre	16	20	32.1636867	34.8428502
Sectoral	16	9	32.1636867	34.8428502
Right	16	205	32.1636867	34.8428502
Left	16	71	32.1636867	34.8428502
Orthodox	16	163	32.1636867	34.8428502
Arab-Israeli	16	2	32.1636867	34.8428502
Micro	16	2	32.1636867	34.8428502
Secular Centre	16	5	32.1636867	34.8428502
Sectoral	16	5	32.1636867	34.8428502
Right	16	193	32.1636867	34.8428502
Left	16	121	33.2806229	35.5783214
Orthodox	16	18	33.2806229	35.5783214
Arab-Israeli	16	2	33.2806229	35.5783214
Micro	16	9	33.2806229	35.5783214
Secular Centre	16	62	33.2806229	35.5783214
Sectoral	16	13	33.2806229	35.5783214
Right	16	114	33.2806229	35.5783214
Left	16	163	33.2806229	35.5783214
Orthodox	16	8	33.2806229	35.5783214
Arab-Israeli	16	0	33.2806229	35.5783214
Micro	16	8	33.2806229	35.5783214
Secular Centre	16	59	33.2806229	35.5783214
Sectoral	16	9	33.2806229	35.5783214
Right	16	128	33.2806229	35.5783214
Left	16	43	31.595592	34.692362
Orthodox	16	47	31.595592	34.692362
Arab-Israeli	16	0	31.595592	34.692362
Micro	16	4	31.595592	34.692362
Secular Centre	16	1	31.595592	34.692362
Sectoral	16	1	31.595592	34.692362
Right	16	80	31.595592	34.692362
Left	16	48	32.708765	35.503778
Orthodox	16	132	32.708765	35.503778
Arab-Israeli	16	2	32.708765	35.503778
Micro	16	6	32.708765	35.503778
Secular Centre	16	57	32.708765	35.503778
Sectoral	16	8	32.708765	35.503778
Right	16	146	32.708765	35.503778
Left	16	38	32.708765	35.503778
Orthodox	16	125	32.708765	35.503778
Arab-Israeli	16	0	32.708765	35.503778
Micro	16	6	32.708765	35.503778
Secular Centre	16	65	32.708765	35.503778
Sectoral	16	5	32.708765	35.503778
Right	16	162	32.708765	35.503778
Left	16	44	32.708765	35.503778
Orthodox	16	167	32.708765	35.503778
Arab-Israeli	16	0	32.708765	35.503778
Micro	16	5	32.708765	35.503778
Secular Centre	16	54	32.708765	35.503778
Sectoral	16	10	32.708765	35.503778
Right	16	139	32.708765	35.503778
Left	16	168	32.686529	35.420897
Orthodox	16	29	32.686529	35.420897
Arab-Israeli	16	0	32.686529	35.420897
Micro	16	7	32.686529	35.420897
Secular Centre	16	85	32.686529	35.420897
Sectoral	16	8	32.686529	35.420897
Right	16	107	32.686529	35.420897
Left	16	160	32.686529	35.420897
Orthodox	16	31	32.686529	35.420897
Arab-Israeli	16	1	32.686529	35.420897
Micro	16	6	32.686529	35.420897
Secular Centre	16	70	32.686529	35.420897
Sectoral	16	11	32.686529	35.420897
Right	16	119	32.686529	35.420897
Left	16	137	32.686529	35.420897
Orthodox	16	16	32.686529	35.420897
Arab-Israeli	16	1	32.686529	35.420897
Micro	16	7	32.686529	35.420897
Secular Centre	16	80	32.686529	35.420897
Sectoral	16	10	32.686529	35.420897
Right	16	118	32.686529	35.420897
Left	16	36	32.667515	35.557392
Orthodox	16	68	32.667515	35.557392
Arab-Israeli	16	0	32.667515	35.557392
Micro	16	28	32.667515	35.557392
Secular Centre	16	0	32.667515	35.557392
Sectoral	16	3	32.667515	35.557392
Right	16	171	32.667515	35.557392
Left	16	52	32.667515	35.557392
Orthodox	16	60	32.667515	35.557392
Arab-Israeli	16	0	32.667515	35.557392
Micro	16	1	32.667515	35.557392
Secular Centre	16	32	32.667515	35.557392
Sectoral	16	11	32.667515	35.557392
Right	16	155	32.667515	35.557392
Left	16	55	32.753908	35.408188
Orthodox	16	10	32.753908	35.408188
Arab-Israeli	16	1	32.753908	35.408188
Micro	16	7	32.753908	35.408188
Secular Centre	16	46	32.753908	35.408188
Sectoral	16	10	32.753908	35.408188
Right	16	108	32.753908	35.408188
Left	16	29	31.688209	34.888222
Orthodox	16	90	31.688209	34.888222
Arab-Israeli	16	1	31.688209	34.888222
Micro	16	1	31.688209	34.888222
Secular Centre	16	1	31.688209	34.888222
Sectoral	16	0	31.688209	34.888222
Right	16	33	31.688209	34.888222
Left	16	96	32.6904999	34.9430732
Orthodox	16	62	32.6904999	34.9430732
Arab-Israeli	16	2	32.6904999	34.9430732
Micro	16	12	32.6904999	34.9430732
Secular Centre	16	52	32.6904999	34.9430732
Sectoral	16	18	32.6904999	34.9430732
Right	16	117	32.6904999	34.9430732
Left	16	11	32.6904999	34.9430732
Orthodox	16	89	32.6904999	34.9430732
Arab-Israeli	16	2	32.6904999	34.9430732
Micro	16	5	32.6904999	34.9430732
Secular Centre	16	26	32.6904999	34.9430732
Sectoral	16	43	32.6904999	34.9430732
Right	16	131	32.6904999	34.9430732
Left	16	73	32.6904999	34.9430732
Orthodox	16	135	32.6904999	34.9430732
Arab-Israeli	16	0	32.6904999	34.9430732
Micro	16	2	32.6904999	34.9430732
Secular Centre	16	46	32.6904999	34.9430732
Sectoral	16	8	32.6904999	34.9430732
Right	16	231	32.6904999	34.9430732
Left	16	132	32.6904999	34.9430732
Orthodox	16	84	32.6904999	34.9430732
Arab-Israeli	16	2	32.6904999	34.9430732
Micro	16	6	32.6904999	34.9430732
Secular Centre	16	96	32.6904999	34.9430732
Sectoral	16	15	32.6904999	34.9430732
Right	16	224	32.6904999	34.9430732
Left	16	115	32.6904999	34.9430732
Orthodox	16	68	32.6904999	34.9430732
Arab-Israeli	16	0	32.6904999	34.9430732
Micro	16	2	32.6904999	34.9430732
Secular Centre	16	58	32.6904999	34.9430732
Sectoral	16	16	32.6904999	34.9430732
Right	16	167	32.6904999	34.9430732
Left	16	34	31.625691	34.69528
Orthodox	16	25	31.625691	34.69528
Arab-Israeli	16	0	31.625691	34.69528
Micro	16	1	31.625691	34.69528
Secular Centre	16	10	31.625691	34.69528
Sectoral	16	0	31.625691	34.69528
Right	16	123	31.625691	34.69528
Left	16	269	32.714209	35.562746
Orthodox	16	9	32.714209	35.562746
Arab-Israeli	16	1	32.714209	35.562746
Micro	16	8	32.714209	35.562746
Secular Centre	16	65	32.714209	35.562746
Sectoral	16	7	32.714209	35.562746
Right	16	41	32.714209	35.562746
Left	16	31	32.789973	35.507851
Orthodox	16	3	32.789973	35.507851
Arab-Israeli	16	0	32.789973	35.507851
Micro	16	1	32.789973	35.507851
Secular Centre	16	15	32.789973	35.507851
Sectoral	16	1	32.789973	35.507851
Right	16	35	32.789973	35.507851
Left	16	0	31.628848	34.952732
Orthodox	16	66	31.628848	34.952732
Arab-Israeli	16	0	31.628848	34.952732
Micro	16	0	31.628848	34.952732
Secular Centre	16	0	31.628848	34.952732
Sectoral	16	2	31.628848	34.952732
Right	16	35	31.628848	34.952732
Left	16	244	32.707237	35.575089
Orthodox	16	2	32.707237	35.575089
Arab-Israeli	16	1	32.707237	35.575089
Micro	16	2	32.707237	35.575089
Secular Centre	16	35	32.707237	35.575089
Sectoral	16	16	32.707237	35.575089
Right	16	17	32.707237	35.575089
Left	16	110	32.723787	35.565242
Orthodox	16	10	32.723787	35.565242
Arab-Israeli	16	1	32.723787	35.565242
Micro	16	6	32.723787	35.565242
Secular Centre	16	39	32.723787	35.565242
Sectoral	16	6	32.723787	35.565242
Right	16	97	32.723787	35.565242
Left	16	29	31.899841	34.900086
Orthodox	16	101	31.899841	34.900086
Arab-Israeli	16	1	31.899841	34.900086
Micro	16	7	31.899841	34.900086
Secular Centre	16	16	31.899841	34.900086
Sectoral	16	2	31.899841	34.900086
Right	16	248	31.899841	34.900086
Left	16	29	32.839494	35.499849
Orthodox	16	87	32.839494	35.499849
Arab-Israeli	16	2	32.839494	35.499849
Micro	16	5	32.839494	35.499849
Secular Centre	16	15	32.839494	35.499849
Sectoral	16	2	32.839494	35.499849
Right	16	144	32.839494	35.499849
Left	16	28	32.839494	35.499849
Orthodox	16	80	32.839494	35.499849
Arab-Israeli	16	2	32.839494	35.499849
Micro	16	3	32.839494	35.499849
Secular Centre	16	7	32.839494	35.499849
Sectoral	16	1	32.839494	35.499849
Right	16	188	32.839494	35.499849
Left	16	301	32.605823	35.307384
Orthodox	16	7	32.605823	35.307384
Arab-Israeli	16	0	32.605823	35.307384
Micro	16	6	32.605823	35.307384
Secular Centre	16	23	32.605823	35.307384
Sectoral	16	13	32.605823	35.307384
Right	16	14	32.605823	35.307384
Left	16	166	31.556197	34.602305
Orthodox	16	0	31.556197	34.602305
Arab-Israeli	16	0	31.556197	34.602305
Micro	16	26	31.556197	34.602305
Secular Centre	16	11	31.556197	34.602305
Sectoral	16	8	31.556197	34.602305
Right	16	5	31.556197	34.602305
Left	16	216	31.309697	34.402075
Orthodox	16	1	31.309697	34.402075
Arab-Israeli	16	2	31.309697	34.402075
Micro	16	2	31.309697	34.402075
Secular Centre	16	8	31.309697	34.402075
Sectoral	16	12	31.309697	34.402075
Right	16	8	31.309697	34.402075
Left	16	26	31.8124543	34.6458959
Orthodox	16	37	31.8124543	34.6458959
Arab-Israeli	16	3	31.8124543	34.6458959
Micro	16	8	31.8124543	34.6458959
Secular Centre	16	53	31.8124543	34.6458959
Sectoral	16	53	31.8124543	34.6458959
Right	16	127	31.8124543	34.6458959
Left	16	95	31.80233209999999	34.6401185
Orthodox	16	34	31.80233209999999	34.6401185
Arab-Israeli	16	1	31.80233209999999	34.6401185
Micro	16	4	31.80233209999999	34.6401185
Secular Centre	16	35	31.80233209999999	34.6401185
Sectoral	16	14	31.80233209999999	34.6401185
Right	16	170	31.80233209999999	34.6401185
Left	16	67	31.8086302	34.6445395
Orthodox	16	69	31.8086302	34.6445395
Arab-Israeli	16	0	31.8086302	34.6445395
Micro	16	3	31.8086302	34.6445395
Secular Centre	16	46	31.8086302	34.6445395
Sectoral	16	14	31.8086302	34.6445395
Right	16	166	31.8086302	34.6445395
Left	16	57	31.8039021	34.6465645
Orthodox	16	72	31.8039021	34.6465645
Arab-Israeli	16	3	31.8039021	34.6465645
Micro	16	8	31.8039021	34.6465645
Secular Centre	16	45	31.8039021	34.6465645
Sectoral	16	33	31.8039021	34.6465645
Right	16	133	31.8039021	34.6465645
Left	16	55	31.8124783	34.6461517
Orthodox	16	82	31.8124783	34.6461517
Arab-Israeli	16	0	31.8124783	34.6461517
Micro	16	3	31.8124783	34.6461517
Secular Centre	16	47	31.8124783	34.6461517
Sectoral	16	12	31.8124783	34.6461517
Right	16	185	31.8124783	34.6461517
Left	16	33	31.8086302	34.6445395
Orthodox	16	81	31.8086302	34.6445395
Arab-Israeli	16	3	31.8086302	34.6445395
Micro	16	5	31.8086302	34.6445395
Secular Centre	16	54	31.8086302	34.6445395
Sectoral	16	49	31.8086302	34.6445395
Right	16	201	31.8086302	34.6445395
Left	16	48	31.8124543	34.6458959
Orthodox	16	66	31.8124543	34.6458959
Arab-Israeli	16	2	31.8124543	34.6458959
Micro	16	3	31.8124543	34.6458959
Secular Centre	16	48	31.8124543	34.6458959
Sectoral	16	21	31.8124543	34.6458959
Right	16	206	31.8124543	34.6458959
Left	16	20	31.8093822	34.6486043
Orthodox	16	44	31.8093822	34.6486043
Arab-Israeli	16	1	31.8093822	34.6486043
Micro	16	2	31.8093822	34.6486043
Secular Centre	16	25	31.8093822	34.6486043
Sectoral	16	12	31.8093822	34.6486043
Right	16	96	31.8093822	34.6486043
Left	16	45	31.805497	34.658573
Orthodox	16	86	31.805497	34.658573
Arab-Israeli	16	0	31.805497	34.658573
Micro	16	4	31.805497	34.658573
Secular Centre	16	61	31.805497	34.658573
Sectoral	16	17	31.805497	34.658573
Right	16	197	31.805497	34.658573
Left	16	27	31.8086269	34.6529243
Orthodox	16	65	31.8086269	34.6529243
Arab-Israeli	16	1	31.8086269	34.6529243
Micro	16	3	31.8086269	34.6529243
Secular Centre	16	32	31.8086269	34.6529243
Sectoral	16	24	31.8086269	34.6529243
Right	16	159	31.8086269	34.6529243
Left	16	48	31.8072563	34.65536240000001
Orthodox	16	72	31.8072563	34.65536240000001
Arab-Israeli	16	2	31.8072563	34.65536240000001
Micro	16	7	31.8072563	34.65536240000001
Secular Centre	16	62	31.8072563	34.65536240000001
Sectoral	16	20	31.8072563	34.65536240000001
Right	16	195	31.8072563	34.65536240000001
Left	16	26	31.80605	34.656718
Orthodox	16	63	31.80605	34.656718
Arab-Israeli	16	1	31.80605	34.656718
Micro	16	2	31.80605	34.656718
Secular Centre	16	39	31.80605	34.656718
Sectoral	16	16	31.80605	34.656718
Right	16	173	31.80605	34.656718
Left	16	32	31.8040997	34.6527168
Orthodox	16	80	31.8040997	34.6527168
Arab-Israeli	16	1	31.8040997	34.6527168
Micro	16	2	31.8040997	34.6527168
Secular Centre	16	35	31.8040997	34.6527168
Sectoral	16	17	31.8040997	34.6527168
Right	16	192	31.8040997	34.6527168
Left	16	29	31.8058188	34.6504402
Orthodox	16	77	31.8058188	34.6504402
Arab-Israeli	16	0	31.8058188	34.6504402
Micro	16	4	31.8058188	34.6504402
Secular Centre	16	48	31.8058188	34.6504402
Sectoral	16	23	31.8058188	34.6504402
Right	16	189	31.8058188	34.6504402
Left	16	48	31.8044813	34.6497187
Orthodox	16	75	31.8044813	34.6497187
