Bloc	Knesset	Votes	Latitude	Longitude
Secular Centre	14	64	32.686919	35.604656
Arab-Israeli	14	1	32.686919	35.604656
Right	14	161	32.686919	35.604656
Sectoral	14	0	32.686919	35.604656
Left	14	219	32.558698	35.55277299999999
Orthodox	14	29	32.558698	35.55277299999999
Micro	14	6	32.558698	35.55277299999999
Secular Centre	14	22	32.558698	35.55277299999999
Arab-Israeli	14	0	32.558698	35.55277299999999
Right	14	115	32.558698	35.55277299999999
Sectoral	14	0	32.558698	35.55277299999999
Left	14	67	32.49407	35.550767
Orthodox	14	1	32.49407	35.550767
Micro	14	5	32.49407	35.550767
Secular Centre	14	0	32.49407	35.550767
Arab-Israeli	14	457	32.49407	35.550767
Right	14	3	32.49407	35.550767
Sectoral	14	0	32.49407	35.550767
Left	14	144	32.783393	35.640119
Orthodox	14	3	32.783393	35.640119
Micro	14	5	32.783393	35.640119
Secular Centre	14	0	32.783393	35.640119
Arab-Israeli	14	624	32.783393	35.640119
Right	14	5	32.783393	35.640119
Sectoral	14	0	32.783393	35.640119
Left	14	52	33.087634	35.17343
Orthodox	14	126	33.087634	35.17343
Micro	14	9	33.087634	35.17343
Secular Centre	14	2	33.087634	35.17343
Arab-Israeli	14	0	33.087634	35.17343
Right	14	161	33.087634	35.17343
Sectoral	14	52	33.087634	35.17343
Left	14	40	33.172527	35.607938
Orthodox	14	67	33.172527	35.607938
Micro	14	9	33.172527	35.607938
Secular Centre	14	12	33.172527	35.607938
Arab-Israeli	14	1	33.172527	35.607938
Right	14	504	33.172527	35.607938
Sectoral	14	64	33.172527	35.607938
Left	14	94	31.889854	34.842094
Orthodox	14	103	31.889854	34.842094
Micro	14	22	31.889854	34.842094
Secular Centre	14	9	31.889854	34.842094
Arab-Israeli	14	0	31.889854	34.842094
Right	14	191	31.889854	34.842094
Sectoral	14	28	31.889854	34.842094
Left	14	179	31.70261	34.689968
Orthodox	14	73	31.70261	34.689968
Micro	14	21	31.70261	34.689968
Secular Centre	14	21	31.70261	34.689968
Arab-Israeli	14	2	31.70261	34.689968
Right	14	184	31.70261	34.689968
Sectoral	14	67	31.70261	34.689968
Left	14	183	32.549975	35.183497
Orthodox	14	146	32.549975	35.183497
Micro	14	6	32.549975	35.183497
Secular Centre	14	13	32.549975	35.183497
Arab-Israeli	14	0	32.549975	35.183497
Right	14	168	32.549975	35.183497
Sectoral	14	4	32.549975	35.183497
Left	14	150	32.369216	34.993129
Orthodox	14	168	32.369216	34.993129
Micro	14	20	32.369216	34.993129
Secular Centre	14	9	32.369216	34.993129
Arab-Israeli	14	0	32.369216	34.993129
Right	14	291	32.369216	34.993129
Sectoral	14	52	32.369216	34.993129
Left	14	387	31.745864	34.755932
Orthodox	14	117	31.745864	34.755932
Micro	14	27	31.745864	34.755932
Secular Centre	14	50	31.745864	34.755932
Arab-Israeli	14	1	31.745864	34.755932
Right	14	178	31.745864	34.755932
Sectoral	14	3	31.745864	34.755932
Left	14	99	31.780095	34.770572
Orthodox	14	103	31.780095	34.770572
Micro	14	12	31.780095	34.770572
Secular Centre	14	5	31.780095	34.770572
Arab-Israeli	14	104	31.780095	34.770572
Right	14	222	31.780095	34.770572
Sectoral	14	51	31.780095	34.770572
Left	14	66	31.783058	35.161117
Orthodox	14	54	31.783058	35.161117
Micro	14	54	31.783058	35.161117
Secular Centre	14	3	31.783058	35.161117
Arab-Israeli	14	0	31.783058	35.161117
Right	14	72	31.783058	35.161117
Sectoral	14	295	31.783058	35.161117
Left	14	107	31.82552	34.68254
Orthodox	14	133	31.82552	34.68254
Micro	14	9	31.82552	34.68254
Secular Centre	14	11	31.82552	34.68254
Arab-Israeli	14	3	31.82552	34.68254
Right	14	120	31.82552	34.68254
Sectoral	14	6	31.82552	34.68254
Left	14	35	32.947834	35.548516
Orthodox	14	5	32.947834	35.548516
Micro	14	0	32.947834	35.548516
Secular Centre	14	0	32.947834	35.548516
Arab-Israeli	14	284	32.947834	35.548516
Right	14	0	32.947834	35.548516
Sectoral	14	0	32.947834	35.548516
Left	14	89	31.780385	35.010102
Orthodox	14	169	31.780385	35.010102
Micro	14	19	31.780385	35.010102
Secular Centre	14	11	31.780385	35.010102
Arab-Israeli	14	1	31.780385	35.010102
Right	14	150	31.780385	35.010102
Sectoral	14	40	31.780385	35.010102
Left	14	85	31.326275	34.612069
Orthodox	14	0	31.326275	34.612069
Micro	14	4	31.326275	34.612069
Secular Centre	14	0	31.326275	34.612069
Arab-Israeli	14	735	31.326275	34.612069
Right	14	0	31.326275	34.612069
Sectoral	14	0	31.326275	34.612069
Left	14	72	31.85722299999999	34.727432
Orthodox	14	59	31.85722299999999	34.727432
Micro	14	8	31.85722299999999	34.727432
Secular Centre	14	0	31.85722299999999	34.727432
Arab-Israeli	14	25	31.85722299999999	34.727432
Right	14	155	31.85722299999999	34.727432
Sectoral	14	81	31.85722299999999	34.727432
Left	14	283	31.57794	34.658391
Orthodox	14	68	31.57794	34.658391
Micro	14	5	31.57794	34.658391
Secular Centre	14	26	31.57794	34.658391
Arab-Israeli	14	0	31.57794	34.658391
Right	14	118	31.57794	34.658391
Sectoral	14	14	31.57794	34.658391
Left	14	248	32.387701	34.990826
Orthodox	14	128	32.387701	34.990826
Micro	14	10	32.387701	34.990826
Secular Centre	14	22	32.387701	34.990826
Arab-Israeli	14	16	32.387701	34.990826
Right	14	311	32.387701	34.990826
Sectoral	14	1	32.387701	34.990826
Left	14	220	32.09634	34.920628
Orthodox	14	164	32.09634	34.920628
Micro	14	6	32.09634	34.920628
Secular Centre	14	19	32.09634	34.920628
Arab-Israeli	14	1	32.09634	34.920628
Right	14	206	32.09634	34.920628
Sectoral	14	9	32.09634	34.920628
Left	14	241	32.274901	34.93418
Orthodox	14	25	32.274901	34.93418
Micro	14	131	32.274901	34.93418
Secular Centre	14	1	32.274901	34.93418
Arab-Israeli	14	436	32.274901	34.93418
Right	14	28	32.274901	34.93418
Sectoral	14	1	32.274901	34.93418
Left	14	56	32.742897	35.09615
Orthodox	14	0	32.742897	35.09615
Micro	14	25	32.742897	35.09615
Secular Centre	14	0	32.742897	35.09615
Arab-Israeli	14	625	32.742897	35.09615
Right	14	4	32.742897	35.09615
Sectoral	14	0	32.742897	35.09615
Left	14	50	31.332164	34.860437
Orthodox	14	115	31.332164	34.860437
Micro	14	20	31.332164	34.860437
Secular Centre	14	6	31.332164	34.860437
Arab-Israeli	14	3	31.332164	34.860437
Right	14	145	31.332164	34.860437
Sectoral	14	43	31.332164	34.860437
Left	14	278	31.247569	34.861193
Orthodox	14	52	31.247569	34.861193
Micro	14	9	31.247569	34.861193
Secular Centre	14	31	31.247569	34.861193
Arab-Israeli	14	1	31.247569	34.861193
Right	14	171	31.247569	34.861193
Sectoral	14	39	31.247569	34.861193
