Bloc,Knesset,Votes,Latitude,Longitude
Arab-Israeli,18,6,29.5638466,34.9528804
Secular Centre,18,112,29.5638466,34.9528804
Left,18,27,29.5669125,34.9513304
Micro,18,8,29.5669125,34.9513304
Right,18,146,29.5669125,34.9513304
Orthodox,18,26,29.5669125,34.9513304
Arab-Israeli,18,0,29.5669125,34.9513304
Secular Centre,18,115,29.5669125,34.9513304
Left,18,12,29.5578383,34.949069
Micro,18,9,29.5578383,34.949069
Right,18,120,29.5578383,34.949069
Orthodox,18,23,29.5578383,34.949069
Arab-Israeli,18,4,29.5578383,34.949069
Secular Centre,18,74,29.5578383,34.949069
Left,18,3,32.682085,35.320743
Micro,18,5,32.682085,35.320743
Right,18,1,32.682085,35.320743
Orthodox,18,1,32.682085,35.320743
Arab-Israeli,18,315,32.682085,35.320743
Secular Centre,18,4,32.682085,35.320743
Left,18,0,32.049965,34.9476137
Micro,18,1,32.049965,34.9476137
Right,18,15,32.049965,34.9476137
Orthodox,18,572,32.049965,34.9476137
Arab-Israeli,18,0,32.049965,34.9476137
Secular Centre,18,0,32.049965,34.9476137
Left,18,1,32.0525967,34.9504076
Micro,18,0,32.0525967,34.9504076
Right,18,18,32.0525967,34.9504076
Orthodox,18,370,32.0525967,34.9504076
Arab-Israeli,18,1,32.0525967,34.9504076
Secular Centre,18,0,32.0525967,34.9504076
Left,18,26,32.821799,35.19012
Micro,18,3,32.821799,35.19012
Right,18,4,32.821799,35.19012
Orthodox,18,3,32.821799,35.19012
Arab-Israeli,18,403,32.821799,35.19012
Secular Centre,18,13,32.821799,35.19012
Left,18,8,32.104637,35.17451399999999
Micro,18,11,32.104637,35.17451399999999
Right,18,335,32.104637,35.17451399999999
Orthodox,18,6,32.104637,35.17451399999999
Arab-Israeli,18,1,32.104637,35.17451399999999
Secular Centre,18,30,32.104637,35.17451399999999
Left,18,6,32.105417,35.17541629999999
Micro,18,12,32.105417,35.17541629999999
Right,18,381,32.105417,35.17541629999999
Orthodox,18,5,32.105417,35.17541629999999
Arab-Israeli,18,1,32.105417,35.17541629999999
Secular Centre,18,29,32.105417,35.17541629999999
Left,18,8,31.8124543,34.6458959
Micro,18,7,31.8124543,34.6458959
Right,18,153,31.8124543,34.6458959
Orthodox,18,47,31.8124543,34.6458959
Arab-Israeli,18,1,31.8124543,34.6458959
Secular Centre,18,33,31.8124543,34.6458959
Left,18,9,31.8064498,34.6423104
Micro,18,19,31.8064498,34.6423104
Right,18,154,31.8064498,34.6423104
Orthodox,18,69,31.8064498,34.6423104
Arab-Israeli,18,0,31.8064498,34.6423104
Secular Centre,18,57,31.8064498,34.6423104
Left,18,1,31.8064498,34.6423104
Micro,18,1,31.8064498,34.6423104
Right,18,17,31.8064498,34.6423104
Orthodox,18,382,31.8064498,34.6423104
Arab-Israeli,18,0,31.8064498,34.6423104
Secular Centre,18,1,31.8064498,34.6423104
Left,18,13,31.8039021,34.6465645
Micro,18,8,31.8039021,34.6465645
Right,18,113,31.8039021,34.6465645
Orthodox,18,27,31.8039021,34.6465645
Arab-Israeli,18,0,31.8039021,34.6465645
Secular Centre,18,34,31.8039021,34.6465645
Left,18,9,31.8124543,34.6458959
Micro,18,8,31.8124543,34.6458959
Right,18,174,31.8124543,34.6458959
Orthodox,18,58,31.8124543,34.6458959
Arab-Israeli,18,1,31.8124543,34.6458959
Secular Centre,18,28,31.8124543,34.6458959
Left,18,5,31.8064498,34.6423104
Micro,18,7,31.8064498,34.6423104
Right,18,95,31.8064498,34.6423104
Orthodox,18,273,31.8064498,34.6423104
Arab-Israeli,18,0,31.8064498,34.6423104
Secular Centre,18,19,31.8064498,34.6423104
Left,18,9,31.8124543,34.6458959
Micro,18,11,31.8124543,34.6458959
Right,18,158,31.8124543,34.6458959
Orthodox,18,69,31.8124543,34.6458959
Arab-Israeli,18,0,31.8124543,34.6458959
Secular Centre,18,38,31.8124543,34.6458959
Left,18,11,31.8093822,34.6486043
Micro,18,8,31.8093822,34.6486043
Right,18,121,31.8093822,34.6486043
Orthodox,18,27,31.8093822,34.6486043
Arab-Israeli,18,0,31.8093822,34.6486043
Secular Centre,18,19,31.8093822,34.6486043
Left,18,50,31.805497,34.658573
Micro,18,5,31.805497,34.658573
Right,18,144,31.805497,34.658573
Orthodox,18,31,31.805497,34.658573
Arab-Israeli,18,0,31.805497,34.658573
Secular Centre,18,78,31.805497,34.658573
Left,18,55,31.8086269,34.6529243
Micro,18,14,31.8086269,34.6529243
Right,18,166,31.8086269,34.6529243
Orthodox,18,26,31.8086269,34.6529243
Arab-Israeli,18,0,31.8086269,34.6529243
Secular Centre,18,107,31.8086269,34.6529243
Left,18,31,31.8072563,34.65536240000001
Micro,18,9,31.8072563,34.65536240000001
Right,18,208,31.8072563,34.65536240000001
Orthodox,18,50,31.8072563,34.65536240000001
Arab-Israeli,18,1,31.8072563,34.65536240000001
Secular Centre,18,92,31.8072563,34.65536240000001
Left,18,53,31.80605,34.656718
Micro,18,7,31.80605,34.656718
Right,18,153,31.80605,34.656718
Orthodox,18,40,31.80605,34.656718
Arab-Israeli,18,0,31.80605,34.656718
Secular Centre,18,83,31.80605,34.656718
Left,18,4,31.8040997,34.6527168
Micro,18,7,31.8040997,34.6527168
Right,18,232,31.8040997,34.6527168
Orthodox,18,47,31.8040997,34.6527168
Arab-Israeli,18,0,31.8040997,34.6527168
Secular Centre,18,37,31.8040997,34.6527168
Left,18,14,31.8064201,34.6507703
Micro,18,9,31.8064201,34.6507703
Right,18,345,31.8064201,34.6507703
Orthodox,18,8,31.8064201,34.6507703
Arab-Israeli,18,1,31.8064201,34.6507703
Secular Centre,18,65,31.8064201,34.6507703
Left,18,18,31.8044425,34.6505006
Micro,18,8,31.8044425,34.6505006
Right,18,346,31.8044425,34.6505006
Orthodox,18,32,31.8044425,34.6505006
Arab-Israeli,18,0,31.8044425,34.6505006
Secular Centre,18,75,31.8044425,34.6505006
Left,18,6,31.804381,34.655314
Micro,18,17,31.804381,34.655314
Right,18,212,31.804381,34.655314
Orthodox,18,74,31.804381,34.655314
Arab-Israeli,18,0,31.804381,34.655314
Secular Centre,18,47,31.804381,34.655314
Left,18,37,31.8093822,34.6486043
Micro,18,12,31.8093822,34.6486043
Right,18,172,31.8093822,34.6486043
Orthodox,18,16,31.8093822,34.6486043
Arab-Israeli,18,0,31.8093822,34.6486043
Secular Centre,18,97,31.8093822,34.6486043
Left,18,0,31.8014291,34.6642253
Micro,18,0,31.8014291,34.6642253
Right,18,9,31.8014291,34.6642253
Orthodox,18,510,31.8014291,34.6642253
Arab-Israeli,18,0,31.8014291,34.6642253
Secular Centre,18,0,31.8014291,34.6642253
Left,18,11,31.8039021,34.6465645
Micro,18,7,31.8039021,34.6465645
Right,18,321,31.8039021,34.6465645
Orthodox,18,14,31.8039021,34.6465645
Arab-Israeli,18,0,31.8039021,34.6465645
Secular Centre,18,44,31.8039021,34.6465645
Left,18,44,31.808694,34.6490816
Micro,18,8,31.808694,34.6490816
Right,18,174,31.808694,34.6490816
Orthodox,18,44,31.808694,34.6490816
Arab-Israeli,18,0,31.808694,34.6490816
Secular Centre,18,120,31.808694,34.6490816
Left,18,8,31.7976215,34.6448173
Micro,18,4,31.7976215,34.6448173
Right,18,125,31.7976215,34.6448173
Orthodox,18,91,31.7976215,34.6448173
Arab-Israeli,18,1,31.7976215,34.6448173
Secular Centre,18,22,31.7976215,34.6448173
Left,18,15,31.8072563,34.65536240000001
Micro,18,5,31.8072563,34.65536240000001
Right,18,155,31.8072563,34.65536240000001
Orthodox,18,49,31.8072563,34.65536240000001
Arab-Israeli,18,0,31.8072563,34.65536240000001
Secular Centre,18,56,31.8072563,34.65536240000001
Left,18,25,31.8064498,34.6423104
Micro,18,12,31.8064498,34.6423104
Right,18,211,31.8064498,34.6423104
Orthodox,18,48,31.8064498,34.6423104
Arab-Israeli,18,0,31.8064498,34.6423104
Secular Centre,18,76,31.8064498,34.6423104
Left,18,25,31.792117,34.658808
Micro,18,11,31.792117,34.658808
Right,18,235,31.792117,34.658808
Orthodox,18,45,31.792117,34.658808
Arab-Israeli,18,0,31.792117,34.658808
Secular Centre,18,76,31.792117,34.658808
Left,18,12,31.7944369,34.65378250000001
Micro,18,5,31.7944369,34.65378250000001
Right,18,113,31.7944369,34.65378250000001
Orthodox,18,39,31.7944369,34.65378250000001
Arab-Israeli,18,1,31.7944369,34.65378250000001
Secular Centre,18,26,31.7944369,34.65378250000001
Left,18,0,31.7929633,34.7047908
Micro,18,0,31.7929633,34.7047908
Right,18,8,31.7929633,34.7047908
Orthodox,18,6,31.7929633,34.7047908
Arab-Israeli,18,0,31.7929633,34.7047908
Secular Centre,18,3,31.7929633,34.7047908
Left,18,7,31.6633566,34.5858855
Micro,18,5,31.6633566,34.5858855
Right,18,250,31.6633566,34.5858855
Orthodox,18,25,31.6633566,34.5858855
Arab-Israeli,18,0,31.6633566,34.5858855
Secular Centre,18,53,31.6633566,34.5858855
Left,18,13,31.6633566,34.5858855
Micro,18,5,31.6633566,34.5858855
Right,18,212,31.6633566,34.5858855
Orthodox,18,62,31.6633566,34.5858855
Arab-Israeli,18,0,31.6633566,34.5858855
Secular Centre,18,22,31.6633566,34.5858855
Left,18,16,31.6638896,34.576336
Micro,18,7,31.6638896,34.576336
Right,18,172,31.6638896,34.576336
Orthodox,18,40,31.6638896,34.576336
Arab-Israeli,18,0,31.6638896,34.576336
Secular Centre,18,33,31.6638896,34.576336
Left,18,94,31.6638896,34.576336
Micro,18,17,31.6638896,34.576336
Right,18,111,31.6638896,34.576336
Orthodox,18,4,31.6638896,34.576336
Arab-Israeli,18,0,31.6638896,34.576336
Secular Centre,18,91,31.6638896,34.576336
Left,18,51,31.667015,34.577701
Micro,18,12,31.667015,34.577701
Right,18,196,31.667015,34.577701
Orthodox,18,29,31.667015,34.577701
Arab-Israeli,18,0,31.667015,34.577701
Secular Centre,18,115,31.667015,34.577701
Left,18,13,31.6633566,34.5858855
Micro,18,11,31.6633566,34.5858855
Right,18,196,31.6633566,34.5858855
Orthodox,18,74,31.6633566,34.5858855
Arab-Israeli,18,0,31.6633566,34.5858855
Secular Centre,18,34,31.6633566,34.5858855
Left,18,38,31.6673952,34.5914168
Micro,18,4,31.6673952,34.5914168
Right,18,223,31.6673952,34.5914168
Orthodox,18,41,31.6673952,34.5914168
Arab-Israeli,18,1,31.6673952,34.5914168
Secular Centre,18,83,31.6673952,34.5914168
Left,18,10,31.6673952,34.5914168
Micro,18,5,31.6673952,34.5914168
Right,18,209,31.6673952,34.5914168
Orthodox,18,46,31.6673952,34.5914168
Arab-Israeli,18,0,31.6673952,34.5914168
Secular Centre,18,50,31.6673952,34.5914168
Left,18,7,31.6679249,34.590697
Micro,18,9,31.6679249,34.590697
Right,18,291,31.6679249,34.590697
Orthodox,18,13,31.6679249,34.590697
Arab-Israeli,18,0,31.6679249,34.590697
Secular Centre,18,51,31.6679249,34.590697
Left,18,61,31.6699456,34.5763291
Micro,18,8,31.6699456,34.5763291
Right,18,214,31.6699456,34.5763291
Orthodox,18,57,31.6699456,34.5763291
Arab-Israeli,18,0,31.6699456,34.5763291
Secular Centre,18,107,31.6699456,34.5763291
Left,18,2,31.6699456,34.5763291
Micro,18,8,31.6699456,34.5763291
Right,18,335,31.6699456,34.5763291
Orthodox,18,21,31.6699456,34.5763291
Arab-Israeli,18,1,31.6699456,34.5763291
Secular Centre,18,32,31.6699456,34.5763291
Left,18,14,31.6766618,34.58324950000001
Micro,18,10,31.6766618,34.58324950000001
Right,18,251,31.6766618,34.58324950000001
Orthodox,18,107,31.6766618,34.58324950000001
Arab-Israeli,18,0,31.6766618,34.58324950000001
Secular Centre,18,45,31.6766618,34.58324950000001
Left,18,18,31.6565,34.5830549
Micro,18,6,31.6565,34.5830549
Right,18,291,31.6565,34.5830549
Orthodox,18,37,31.6565,34.5830549
Arab-Israeli,18,0,31.6565,34.5830549
Secular Centre,18,68,31.6565,34.5830549
Left,18,9,31.6530715,34.5827053
Micro,18,12,31.6530715,34.5827053
Right,18,247,31.6530715,34.5827053
Orthodox,18,13,31.6530715,34.5827053
Arab-Israeli,18,0,31.6530715,34.5827053
Secular Centre,18,43,31.6530715,34.5827053
Left,18,0,31.667015,34.577701
Micro,18,1,31.667015,34.577701
Right,18,4,31.667015,34.577701
Orthodox,18,1,31.667015,34.577701
Arab-Israeli,18,0,31.667015,34.577701
Secular Centre,18,0,31.667015,34.577701
Left,18,19,32.422891,35.035764
Micro,18,2,32.422891,35.035764
Right,18,1,32.422891,35.035764
Orthodox,18,0,32.422891,35.035764
Arab-Israeli,18,290,32.422891,35.035764
Secular Centre,18,0,32.422891,35.035764
Left,18,21,32.422891,35.035764
Micro,18,1,32.422891,35.035764
Right,18,2,32.422891,35.035764
Orthodox,18,0,32.422891,35.035764
Arab-Israeli,18,307,32.422891,35.035764
Secular Centre,18,1,32.422891,35.035764
Left,18,34,31.9315356,34.8331405
Micro,18,10,31.9315356,34.8331405
Right,18,157,31.9315356,34.8331405
Orthodox,18,33,31.9315356,34.8331405
Arab-Israeli,18,0,31.9315356,34.8331405
Secular Centre,18,124,31.9315356,34.8331405
Left,18,8,31.2659781,34.793483
Micro,18,2,31.2659781,34.793483
Right,18,87,31.2659781,34.793483
Orthodox,18,39,31.2659781,34.793483
Arab-Israeli,18,0,31.2659781,34.793483
Secular Centre,18,15,31.2659781,34.793483
Left,18,8,31.2678906,34.800144
Micro,18,5,31.2678906,34.800144
Right,18,81,31.2678906,34.800144
Orthodox,18,31,31.2678906,34.800144
Arab-Israeli,18,0,31.2678906,34.800144
Secular Centre,18,18,31.2678906,34.800144
Left,18,7,31.2678906,34.800144
Micro,18,10,31.2678906,34.800144
Right,18,193,31.2678906,34.800144
Orthodox,18,34,31.2678906,34.800144
Arab-Israeli,18,0,31.2678906,34.800144
Secular Centre,18,24,31.2678906,34.800144
Left,18,44,31.2659781,34.793483
Micro,18,13,31.2659781,34.793483
Right,18,104,31.2659781,34.793483
Orthodox,18,20,31.2659781,34.793483
Arab-Israeli,18,1,31.2659781,34.793483
Secular Centre,18,45,31.2659781,34.793483
Left,18,21,31.2707324,34.7916634
Micro,18,6,31.2707324,34.7916634
Right,18,133,31.2707324,34.7916634
Orthodox,18,59,31.2707324,34.7916634
Arab-Israeli,18,0,31.2707324,34.7916634
Secular Centre,18,47,31.2707324,34.7916634
Left,18,25,31.2626081,34.7914255
Micro,18,7,31.2626081,34.7914255
Right,18,69,31.2626081,34.7914255
Orthodox,18,17,31.2626081,34.7914255
Arab-Israeli,18,1,31.2626081,34.7914255
Secular Centre,18,19,31.2626081,34.7914255
Left,18,21,31.2626081,34.7914255
Micro,18,11,31.2626081,34.7914255
Right,18,110,31.2626081,34.7914255
Orthodox,18,43,31.2626081,34.7914255
Arab-Israeli,18,2,31.2626081,34.7914255
Secular Centre,18,24,31.2626081,34.7914255
Left,18,18,31.2649309,34.7987177
Micro,18,3,31.2649309,34.7987177
Right,18,119,31.2649309,34.7987177
Orthodox,18,55,31.2649309,34.7987177
Arab-Israeli,18,1,31.2649309,34.7987177
Secular Centre,18,35,31.2649309,34.7987177
Left,18,11,31.259683,34.7926558
Micro,18,13,31.259683,34.7926558
Right,18,214,31.259683,34.7926558
Orthodox,18,11,31.259683,34.7926558
Arab-Israeli,18,2,31.259683,34.7926558
Secular Centre,18,65,31.259683,34.7926558
Left,18,9,31.2626081,34.7914255
Micro,18,6,31.2626081,34.7914255
Right,18,149,31.2626081,34.7914255
Orthodox,18,3,31.2626081,34.7914255
Arab-Israeli,18,0,31.2626081,34.7914255
Secular Centre,18,25,31.2626081,34.7914255
Left,18,51,31.2626081,34.7914255
Micro,18,11,31.2626081,34.7914255
Right,18,123,31.2626081,34.7914255
Orthodox,18,16,31.2626081,34.7914255
Arab-Israeli,18,3,31.2626081,34.7914255
Secular Centre,18,126,31.2626081,34.7914255
Left,18,58,31.2659781,34.793483
Micro,18,13,31.2659781,34.793483
Right,18,147,31.2659781,34.793483
Orthodox,18,31,31.2659781,34.793483
Arab-Israeli,18,7,31.2659781,34.793483
Secular Centre,18,90,31.2659781,34.793483
Left,18,16,31.2704461,34.792565
Micro,18,6,31.2704461,34.792565
Right,18,275,31.2704461,34.792565
Orthodox,18,24,31.2704461,34.792565
Arab-Israeli,18,0,31.2704461,34.792565
Secular Centre,18,72,31.2704461,34.792565
Left,18,35,31.2626081,34.7914255
Micro,18,8,31.2626081,34.7914255
Right,18,241,31.2626081,34.7914255
Orthodox,18,41,31.2626081,34.7914255
Arab-Israeli,18,3,31.2626081,34.7914255
Secular Centre,18,73,31.2626081,34.7914255
Left,18,15,31.259683,34.7926558
Micro,18,5,31.259683,34.7926558
Right,18,210,31.259683,34.7926558
Orthodox,18,58,31.259683,34.7926558
Arab-Israeli,18,0,31.259683,34.7926558
Secular Centre,18,46,31.259683,34.7926558
Left,18,31,31.2704461,34.792565
Micro,18,11,31.2704461,34.792565
Right,18,210,31.2704461,34.792565
Orthodox,18,35,31.2704461,34.792565
Arab-Israeli,18,0,31.2704461,34.792565
Secular Centre,18,94,31.2704461,34.792565
Left,18,23,31.2704461,34.792565
Micro,18,7,31.2704461,34.792565
Right,18,272,31.2704461,34.792565
Orthodox,18,41,31.2704461,34.792565
Arab-Israeli,18,1,31.2704461,34.792565
Secular Centre,18,71,31.2704461,34.792565
Left,18,12,31.2649309,34.7987177
Micro,18,5,31.2649309,34.7987177
Right,18,133,31.2649309,34.7987177
Orthodox,18,22,31.2649309,34.7987177
Arab-Israeli,18,0,31.2649309,34.7987177
Secular Centre,18,30,31.2649309,34.7987177
Left,18,18,31.2649309,34.7987177
Micro,18,13,31.2649309,34.7987177
Right,18,295,31.2649309,34.7987177
Orthodox,18,25,31.2649309,34.7987177
Arab-Israeli,18,0,31.2649309,34.7987177
Secular Centre,18,87,31.2649309,34.7987177
Left,18,17,31.2681057,34.7989118
Micro,18,6,31.2681057,34.7989118
Right,18,202,31.2681057,34.7989118
Orthodox,18,11,31.2681057,34.7989118
Arab-Israeli,18,4,31.2681057,34.7989118
Secular Centre,18,56,31.2681057,34.7989118
Left,18,10,31.2659781,34.793483
Micro,18,3,31.2659781,34.793483
Right,18,209,31.2659781,34.793483
Orthodox,18,54,31.2659781,34.793483
Arab-Israeli,18,2,31.2659781,34.793483
Secular Centre,18,37,31.2659781,34.793483
Left,18,41,31.2707324,34.7916634
Micro,18,7,31.2707324,34.7916634
Right,18,174,31.2707324,34.7916634
Orthodox,18,16,31.2707324,34.7916634
Arab-Israeli,18,0,31.2707324,34.7916634
Secular Centre,18,88,31.2707324,34.7916634
Left,18,33,31.2707324,34.7916634
Micro,18,8,31.2707324,34.7916634
Right,18,163,31.2707324,34.7916634
Orthodox,18,38,31.2707324,34.7916634
Arab-Israeli,18,3,31.2707324,34.7916634
Secular Centre,18,59,31.2707324,34.7916634
Left,18,13,31.2707324,34.7916634
Micro,18,10,31.2707324,34.7916634
Right,18,211,31.2707324,34.7916634
Orthodox,18,42,31.2707324,34.7916634
Arab-Israeli,18,0,31.2707324,34.7916634
Secular Centre,18,50,31.2707324,34.7916634
Left,18,18,31.2707324,34.7916634
Micro,18,7,31.2707324,34.7916634
Right,18,204,31.2707324,34.7916634
Orthodox,18,7,31.2707324,34.7916634
Arab-Israeli,18,5,31.2707324,34.7916634
Secular Centre,18,50,31.2707324,34.7916634
Left,18,52,32.965655,35.381268
Micro,18,1,32.965655,35.381268
Right,18,52,32.965655,35.381268
Orthodox,18,26,32.965655,35.381268
Arab-Israeli,18,103,32.965655,35.381268
Secular Centre,18,137,32.965655,35.381268
Left,18,8,32.497103,35.497336
Micro,18,6,32.497103,35.497336
Right,18,190,32.497103,35.497336
Orthodox,18,92,32.497103,35.497336
Arab-Israeli,18,0,32.497103,35.497336
Secular Centre,18,13,32.497103,35.497336
Left,18,9,32.497103,35.497336
Micro,18,4,32.497103,35.497336
Right,18,132,32.497103,35.497336
Orthodox,18,89,32.497103,35.497336
Arab-Israeli,18,2,32.497103,35.497336
Secular Centre,18,36,32.497103,35.497336
Left,18,12,31.7503679,34.9840382
Micro,18,4,31.7503679,34.9840382
Right,18,217,31.7503679,34.9840382
Orthodox,18,108,31.7503679,34.9840382
Arab-Israeli,18,0,31.7503679,34.9840382
Secular Centre,18,18,31.7503679,34.9840382
Left,18,32,31.75149279999999,34.9862063
Micro,18,5,31.75149279999999,34.9862063
Right,18,279,31.75149279999999,34.9862063
Orthodox,18,56,31.75149279999999,34.9862063
Arab-Israeli,18,0,31.75149279999999,34.9862063
Secular Centre,18,67,31.75149279999999,34.9862063
Left,18,3,31.7491719,34.9844748
Micro,18,3,31.7491719,34.9844748
Right,18,131,31.7491719,34.9844748
Orthodox,18,238,31.7491719,34.9844748
Arab-Israeli,18,0,31.7491719,34.9844748
Secular Centre,18,14,31.7491719,34.9844748
Left,18,16,31.7464456,34.9856645
Micro,18,14,31.7464456,34.9856645
Right,18,324,31.7464456,34.9856645
Orthodox,18,36,31.7464456,34.9856645
Arab-Israeli,18,1,31.7464456,34.9856645
Secular Centre,18,38,31.7464456,34.9856645
Left,18,2,31.7503679,34.9840382
Micro,18,2,31.7503679,34.9840382
Right,18,36,31.7503679,34.9840382
Orthodox,18,378,31.7503679,34.9840382
Arab-Israeli,18,0,31.7503679,34.9840382
Secular Centre,18,0,31.7503679,34.9840382
Left,18,0,31.749188,34.991082
Micro,18,0,31.749188,34.991082
Right,18,13,31.749188,34.991082
Orthodox,18,99,31.749188,34.991082
Arab-Israeli,18,0,31.749188,34.991082
Secular Centre,18,0,31.749188,34.991082
Left,18,2,31.7521648,34.9940402
Micro,18,0,31.7521648,34.9940402
Right,18,13,31.7521648,34.9940402
Orthodox,18,274,31.7521648,34.9940402
Arab-Israeli,18,0,31.7521648,34.9940402
Secular Centre,18,1,31.7521648,34.9940402
Left,18,0,31.697023,35.1202165
Micro,18,1,31.697023,35.1202165
Right,18,33,31.697023,35.1202165
Orthodox,18,409,31.697023,35.1202165
Arab-Israeli,18,0,31.697023,35.1202165
Secular Centre,18,1,31.697023,35.1202165
Left,18,0,31.697023,35.1202165
Micro,18,0,31.697023,35.1202165
Right,18,51,31.697023,35.1202165
Orthodox,18,583,31.697023,35.1202165
Arab-Israeli,18,0,31.697023,35.1202165
Secular Centre,18,2,31.697023,35.1202165
Left,18,22,32.0923141,34.8267506
Micro,18,3,32.0923141,34.8267506
