Bloc,Knesset,Votes,Latitude,Longitude
Arab-Israeli,17,0,31.8551604,34.8398889
Micro,17,7,31.8551604,34.8398889
Sectoral,17,56,31.8551604,34.8398889
Right,17,56,31.8551604,34.8398889
Secular Centre,17,182,31.8551604,34.8398889
Left,17,42,31.8551604,34.8398889
Orthodox,17,36,31.8551604,34.8398889
Arab-Israeli,17,0,31.8551604,34.8398889
Micro,17,15,31.8551604,34.8398889
Sectoral,17,15,31.8551604,34.8398889
Right,17,64,31.8551604,34.8398889
Secular Centre,17,39,31.8551604,34.8398889
Left,17,72,33.05358,35.589013
Orthodox,17,3,33.05358,35.589013
Arab-Israeli,17,0,33.05358,35.589013
Micro,17,8,33.05358,35.589013
Sectoral,17,29,33.05358,35.589013
Right,17,59,33.05358,35.589013
Secular Centre,17,81,33.05358,35.589013
Left,17,107,33.05358,35.589013
Orthodox,17,5,33.05358,35.589013
Arab-Israeli,17,0,33.05358,35.589013
Micro,17,12,33.05358,35.589013
Sectoral,17,59,33.05358,35.589013
Right,17,51,33.05358,35.589013
Secular Centre,17,156,33.05358,35.589013
Left,17,69,31.320196,34.6193
Orthodox,17,41,31.320196,34.6193
Arab-Israeli,17,0,31.320196,34.6193
Micro,17,5,31.320196,34.6193
Sectoral,17,2,31.320196,34.6193
Right,17,56,31.320196,34.6193
Secular Centre,17,21,31.320196,34.6193
Left,17,81,31.3128412,34.6173954
Orthodox,17,101,31.3128412,34.6173954
Arab-Israeli,17,3,31.3128412,34.6173954
Micro,17,3,31.3128412,34.6173954
Sectoral,17,4,31.3128412,34.6173954
Right,17,60,31.3128412,34.6173954
Secular Centre,17,21,31.3128412,34.6173954
Left,17,73,31.3151245,34.61864
Orthodox,17,83,31.3151245,34.61864
Arab-Israeli,17,0,31.3151245,34.61864
Micro,17,18,31.3151245,34.61864
Sectoral,17,8,31.3151245,34.61864
Right,17,84,31.3151245,34.61864
Secular Centre,17,30,31.3151245,34.61864
Left,17,99,31.3128412,34.6173954
Orthodox,17,80,31.3128412,34.6173954
Arab-Israeli,17,0,31.3128412,34.6173954
Micro,17,10,31.3128412,34.6173954
Sectoral,17,7,31.3128412,34.6173954
Right,17,68,31.3128412,34.6173954
Secular Centre,17,30,31.3128412,34.6173954
Left,17,47,31.3188549,34.6173015
Orthodox,17,38,31.3188549,34.6173015
Arab-Israeli,17,0,31.3188549,34.6173015
Micro,17,1,31.3188549,34.6173015
Sectoral,17,4,31.3188549,34.6173015
Right,17,101,31.3188549,34.6173015
Secular Centre,17,26,31.3188549,34.6173015
Left,17,76,31.3120968,34.6191809
Orthodox,17,67,31.3120968,34.6191809
Arab-Israeli,17,0,31.3120968,34.6191809
Micro,17,7,31.3120968,34.6191809
Sectoral,17,5,31.3120968,34.6191809
Right,17,138,31.3120968,34.6191809
Secular Centre,17,23,31.3120968,34.6191809
Left,17,109,31.3120968,34.6191809
Orthodox,17,62,31.3120968,34.6191809
Arab-Israeli,17,0,31.3120968,34.6191809
Micro,17,7,31.3120968,34.6191809
Sectoral,17,7,31.3120968,34.6191809
Right,17,114,31.3120968,34.6191809
Secular Centre,17,35,31.3120968,34.6191809
Left,17,85,31.3120968,34.6191809
Orthodox,17,109,31.3120968,34.6191809
Arab-Israeli,17,1,31.3120968,34.6191809
Micro,17,13,31.3120968,34.6191809
Sectoral,17,4,31.3120968,34.6191809
Right,17,160,31.3120968,34.6191809
Secular Centre,17,40,31.3120968,34.6191809
Left,17,86,31.3128412,34.6173954
Orthodox,17,68,31.3128412,34.6173954
Arab-Israeli,17,0,31.3128412,34.6173954
Micro,17,4,31.3128412,34.6173954
Sectoral,17,5,31.3128412,34.6173954
Right,17,130,31.3128412,34.6173954
Secular Centre,17,41,31.3128412,34.6173954
Left,17,47,31.307378,34.624426
Orthodox,17,356,31.307378,34.624426
Arab-Israeli,17,0,31.307378,34.624426
Micro,17,4,31.307378,34.624426
Sectoral,17,1,31.307378,34.624426
Right,17,68,31.307378,34.624426
Secular Centre,17,11,31.307378,34.624426
Left,17,41,31.307378,34.624426
Orthodox,17,436,31.307378,34.624426
Arab-Israeli,17,0,31.307378,34.624426
Micro,17,10,31.307378,34.624426
Sectoral,17,0,31.307378,34.624426
Right,17,44,31.307378,34.624426
Secular Centre,17,11,31.307378,34.624426
Left,17,17,31.307378,34.624426
Orthodox,17,316,31.307378,34.624426
Arab-Israeli,17,0,31.307378,34.624426
Micro,17,4,31.307378,34.624426
Sectoral,17,0,31.307378,34.624426
Right,17,28,31.307378,34.624426
Secular Centre,17,3,31.307378,34.624426
Left,17,88,31.3086623,34.6245077
Orthodox,17,134,31.3086623,34.6245077
Arab-Israeli,17,0,31.3086623,34.6245077
Micro,17,7,31.3086623,34.6245077
Sectoral,17,15,31.3086623,34.6245077
Right,17,169,31.3086623,34.6245077
Secular Centre,17,58,31.3086623,34.6245077
Left,17,62,31.307378,34.624426
Orthodox,17,304,31.307378,34.624426
Arab-Israeli,17,1,31.307378,34.624426
Micro,17,14,31.307378,34.624426
Sectoral,17,7,31.307378,34.624426
Right,17,117,31.307378,34.624426
Secular Centre,17,31,31.307378,34.624426
Left,17,31,31.307378,34.624426
Orthodox,17,247,31.307378,34.624426
Arab-Israeli,17,0,31.307378,34.624426
Micro,17,5,31.307378,34.624426
Sectoral,17,5,31.307378,34.624426
Right,17,73,31.307378,34.624426
Secular Centre,17,19,31.307378,34.624426
Left,17,67,31.3151245,34.61864
Orthodox,17,46,31.3151245,34.61864
Arab-Israeli,17,0,31.3151245,34.61864
Micro,17,10,31.3151245,34.61864
Sectoral,17,4,31.3151245,34.61864
Right,17,200,31.3151245,34.61864
Secular Centre,17,58,31.3151245,34.61864
Left,17,111,31.3188549,34.6173015
Orthodox,17,79,31.3188549,34.6173015
Arab-Israeli,17,1,31.3188549,34.6173015
Micro,17,12,31.3188549,34.6173015
Sectoral,17,10,31.3188549,34.6173015
Right,17,152,31.3188549,34.6173015
Secular Centre,17,47,31.3188549,34.6173015
Left,17,81,31.3188549,34.6173015
Orthodox,17,73,31.3188549,34.6173015
Arab-Israeli,17,0,31.3188549,34.6173015
Micro,17,8,31.3188549,34.6173015
Sectoral,17,3,31.3188549,34.6173015
Right,17,98,31.3188549,34.6173015
Secular Centre,17,29,31.3188549,34.6173015
Left,17,69,31.312015,34.6124175
Orthodox,17,44,31.312015,34.6124175
Arab-Israeli,17,1,31.312015,34.6124175
Micro,17,7,31.312015,34.6124175
Sectoral,17,6,31.312015,34.6124175
Right,17,190,31.312015,34.6124175
Secular Centre,17,44,31.312015,34.6124175
Left,17,62,31.3010828,34.624884
Orthodox,17,37,31.3010828,34.624884
Arab-Israeli,17,1,31.3010828,34.624884
Micro,17,1,31.3010828,34.624884
Sectoral,17,7,31.3010828,34.624884
Right,17,221,31.3010828,34.624884
Secular Centre,17,48,31.3010828,34.624884
Left,17,55,31.3029879,34.6296218
Orthodox,17,54,31.3029879,34.6296218
Arab-Israeli,17,0,31.3029879,34.6296218
Micro,17,6,31.3029879,34.6296218
Sectoral,17,4,31.3029879,34.6296218
Right,17,122,31.3029879,34.6296218
Secular Centre,17,55,31.3029879,34.6296218
Left,17,108,31.3029879,34.6296218
Orthodox,17,104,31.3029879,34.6296218
Arab-Israeli,17,0,31.3029879,34.6296218
Micro,17,5,31.3029879,34.6296218
Sectoral,17,11,31.3029879,34.6296218
Right,17,190,31.3029879,34.6296218
Secular Centre,17,67,31.3029879,34.6296218
Left,17,58,31.3010828,34.624884
Orthodox,17,36,31.3010828,34.624884
Arab-Israeli,17,0,31.3010828,34.624884
Micro,17,5,31.3010828,34.624884
Sectoral,17,7,31.3010828,34.624884
Right,17,141,31.3010828,34.624884
Secular Centre,17,37,31.3010828,34.624884
Left,17,52,31.3188549,34.6173015
Orthodox,17,31,31.3188549,34.6173015
Arab-Israeli,17,1,31.3188549,34.6173015
Micro,17,11,31.3188549,34.6173015
Sectoral,17,3,31.3188549,34.6173015
Right,17,187,31.3188549,34.6173015
Secular Centre,17,44,31.3188549,34.6173015
Left,17,45,31.3120968,34.6191809
Orthodox,17,38,31.3120968,34.6191809
Arab-Israeli,17,1,31.3120968,34.6191809
Micro,17,2,31.3120968,34.6191809
Sectoral,17,1,31.3120968,34.6191809
Right,17,78,31.3120968,34.6191809
Secular Centre,17,15,31.3120968,34.6191809
Left,17,24,31.307378,34.624426
Orthodox,17,345,31.307378,34.624426
Arab-Israeli,17,4,31.307378,34.624426
Micro,17,3,31.307378,34.624426
Sectoral,17,6,31.307378,34.624426
Right,17,111,31.307378,34.624426
Secular Centre,17,13,31.307378,34.624426
Left,17,41,31.637665,34.705108
Orthodox,17,167,31.637665,34.705108
Arab-Israeli,17,0,31.637665,34.705108
Micro,17,2,31.637665,34.705108
Sectoral,17,4,31.637665,34.705108
Right,17,27,31.637665,34.705108
Secular Centre,17,11,31.637665,34.705108
Left,17,55,32.600335,35.003837
Orthodox,17,4,32.600335,35.003837
Arab-Israeli,17,4,32.600335,35.003837
Micro,17,5,32.600335,35.003837
Sectoral,17,32,32.600335,35.003837
Right,17,42,32.600335,35.003837
Secular Centre,17,54,32.600335,35.003837
Left,17,142,33.018208,35.619547
Orthodox,17,1,33.018208,35.619547
Arab-Israeli,17,0,33.018208,35.619547
Micro,17,5,33.018208,35.619547
Sectoral,17,23,33.018208,35.619547
Right,17,9,33.018208,35.619547
Secular Centre,17,37,33.018208,35.619547
Left,17,68,31.577476,34.683443
Orthodox,17,48,31.577476,34.683443
Arab-Israeli,17,0,31.577476,34.683443
Micro,17,4,31.577476,34.683443
Sectoral,17,4,31.577476,34.683443
Right,17,28,31.577476,34.683443
Secular Centre,17,29,31.577476,34.683443
Left,17,48,32.1636867,34.8428502
Orthodox,17,154,32.1636867,34.8428502
Arab-Israeli,17,0,32.1636867,34.8428502
Micro,17,6,32.1636867,34.8428502
Sectoral,17,18,32.1636867,34.8428502
Right,17,109,32.1636867,34.8428502
Secular Centre,17,49,32.1636867,34.8428502
Left,17,87,32.1636867,34.8428502
Orthodox,17,142,32.1636867,34.8428502
Arab-Israeli,17,0,32.1636867,34.8428502
Micro,17,4,32.1636867,34.8428502
Sectoral,17,22,32.1636867,34.8428502
Right,17,160,32.1636867,34.8428502
Secular Centre,17,63,32.1636867,34.8428502
Left,17,57,32.1636867,34.8428502
Orthodox,17,153,32.1636867,34.8428502
Arab-Israeli,17,0,32.1636867,34.8428502
Micro,17,2,32.1636867,34.8428502
Sectoral,17,22,32.1636867,34.8428502
Right,17,116,32.1636867,34.8428502
Secular Centre,17,68,32.1636867,34.8428502
Left,17,86,33.2806229,35.5783214
Orthodox,17,10,33.2806229,35.5783214
Arab-Israeli,17,1,33.2806229,35.5783214
Micro,17,8,33.2806229,35.5783214
Sectoral,17,61,33.2806229,35.5783214
Right,17,44,33.2806229,35.5783214
Secular Centre,17,107,33.2806229,35.5783214
Left,17,148,33.2806229,35.5783214
Orthodox,17,4,33.2806229,35.5783214
Arab-Israeli,17,1,33.2806229,35.5783214
Micro,17,9,33.2806229,35.5783214
Sectoral,17,31,33.2806229,35.5783214
Right,17,45,33.2806229,35.5783214
Secular Centre,17,138,33.2806229,35.5783214
Left,17,49,31.595592,34.692362
Orthodox,17,60,31.595592,34.692362
Arab-Israeli,17,0,31.595592,34.692362
Micro,17,0,31.595592,34.692362
Sectoral,17,6,31.595592,34.692362
Right,17,37,31.595592,34.692362
Secular Centre,17,18,31.595592,34.692362
Left,17,49,32.708765,35.503778
Orthodox,17,149,32.708765,35.503778
Arab-Israeli,17,1,32.708765,35.503778
Micro,17,14,32.708765,35.503778
Sectoral,17,32,32.708765,35.503778
Right,17,80,32.708765,35.503778
Secular Centre,17,86,32.708765,35.503778
Left,17,33,32.708765,35.503778
Orthodox,17,126,32.708765,35.503778
Arab-Israeli,17,0,32.708765,35.503778
Micro,17,21,32.708765,35.503778
Sectoral,17,28,32.708765,35.503778
Right,17,80,32.708765,35.503778
Secular Centre,17,101,32.708765,35.503778
Left,17,47,32.708765,35.503778
Orthodox,17,176,32.708765,35.503778
Arab-Israeli,17,0,32.708765,35.503778
Micro,17,17,32.708765,35.503778
Sectoral,17,25,32.708765,35.503778
Right,17,78,32.708765,35.503778
Secular Centre,17,104,32.708765,35.503778
Left,17,133,32.686529,35.420897
Orthodox,17,10,32.686529,35.420897
Arab-Israeli,17,1,32.686529,35.420897
Micro,17,11,32.686529,35.420897
Sectoral,17,47,32.686529,35.420897
Right,17,60,32.686529,35.420897
Secular Centre,17,167,32.686529,35.420897
Left,17,133,32.686529,35.420897
Orthodox,17,12,32.686529,35.420897
Arab-Israeli,17,0,32.686529,35.420897
Micro,17,5,32.686529,35.420897
Sectoral,17,53,32.686529,35.420897
Right,17,63,32.686529,35.420897
Secular Centre,17,180,32.686529,35.420897
Left,17,155,32.686529,35.420897
Orthodox,17,14,32.686529,35.420897
Arab-Israeli,17,1,32.686529,35.420897
Micro,17,13,32.686529,35.420897
Sectoral,17,42,32.686529,35.420897
Right,17,60,32.686529,35.420897
Secular Centre,17,132,32.686529,35.420897
Left,17,56,32.667515,35.557392
Orthodox,17,71,32.667515,35.557392
Arab-Israeli,17,0,32.667515,35.557392
Micro,17,17,32.667515,35.557392
Sectoral,17,18,32.667515,35.557392
Right,17,62,32.667515,35.557392
Secular Centre,17,50,32.667515,35.557392
Left,17,62,32.667515,35.557392
Orthodox,17,69,32.667515,35.557392
Arab-Israeli,17,0,32.667515,35.557392
Micro,17,5,32.667515,35.557392
Sectoral,17,22,32.667515,35.557392
Right,17,64,32.667515,35.557392
Secular Centre,17,57,32.667515,35.557392
Left,17,49,32.753908,35.408188
Orthodox,17,13,32.753908,35.408188
Arab-Israeli,17,0,32.753908,35.408188
Micro,17,3,32.753908,35.408188
Sectoral,17,31,32.753908,35.408188
Right,17,56,32.753908,35.408188
Secular Centre,17,79,32.753908,35.408188
Left,17,57,31.688209,34.888222
Orthodox,17,69,31.688209,34.888222
Arab-Israeli,17,1,31.688209,34.888222
Micro,17,1,31.688209,34.888222
Sectoral,17,0,31.688209,34.888222
Right,17,15,31.688209,34.888222
Secular Centre,17,6,31.688209,34.888222
Left,17,82,32.6904999,34.9430732
Orthodox,17,45,32.6904999,34.9430732
Arab-Israeli,17,1,32.6904999,34.9430732
Micro,17,12,32.6904999,34.9430732
Sectoral,17,28,32.6904999,34.9430732
Right,17,102,32.6904999,34.9430732
Secular Centre,17,106,32.6904999,34.9430732
Left,17,25,32.6904999,34.9430732
Orthodox,17,68,32.6904999,34.9430732
Arab-Israeli,17,2,32.6904999,34.9430732
Micro,17,8,32.6904999,34.9430732
Sectoral,17,12,32.6904999,34.9430732
Right,17,114,32.6904999,34.9430732
Secular Centre,17,45,32.6904999,34.9430732
Left,17,88,32.6904999,34.9430732
Orthodox,17,84,32.6904999,34.9430732
Arab-Israeli,17,0,32.6904999,34.9430732
Micro,17,13,32.6904999,34.9430732
Sectoral,17,20,32.6904999,34.9430732
Right,17,123,32.6904999,34.9430732
Secular Centre,17,132,32.6904999,34.9430732
Left,17,118,32.6904999,34.9430732
Orthodox,17,42,32.6904999,34.9430732
Arab-Israeli,17,1,32.6904999,34.9430732
Micro,17,13,32.6904999,34.9430732
Sectoral,17,66,32.6904999,34.9430732
Right,17,122,32.6904999,34.9430732
Secular Centre,17,149,32.6904999,34.9430732
Left,17,109,32.6904999,34.9430732
Orthodox,17,40,32.6904999,34.9430732
Arab-Israeli,17,1,32.6904999,34.9430732
Micro,17,10,32.6904999,34.9430732
Sectoral,17,32,32.6904999,34.9430732
Right,17,88,32.6904999,34.9430732
Secular Centre,17,128,32.6904999,34.9430732
Left,17,58,31.625691,34.69528
Orthodox,17,1,31.625691,34.69528
Arab-Israeli,17,4,31.625691,34.69528
Micro,17,4,31.625691,34.69528
Sectoral,17,18,31.625691,34.69528
Right,17,55,31.625691,34.69528
Secular Centre,17,35,31.625691,34.69528
Left,17,169,32.714209,35.562746
Orthodox,17,3,32.714209,35.562746
Arab-Israeli,17,0,32.714209,35.562746
Micro,17,17,32.714209,35.562746
Sectoral,17,28,32.714209,35.562746
Right,17,28,32.714209,35.562746
Secular Centre,17,142,32.714209,35.562746
Left,17,24,32.789973,35.507851
Orthodox,17,0,32.789973,35.507851
Arab-Israeli,17,0,32.789973,35.507851
Micro,17,3,32.789973,35.507851
Sectoral,17,5,32.789973,35.507851
Right,17,9,32.789973,35.507851
Secular Centre,17,36,32.789973,35.507851
Left,17,1,31.628848,34.952732
Orthodox,17,31,31.628848,34.952732
Arab-Israeli,17,0,31.628848,34.952732
Micro,17,9,31.628848,34.952732
Sectoral,17,3,31.628848,34.952732
Right,17,71,31.628848,34.952732
Secular Centre,17,1,31.628848,34.952732
Left,17,209,32.707237,35.575089
Orthodox,17,1,32.707237,35.575089
Arab-Israeli,17,1,32.707237,35.575089
Micro,17,6,32.707237,35.575089
Sectoral,17,44,32.707237,35.575089
Right,17,16,32.707237,35.575089
Secular Centre,17,54,32.707237,35.575089
Left,17,81,32.723787,35.565242
Orthodox,17,2,32.723787,35.565242
Arab-Israeli,17,0,32.723787,35.565242
Micro,17,12,32.723787,35.565242
Sectoral,17,27,32.723787,35.565242
Right,17,57,32.723787,35.565242
Secular Centre,17,84,32.723787,35.565242
Left,17,57,31.899841,34.900086
Orthodox,17,69,31.899841,34.900086
Arab-Israeli,17,0,31.899841,34.900086
Micro,17,7,31.899841,34.900086
Sectoral,17,35,31.899841,34.900086
Right,17,155,31.899841,34.900086
Secular Centre,17,103,31.899841,34.900086
Left,17,21,32.839494,35.499849
Orthodox,17,86,32.839494,35.499849
Arab-Israeli,17,4,32.839494,35.499849
Micro,17,15,32.839494,35.499849
Sectoral,17,14,32.839494,35.499849
Right,17,88,32.839494,35.499849
Secular Centre,17,48,32.839494,35.499849
Left,17,19,32.839494,35.499849
Orthodox,17,82,32.839494,35.499849
Arab-Israeli,17,1,32.839494,35.499849
Micro,17,8,32.839494,35.499849
Sectoral,17,7,32.839494,35.499849
Right,17,133,32.839494,35.499849
Secular Centre,17,49,32.839494,35.499849
Left,17,211,32.605823,35.307384
Orthodox,17,7,32.605823,35.307384
Arab-Israeli,17,1,32.605823,35.307384
Micro,17,9,32.605823,35.307384
Sectoral,17,20,32.605823,35.307384
Right,17,17,32.605823,35.307384
Secular Centre,17,64,32.605823,35.307384
Left,17,198,31.556197,34.602305
Orthodox,17,0,31.556197,34.602305
Arab-Israeli,17,0,31.556197,34.602305
Micro,17,1,31.556197,34.602305
Sectoral,17,9,31.556197,34.602305
Right,17,4,31.556197,34.602305
Secular Centre,17,38,31.556197,34.602305
Left,17,188,31.309697,34.402075
Orthodox,17,0,31.309697,34.402075
Arab-Israeli,17,0,31.309697,34.402075
Micro,17,2,31.309697,34.402075
Sectoral,17,14,31.309697,34.402075
Right,17,1,31.309697,34.402075
Secular Centre,17,31,31.309697,34.402075
Left,17,27,31.8124543,34.6458959
Orthodox,17,28,31.8124543,34.6458959
Arab-Israeli,17,0,31.8124543,34.6458959
Micro,17,4,31.8124543,34.6458959
Sectoral,17,7,31.8124543,34.6458959
Right,17,142,31.8124543,34.6458959
Secular Centre,17,65,31.8124543,34.6458959
Left,17,82,31.80233209999999,34.6401185
Orthodox,17,20,31.80233209999999,34.6401185
Arab-Israeli,17,0,31.80233209999999,34.6401185
Micro,17,5,31.80233209999999,34.6401185
Sectoral,17,26,31.80233209999999,34.6401185
Right,17,66,31.80233209999999,34.6401185
Secular Centre,17,107,31.80233209999999,34.6401185
Left,17,70,31.8086302,34.6445395
Orthodox,17,60,31.8086302,34.6445395
Arab-Israeli,17,1,31.8086302,34.6445395
Micro,17,9,31.8086302,34.6445395
Sectoral,17,21,31.8086302,34.6445395
Right,17,87,31.8086302,34.6445395
Secular Centre,17,73,31.8086302,34.6445395
Left,17,30,31.8039021,34.6465645
Orthodox,17,46,31.8039021,34.6465645
Arab-Israeli,17,0,31.8039021,34.6465645
Micro,17,11,31.8039021,34.6465645
Sectoral,17,12,31.8039021,34.6465645
Right,17,99,31.8039021,34.6465645
Secular Centre,17,28,31.8039021,34.6465645
Left,17,39,31.8124783,34.6461517
Orthodox,17,68,31.8124783,34.6461517
Arab-Israeli,17,0,31.8124783,34.6461517
Micro,17,4,31.8124783,34.6461517
Sectoral,17,9,31.8124783,34.6461517
Right,17,119,31.8124783,34.6461517
Secular Centre,17,66,31.8124783,34.6461517
Left,17,27,31.8086302,34.6445395
Orthodox,17,28,31.8086302,34.6445395
Arab-Israeli,17,0,31.8086302,34.6445395
Micro,17,36,31.8086302,34.6445395
Sectoral,17,11,31.8086302,34.6445395
Right,17,170,31.8086302,34.6445395
Secular Centre,17,85,31.8086302,34.6445395
Left,17,40,31.8124543,34.6458959
Orthodox,17,42,31.8124543,34.6458959
Arab-Israeli,17,1,31.8124543,34.6458959
Micro,17,8,31.8124543,34.6458959
Sectoral,17,13,31.8124543,34.6458959
Right,17,102,31.8124543,34.6458959
Secular Centre,17,71,31.8124543,34.6458959
Left,17,15,31.8093822,34.6486043
Orthodox,17,41,31.8093822,34.6486043
Arab-Israeli,17,0,31.8093822,34.6486043
Micro,17,8,31.8093822,34.6486043
Sectoral,17,3,31.8093822,34.6486043
Right,17,55,31.8093822,34.6486043
Secular Centre,17,21,31.8093822,34.6486043
Left,17,48,31.805497,34.658573
Orthodox,17,79,31.805497,34.658573
Arab-Israeli,17,2,31.805497,34.658573
Micro,17,17,31.805497,34.658573
Sectoral,17,5,31.805497,34.658573
Right,17,132,31.805497,34.658573
Secular Centre,17,47,31.805497,34.658573
Left,17,36,31.8086269,34.6529243
Orthodox,17,57,31.8086269,34.6529243
Arab-Israeli,17,0,31.8086269,34.6529243
