Bloc	Knesset	Votes	Latitude	Longitude
Left	24	2	31.618235	34.723746
Right	24	150	31.618235	34.723746
Orthodox	24	33	31.618235	34.723746
Arab-Israeli	24	0	31.618235	34.723746
Micro	24	3	31.618235	34.723746
Secular Centre	24	28	31.618235	34.723746
Left	24	11	32.841667	35.071389
Right	24	175	32.841667	35.071389
Orthodox	24	71	32.841667	35.071389
Arab-Israeli	24	0	32.841667	35.071389
Micro	24	6	32.841667	35.071389
Secular Centre	24	16	32.841667	35.071389
Left	24	14	32.369216	34.993129
Right	24	179	32.369216	34.993129
Orthodox	24	67	32.369216	34.993129
Arab-Israeli	24	0	32.369216	34.993129
Micro	24	6	32.369216	34.993129
Secular Centre	24	20	32.369216	34.993129
Left	24	28	32.682305	35.597657
Right	24	1092	32.682305	35.597657
Orthodox	24	342	32.682305	35.597657
Arab-Israeli	24	0	32.682305	35.597657
Micro	24	16	32.682305	35.597657
Secular Centre	24	163	32.682305	35.597657
Left	24	5	32.718446	35.394952
Right	24	328	32.718446	35.394952
Orthodox	24	166	32.718446	35.394952
Arab-Israeli	24	0	32.718446	35.394952
Micro	24	6	32.718446	35.394952
Secular Centre	24	18	32.718446	35.394952
Left	24	383	31.745864	34.755932
Right	24	527	31.745864	34.755932
Orthodox	24	96	31.745864	34.755932
Arab-Israeli	24	2	31.745864	34.755932
Micro	24	24	31.745864	34.755932
Secular Centre	24	624	31.745864	34.755932
Left	24	12	32.4280395	34.8809901
Right	24	1037	32.4280395	34.8809901
Orthodox	24	280	32.4280395	34.8809901
Arab-Israeli	24	1	32.4280395	34.8809901
Micro	24	17	32.4280395	34.8809901
Secular Centre	24	99	32.4280395	34.8809901
Left	24	53	32.321458	34.853196
Right	24	468	32.321458	34.853196
Orthodox	24	128	32.321458	34.853196
Arab-Israeli	24	151	32.321458	34.853196
Micro	24	11	32.321458	34.853196
Secular Centre	24	116	32.321458	34.853196
Left	24	8	32.321458	34.853196
Right	24	122	32.321458	34.853196
Orthodox	24	58	32.321458	34.853196
Arab-Israeli	24	5	32.321458	34.853196
Micro	24	1	32.321458	34.853196
Secular Centre	24	36	32.321458	34.853196
Left	24	2	31.889854	34.842094
Right	24	49	31.889854	34.842094
Orthodox	24	284	31.889854	34.842094
Arab-Israeli	24	0	31.889854	34.842094
Micro	24	2	31.889854	34.842094
Secular Centre	24	10	31.889854	34.842094
Left	24	6	31.889854	34.842094
Right	24	87	31.889854	34.842094
Orthodox	24	152	31.889854	34.842094
Arab-Israeli	24	0	31.889854	34.842094
Micro	24	3	31.889854	34.842094
Secular Centre	24	17	31.889854	34.842094
Left	24	10	32.644516	35.11918
Right	24	142	32.644516	35.11918
Orthodox	24	23	32.644516	35.11918
Arab-Israeli	24	1	32.644516	35.11918
Micro	24	4	32.644516	35.11918
Secular Centre	24	48	32.644516	35.11918
Left	24	96	32.644516	35.11918
Right	24	929	32.644516	35.11918
Orthodox	24	95	32.644516	35.11918
Arab-Israeli	24	1	32.644516	35.11918
Micro	24	27	32.644516	35.11918
Secular Centre	24	432	32.644516	35.11918
Left	24	14	33.087634	35.17343
Right	24	206	33.087634	35.17343
Orthodox	24	67	33.087634	35.17343
