Bloc	Knesset	Votes	Latitude	Longitude
Left	22	6	32.753908	35.408188
Orthodox	22	14	32.753908	35.408188
Arab-Israeli	22	519	32.753908	35.408188
Micro	22	20	32.753908	35.408188
Right	22	1	32.753908	35.408188
Secular Centre	22	8	32.753908	35.408188
Left	22	10	32.841667	35.071389
Orthodox	22	58	32.841667	35.071389
Arab-Israeli	22	4	32.841667	35.071389
Micro	22	5	32.841667	35.071389
Right	22	226	32.841667	35.071389
Secular Centre	22	26	32.841667	35.071389
Left	22	67	31.345481	34.739126
Orthodox	22	17	31.345481	34.739126
Arab-Israeli	22	1	31.345481	34.739126
Micro	22	1	31.345481	34.739126
Right	22	129	31.345481	34.739126
Secular Centre	22	221	31.345481	34.739126
Left	22	10	31.872478	34.943253
Orthodox	22	26	31.872478	34.943253
Arab-Israeli	22	0	31.872478	34.943253
Micro	22	12	31.872478	34.943253
Right	22	397	31.872478	34.943253
Secular Centre	22	90	31.872478	34.943253
Left	22	12	32.783393	35.640119
Orthodox	22	3	32.783393	35.640119
Arab-Israeli	22	351	32.783393	35.640119
Micro	22	2	32.783393	35.640119
Right	22	2	32.783393	35.640119
Secular Centre	22	5	32.783393	35.640119
Left	22	23	32.49407	35.550767
Orthodox	22	1	32.49407	35.550767
Arab-Israeli	22	474	32.49407	35.550767
Micro	22	3	32.49407	35.550767
Right	22	2	32.49407	35.550767
Secular Centre	22	12	32.49407	35.550767
Left	22	46	31.6669456	34.5810955
Orthodox	22	22	31.6669456	34.5810955
Arab-Israeli	22	0	31.6669456	34.5810955
Micro	22	5	31.6669456	34.5810955
Right	22	200	31.6669456	34.5810955
Secular Centre	22	95	31.6669456	34.5810955
Left	22	1	32.58925	35.076965
Orthodox	22	413	32.58925	35.076965
Arab-Israeli	22	0	32.58925	35.076965
Micro	22	1	32.58925	35.076965
Right	22	31	32.58925	35.076965
Secular Centre	22	0	32.58925	35.076965
Left	22	82	31.745864	34.755932
Orthodox	22	5	31.745864	34.755932
Arab-Israeli	22	3	31.745864	34.755932
Micro	22	4	31.745864	34.755932
Right	22	91	31.745864	34.755932
Secular Centre	22	201	31.745864	34.755932
Left	22	6	31.6720254	34.5589218
Orthodox	22	23	31.6720254	34.5589218
Arab-Israeli	22	100	31.6720254	34.5589218
Micro	22	15	31.6720254	34.5589218
Right	22	290	31.6720254	34.5589218
Secular Centre	22	33	31.6720254	34.5589218
Left	22	11	31.6720254	34.5589218
Orthodox	22	9	31.6720254	34.5589218
Arab-Israeli	22	215	31.6720254	34.5589218
Micro	22	17	31.6720254	34.5589218
Right	22	67	31.6720254	34.5589218
Secular Centre	22	31	31.6720254	34.5589218
Left	22	10	32.6438845	35.2887316
Orthodox	22	1	32.6438845	35.2887316
Arab-Israeli	22	218	32.6438845	35.2887316
Micro	22	5	32.6438845	35.2887316
Right	22	0	32.6438845	35.2887316
Secular Centre	22	9	32.6438845	35.2887316
Left	22	30	31.82552	34.68254
Orthodox	22	54	31.82552	34.68254
Arab-Israeli	22	0	31.82552	34.68254
Micro	22	2	31.82552	34.68254
Right	22	177	31.82552	34.68254
Secular Centre	22	90	31.82552	34.68254
Left	22	21	32.947834	35.548516
Orthodox	22	2	32.947834	35.548516
Arab-Israeli	22	340	32.947834	35.548516
Micro	22	2	32.947834	35.548516
Right	22	7	32.947834	35.548516
Secular Centre	22	21	32.947834	35.548516
Left	22	15	32.644516	35.11918
Orthodox	22	20	32.644516	35.11918
Arab-Israeli	22	2	32.644516	35.11918
Micro	22	2	32.644516	35.11918
Right	22	157	32.644516	35.11918
Secular Centre	22	52	32.644516	35.11918
Left	22	21	32.644516	35.11918
Orthodox	22	18	32.644516	35.11918
Arab-Israeli	22	1	32.644516	35.11918
Micro	22	1	32.644516	35.11918
Right	22	189	32.644516	35.11918
Secular Centre	22	131	32.644516	35.11918
Left	22	9	31.326275	34.612069
Orthodox	22	0	31.326275	34.612069
Arab-Israeli	22	499	31.326275	34.612069
Micro	22	1	31.326275	34.612069
Right	22	6	31.326275	34.612069
Secular Centre	22	8	31.326275	34.612069
Left	22	5	31.8988877	34.772969
Orthodox	22	36	31.8988877	34.772969
Arab-Israeli	22	22	31.8988877	34.772969
Micro	22	0	31.8988877	34.772969
Right	22	244	31.8988877	34.772969
Secular Centre	22	41	31.8988877	34.772969
Left	22	11	32.504062	35.457622
Orthodox	22	99	32.504062	35.457622
Arab-Israeli	22	5	32.504062	35.457622
Micro	22	2	32.504062	35.457622
Right	22	167	32.504062	35.457622
Secular Centre	22	57	32.504062	35.457622
Left	22	38	32.4280395	34.8809901
Orthodox	22	152	32.4280395	34.8809901
Arab-Israeli	22	1	32.4280395	34.8809901
Micro	22	3	32.4280395	34.8809901
Right	22	1160	32.4280395	34.8809901
Secular Centre	22	158	32.4280395	34.8809901
Left	22	93	32.848666	35.523152
Orthodox	22	11	32.848666	35.523152
Arab-Israeli	22	5	32.848666	35.523152
Micro	22	1	32.848666	35.523152
Right	22	107	32.848666	35.523152
Secular Centre	22	176	32.848666	35.523152
Left	22	25	32.369216	34.993129
Orthodox	22	57	32.369216	34.993129
Arab-Israeli	22	0	32.369216	34.993129
Micro	22	1	32.369216	34.993129
Right	22	188	32.369216	34.993129
Secular Centre	22	29	32.369216	34.993129
Left	22	8	32.682305	35.597657
Orthodox	22	72	32.682305	35.597657
Arab-Israeli	22	0	32.682305	35.597657
Micro	22	2	32.682305	35.597657
Right	22	253	32.682305	35.597657
Secular Centre	22	25	32.682305	35.597657
Left	22	335	32.0863966	34.898863
Orthodox	22	39	32.0863966	34.898863
Arab-Israeli	22	4	32.0863966	34.898863
Micro	22	12	32.0863966	34.898863
Right	22	366	32.0863966	34.898863
Secular Centre	22	528	32.0863966	34.898863
Left	22	10	31.2521018	34.7867691
Orthodox	22	16	31.2521018	34.7867691
Arab-Israeli	22	1	31.2521018	34.7867691
Micro	22	2	31.2521018	34.7867691
Right	22	202	31.2521018	34.7867691
Secular Centre	22	34	31.2521018	34.7867691
Left	22	33	31.57794	34.658391
Orthodox	22	13	31.57794	34.658391
Arab-Israeli	22	1	31.57794	34.658391
Micro	22	3	31.57794	34.658391
Right	22	181	31.57794	34.658391
Secular Centre	22	151	31.57794	34.658391
Left	22	21	33.087634	35.17343
Orthodox	22	32	33.087634	35.17343
Arab-Israeli	22	1	33.087634	35.17343
Micro	22	0	33.087634	35.17343
Right	22	189	33.087634	35.17343
Secular Centre	22	24	33.087634	35.17343
Left	22	14	32.686919	35.604656
Orthodox	22	132	32.686919	35.604656
Arab-Israeli	22	0	32.686919	35.604656
Micro	22	1	32.686919	35.604656
Right	22	241	32.686919	35.604656
Secular Centre	22	26	32.686919	35.604656
Left	22	12	31.374545	34.398992
Orthodox	22	37	31.374545	34.398992
Arab-Israeli	22	0	31.374545	34.398992
Micro	22	1	31.374545	34.398992
Right	22	245	31.374545	34.398992
Secular Centre	22	50	31.374545	34.398992
Left	22	25	32.321458	34.853196
Orthodox	22	33	32.321458	34.853196
Arab-Israeli	22	25	32.321458	34.853196
Micro	22	0	32.321458	34.853196
Right	22	144	32.321458	34.853196
Secular Centre	22	48	32.321458	34.853196
Left	22	13	32.321458	34.853196
Orthodox	22	43	32.321458	34.853196
Arab-Israeli	22	3	32.321458	34.853196
Micro	22	1	32.321458	34.853196
Right	22	123	32.321458	34.853196
Secular Centre	22	49	32.321458	34.853196
Left	22	48	32.09634	34.920628
Orthodox	22	49	32.09634	34.920628
Arab-Israeli	22	0	32.09634	34.920628
Micro	22	2	32.09634	34.920628
Right	22	187	32.09634	34.920628
Secular Centre	22	118	32.09634	34.920628
Left	22	13	32.304553	34.8827848
Orthodox	22	2	32.304553	34.8827848
Arab-Israeli	22	314	32.304553	34.8827848
Micro	22	11	32.304553	34.8827848
Right	22	49	32.304553	34.8827848
Secular Centre	22	30	32.304553	34.8827848
Left	22	34	32.304553	34.8827848
Orthodox	22	2	32.304553	34.8827848
Arab-Israeli	22	379	32.304553	34.8827848
Micro	22	4	32.304553	34.8827848
Right	22	23	32.304553	34.8827848
Secular Centre	22	27	32.304553	34.8827848
