Bloc	Knesset	Votes	Latitude	Longitude
Sectoral	17	10	33.087634	35.17343
Right	17	98	33.087634	35.17343
Secular Centre	17	39	33.087634	35.17343
Left	17	1	32.58925	35.076965
Orthodox	17	254	32.58925	35.076965
Arab-Israeli	17	0	32.58925	35.076965
Micro	17	17	32.58925	35.076965
Sectoral	17	1	32.58925	35.076965
Right	17	14	32.58925	35.076965
Secular Centre	17	2	32.58925	35.076965
Left	17	6	33.172527	35.607938
Orthodox	17	7	33.172527	35.607938
Arab-Israeli	17	1	33.172527	35.607938
Micro	17	10	33.172527	35.607938
Sectoral	17	21	33.172527	35.607938
Right	17	212	33.172527	35.607938
Secular Centre	17	31	33.172527	35.607938
Left	17	59	32.351596	34.930443
Orthodox	17	109	32.351596	34.930443
Arab-Israeli	17	0	32.351596	34.930443
Micro	17	16	32.351596	34.930443
Sectoral	17	38	32.351596	34.930443
Right	17	155	32.351596	34.930443
Secular Centre	17	73	32.351596	34.930443
Left	17	0	33.2463151	35.5513807
Orthodox	17	421	33.2463151	35.5513807
Arab-Israeli	17	0	33.2463151	35.5513807
Micro	17	19	33.2463151	35.5513807
Sectoral	17	1	33.2463151	35.5513807
Right	17	7	33.2463151	35.5513807
Secular Centre	17	2	33.2463151	35.5513807
Left	17	38	31.889854	34.842094
Orthodox	17	98	31.889854	34.842094
Arab-Israeli	17	0	31.889854	34.842094
Micro	17	3	31.889854	34.842094
Sectoral	17	29	31.889854	34.842094
Right	17	73	31.889854	34.842094
Secular Centre	17	63	31.889854	34.842094
Left	17	23	31.70261	34.689968
Orthodox	17	33	31.70261	34.689968
Arab-Israeli	17	1	31.70261	34.689968
Micro	17	12	31.70261	34.689968
Sectoral	17	43	31.70261	34.689968
Right	17	108	31.70261	34.689968
Secular Centre	17	79	31.70261	34.689968
Left	17	25	31.872478	34.943253
Orthodox	17	30	31.872478	34.943253
Arab-Israeli	17	0	31.872478	34.943253
Micro	17	3	31.872478	34.943253
Sectoral	17	21	31.872478	34.943253
Right	17	86	31.872478	34.943253
Secular Centre	17	80	31.872478	34.943253
Left	17	113	31.745864	34.755932
Orthodox	17	21	31.745864	34.755932
Arab-Israeli	17	0	31.745864	34.755932
Micro	17	9	31.745864	34.755932
Sectoral	17	39	31.745864	34.755932
Right	17	81	31.745864	34.755932
Secular Centre	17	172	31.745864	34.755932
Left	17	26	31.780095	34.770572
Orthodox	17	69	31.780095	34.770572
Arab-Israeli	17	66	31.780095	34.770572
Micro	17	16	31.780095	34.770572
Sectoral	17	20	31.780095	34.770572
Right	17	138	31.780095	34.770572
Secular Centre	17	44	31.780095	34.770572
Left	17	15	31.783058	35.161117
Orthodox	17	33	31.783058	35.161117
Arab-Israeli	17	0	31.783058	35.161117
Micro	17	13	31.783058	35.161117
Sectoral	17	14	31.783058	35.161117
Right	17	162	31.783058	35.161117
Secular Centre	17	75	31.783058	35.161117
Left	17	37	31.783058	35.161117
Orthodox	17	83	31.783058	35.161117
Arab-Israeli	17	1	31.783058	35.161117
Micro	17	7	31.783058	35.161117
Sectoral	17	16	31.783058	35.161117
Right	17	119	31.783058	35.161117
Secular Centre	17	27	31.783058	35.161117
Left	17	65	31.82552	34.68254
Orthodox	17	78	31.82552	34.68254
Arab-Israeli	17	1	31.82552	34.68254
Micro	17	10	31.82552	34.68254
Sectoral	17	33	31.82552	34.68254
Right	17	90	31.82552	34.68254
Secular Centre	17	58	31.82552	34.68254
Left	17	34	32.947834	35.548516
Orthodox	17	2	32.947834	35.548516
Arab-Israeli	17	328	32.947834	35.548516
Micro	17	7	32.947834	35.548516
Sectoral	17	0	32.947834	35.548516
Right	17	0	32.947834	35.548516
Secular Centre	17	5	32.947834	35.548516
Left	17	44	31.780385	35.010102
Orthodox	17	60	31.780385	35.010102
Arab-Israeli	17	0	31.780385	35.010102
Micro	17	4	31.780385	35.010102
Sectoral	17	31	31.780385	35.010102
Right	17	149	31.780385	35.010102
Secular Centre	17	72	31.780385	35.010102
Left	17	22	31.326275	34.612069
Orthodox	17	3	31.326275	34.612069
Arab-Israeli	17	457	31.326275	34.612069
Micro	17	1	31.326275	34.612069
Sectoral	17	2	31.326275	34.612069
Right	17	4	31.326275	34.612069
Secular Centre	17	11	31.326275	34.612069
Left	17	35	31.85722299999999	34.727432
Orthodox	17	67	31.85722299999999	34.727432
Arab-Israeli	17	11	31.85722299999999	34.727432
Micro	17	4	31.85722299999999	34.727432
Sectoral	17	13	31.85722299999999	34.727432
Right	17	170	31.85722299999999	34.727432
Secular Centre	17	49	31.85722299999999	34.727432
Left	17	65	32.529504	34.926734
Orthodox	17	73	32.529504	34.926734
Arab-Israeli	17	0	32.529504	34.926734
Micro	17	20	32.529504	34.926734
Sectoral	17	25	32.529504	34.926734
Right	17	148	32.529504	34.926734
Secular Centre	17	130	32.529504	34.926734
Left	17	85	31.57794	34.658391
Orthodox	17	13	31.57794	34.658391
Arab-Israeli	17	0	31.57794	34.658391
Micro	17	10	31.57794	34.658391
Sectoral	17	66	31.57794	34.658391
Right	17	79	31.57794	34.658391
Secular Centre	17	154	31.57794	34.658391
Left	17	46	31.374545	34.398992
Orthodox	17	129	31.374545	34.398992
Arab-Israeli	17	1	31.374545	34.398992
Micro	17	30	31.374545	34.398992
Sectoral	17	23	31.374545	34.398992
Right	17	110	31.374545	34.398992
Secular Centre	17	40	31.374545	34.398992
Left	17	39	32.387701	34.990826
Orthodox	17	35	32.387701	34.990826
Arab-Israeli	17	15	32.387701	34.990826
Micro	17	3	32.387701	34.990826
Sectoral	17	35	32.387701	34.990826
Right	17	73	32.387701	34.990826
Secular Centre	17	70	32.387701	34.990826
Left	17	60	32.09634	34.920628
Orthodox	17	61	32.09634	34.920628
Arab-Israeli	17	0	32.09634	34.920628
Micro	17	15	32.09634	34.920628
Sectoral	17	44	32.09634	34.920628
Right	17	43	32.09634	34.920628
Secular Centre	17	60	32.09634	34.920628
Left	17	49	32.274901	34.93418
Orthodox	17	0	32.274901	34.93418
Arab-Israeli	17	327	32.274901	34.93418
Micro	17	4	32.274901	34.93418
Sectoral	17	0	32.274901	34.93418
Right	17	74	32.274901	34.93418
Secular Centre	17	24	32.274901	34.93418
Left	17	6	32.742897	35.09615
Orthodox	17	3	32.742897	35.09615
Arab-Israeli	17	296	32.742897	35.09615
Micro	17	2	32.742897	35.09615
Sectoral	17	0	32.742897	35.09615
Right	17	1	32.742897	35.09615
Secular Centre	17	21	32.742897	35.09615
Left	17	77	31.345481	34.739126
Orthodox	17	4	31.345481	34.739126
Arab-Israeli	17	1	31.345481	34.739126
Micro	17	6	31.345481	34.739126
Sectoral	17	45	31.345481	34.739126
Right	17	51	31.345481	34.739126
Secular Centre	17	103	31.345481	34.739126
