Bloc,Knesset,Votes,Latitude,Longitude
Left,14,5,31.750347,34.885915
Orthodox,14,122,31.750347,34.885915
Micro,14,0,31.750347,34.885915
Secular Centre,14,0,31.750347,34.885915
Arab-Israeli,14,0,31.750347,34.885915
Right,14,71,31.750347,34.885915
Sectoral,14,0,31.750347,34.885915
Left,14,57,31.610485,34.714493
Orthodox,14,19,31.610485,34.714493
Micro,14,3,31.610485,34.714493
Secular Centre,14,9,31.610485,34.714493
Arab-Israeli,14,1,31.610485,34.714493
Right,14,57,31.610485,34.714493
Sectoral,14,0,31.610485,34.714493
Left,14,217,30.767942,35.278498
Orthodox,14,10,30.767942,35.278498
Micro,14,4,30.767942,35.278498
Secular Centre,14,23,30.767942,35.278498
Arab-Israeli,14,0,30.767942,35.278498
Right,14,59,30.767942,35.278498
Sectoral,14,3,30.767942,35.278498
Left,14,8,31.568567,34.788161
Orthodox,14,132,31.568567,34.788161
Micro,14,1,31.568567,34.788161
Secular Centre,14,1,31.568567,34.788161
Arab-Israeli,14,0,31.568567,34.788161
Right,14,88,31.568567,34.788161
Sectoral,14,0,31.568567,34.788161
Left,14,154,31.647627,34.873107
Orthodox,14,1,31.647627,34.873107
Micro,14,1,31.647627,34.873107
Secular Centre,14,3,31.647627,34.873107
Arab-Israeli,14,1,31.647627,34.873107
Right,14,7,31.647627,34.873107
Sectoral,14,3,31.647627,34.873107
Left,14,100,31.610982,34.800427
Orthodox,14,5,31.610982,34.800427
Micro,14,1,31.610982,34.800427
Secular Centre,14,8,31.610982,34.800427
Arab-Israeli,14,0,31.610982,34.800427
Right,14,45,31.610982,34.800427
Sectoral,14,0,31.610982,34.800427
Left,14,81,32.0283105,34.7778564
Orthodox,14,30,32.0283105,34.7778564
Micro,14,0,32.0283105,34.7778564
Secular Centre,14,6,32.0283105,34.7778564
Arab-Israeli,14,0,32.0283105,34.7778564
Right,14,35,32.0283105,34.7778564
Sectoral,14,2,32.0283105,34.7778564
Left,14,13,31.531176,34.914463
Orthodox,14,5,31.531176,34.914463
Micro,14,1,31.531176,34.914463
Secular Centre,14,4,31.531176,34.914463
Arab-Israeli,14,0,31.531176,34.914463
Right,14,46,31.531176,34.914463
Sectoral,14,0,31.531176,34.914463
Left,14,210,31.560907,34.84409
Orthodox,14,4,31.560907,34.84409
Micro,14,0,31.560907,34.84409
Secular Centre,14,5,31.560907,34.84409
Arab-Israeli,14,0,31.560907,34.84409
Right,14,19,31.560907,34.84409
